subscription_id,customer_id,start_date,monthly_fee,status,cancellation_date
1272,1272,2024-03-20,30.98,active,
1273,1273,2025-11-11,34.51,active,
1274,1274,2025-05-08,28.93,active,
1275,1275,2025-07-11,24.91,cancelled,2025-08-28
1276,1276,2025-06-05,27.45,cancelled,2025-08-03
1277,1277,2025-04-25,29.36,active,
1278,1278,2025-07-19,41.03,cancelled,2025-10-18
1279,1279,2024-01-06,26.82,active,
1280,1280,2025-09-24,34.3,active,
1281,1281,2025-06-24,44.34,active,
1282,1282,2025-06-24,25.77,active,
1283,1283,2024-10-14,30.18,active,
1284,1284,2025-08-08,51.11,active,
1285,1285,2024-10-06,40.64,active,
1286,1286,2024-02-05,42.52,active,
1287,1287,2025-10-25,39.55,active,
1288,1288,2024-06-20,48.59,active,
1289,1289,2024-03-15,28.76,active,
1290,1290,2025-03-30,28.45,active,
1291,1291,2024-06-19,43.27,active,
1292,1292,2025-09-19,24.07,active,
1293,1293,2024-11-20,40.92,active,
1294,1294,2024-01-04,24.69,active,
1295,1295,2025-11-26,33.72,active,
1296,1296,2025-01-11,39.68,cancelled,2025-02-17
1297,1297,2024-07-11,38.66,active,
1298,1298,2025-05-10,39.8,active,
1299,1299,2025-01-22,29.17,cancelled,2025-03-02
1300,1300,2024-01-22,33.37,active,
1301,1301,2025-07-09,45.79,active,
1302,1302,2024-10-20,28.38,active,
1303,1303,2025-05-26,44.39,active,
1304,1304,2025-10-16,38.56,active,
1305,1305,2025-03-22,33.96,cancelled,2025-05-29
1306,1306,2025-05-05,34.25,active,
1307,1307,2024-07-05,48.8,active,
1308,1308,2024-06-22,34.5,cancelled,2024-10-02
1309,1309,2024-10-30,27.28,active,
1310,1310,2025-09-15,51.72,active,
1311,1311,2025-01-18,28.08,active,
1312,1312,2024-09-11,46.74,active,
1313,1313,2025-07-23,26.14,active,
1314,1314,2025-09-15,37.01,active,
1315,1315,2025-10-21,38.57,cancelled,2025-12-02
1316,1316,2024-08-06,28.15,active,
1317,1317,2025-06-02,42.61,active,
1318,1318,2025-03-07,32.44,active,
1319,1319,2024-11-24,40.19,active,
1320,1320,2024-10-17,42.25,active,
1321,1321,2024-03-24,39.25,active,
1322,1322,2024-07-19,38.61,cancelled,2024-10-02
1323,1323,2025-02-05,34.14,active,
1324,1324,2025-10-10,26.28,active,
1325,1325,2025-09-25,48.59,cancelled,2025-10-29
1326,1326,2024-05-17,37.87,active,
1327,1327,2025-05-11,42.5,cancelled,2025-07-08
1328,1328,2024-03-02,35.91,active,
1329,1329,2025-05-08,37.65,active,
1330,1330,2024-09-06,27.64,active,
1331,1331,2024-11-24,32.83,active,
1332,1332,2025-06-08,36.69,cancelled,2025-07-31
1333,1333,2024-11-06,34.44,active,
1334,1334,2025-08-13,24.48,active,
1335,1335,2025-01-25,41.41,cancelled,2025-04-27
1336,1336,2025-12-31,38.53,active,
1337,1337,2025-04-11,34.81,active,
1338,1338,2024-08-04,45.58,active,
1339,1339,2025-07-20,42.31,active,
1340,1340,2024-10-25,24.35,cancelled,2024-12-27
1341,1341,2025-01-25,47.06,cancelled,2025-06-12
1342,1342,2024-04-10,41.41,active,
1343,1343,2024-03-28,38.77,active,
1344,1344,2025-02-24,46.64,active,
1345,1345,2024-05-16,27.29,active,
1346,1346,2025-12-30,40.69,active,
1347,1347,2025-09-17,32.88,active,
1348,1348,2025-05-27,26.16,active,
1349,1349,2025-06-21,34.74,active,
1350,1350,2025-03-11,33.54,active,
1351,1351,2024-02-14,26.52,active,
1352,1352,2024-10-13,39.89,active,
1353,1353,2024-12-28,36.97,active,
1354,1354,2025-10-31,35.05,active,
1355,1355,2024-06-09,24.76,active,
1356,1356,2024-12-29,37.65,active,
1357,1357,2024-09-08,34.05,active,
1358,1358,2024-04-08,34.06,active,
1359,1359,2024-03-16,43.34,active,
1360,1360,2024-09-24,51.11,active,
1361,1361,2024-03-01,27.98,active,
1362,1362,2024-02-19,36.93,cancelled,2024-09-02
1363,1363,2024-09-13,45.72,active,
1364,1364,2024-05-27,43.01,active,
1365,1365,2025-02-09,52.26,active,
1366,1366,2024-01-13,43.42,active,
1367,1367,2024-08-08,44.98,cancelled,2024-12-01
1368,1368,2024-11-27,28.99,active,
1369,1369,2025-12-05,32.76,active,
1370,1370,2025-04-08,40.1,active,
1371,1371,2025-10-05,39.06,active,
1372,1372,2024-09-07,43.59,active,
1373,1373,2024-11-24,54.85,active,
1374,1374,2024-11-03,31.6,active,
1375,1375,2025-10-10,36.88,active,
1376,1376,2025-12-02,48.03,active,
1377,1377,2025-12-04,44.73,active,
1378,1378,2025-07-03,43.53,active,
1379,1379,2025-01-02,42.17,active,
1380,1380,2025-01-30,49.36,active,
1381,1381,2025-12-17,35.26,active,
1382,1382,2024-07-26,29.53,active,
1383,1383,2024-09-10,26.09,active,
1384,1384,2025-10-17,37.51,cancelled,2025-11-21
1385,1385,2024-10-09,47.71,active,
1386,1386,2024-06-20,40.28,active,
1387,1387,2025-02-13,43.23,active,
1388,1388,2024-08-25,32.55,active,
1389,1389,2025-10-13,45.42,active,
1390,1390,2025-10-26,31.51,active,
1391,1391,2024-08-11,37.95,active,
1392,1392,2025-01-22,29.74,active,
1393,1393,2025-12-20,37.85,active,
1394,1394,2025-06-26,35.38,active,
1395,1395,2024-06-06,39.43,cancelled,2024-09-30
1396,1396,2025-03-07,39.9,active,
1397,1397,2025-03-29,51.08,active,
1398,1398,2025-04-22,49.35,cancelled,2025-06-13
1399,1399,2024-01-19,31.33,active,
1400,1400,2024-08-06,31.39,active,
1401,1401,2025-09-16,32.32,active,
1402,1402,2024-06-25,30.08,active,
1403,1403,2024-08-07,32.81,active,
1404,1404,2024-08-23,50.17,active,
1405,1405,2024-05-09,48.84,active,
1406,1406,2024-04-23,33.07,active,
1407,1407,2024-09-10,43.27,active,
1408,1408,2025-10-01,47.62,active,
1409,1409,2024-01-02,35.59,active,
1410,1410,2024-07-26,48.13,active,
1411,1411,2024-02-14,51.75,cancelled,2024-12-15
1412,1412,2025-02-14,48.76,active,
1413,1413,2024-07-02,41.69,active,
1414,1414,2025-08-01,36.42,active,
1415,1415,2025-03-03,32.39,active,
1416,1416,2025-07-26,50.94,active,
1417,1417,2025-04-09,30.89,active,
1418,1418,2024-11-16,38.87,active,
1419,1419,2025-09-21,28.3,cancelled,2025-10-26
1420,1420,2024-12-14,37.89,active,
1421,1421,2025-11-25,26.14,active,
1422,1422,2025-12-28,46.14,active,
1423,1423,2025-03-06,40.33,active,
1424,1424,2025-05-08,37.46,cancelled,2025-06-29
1425,1425,2024-07-05,33.86,active,
1426,1426,2025-08-18,39.05,active,
1427,1427,2025-05-05,43.99,active,
1428,1428,2025-10-21,51.16,active,
1429,1429,2024-07-14,48.32,active,
1430,1430,2025-07-29,37.78,active,
1431,1431,2024-12-09,43.52,active,
1432,1432,2024-05-15,38.7,active,
1433,1433,2024-05-05,43.3,cancelled,2025-01-01
1434,1434,2025-02-14,41.97,active,
1435,1435,2024-08-21,36.85,active,
1436,1436,2024-03-15,38.5,active,
1437,1437,2024-11-08,44.44,cancelled,2025-02-05
1438,1438,2025-04-22,33.16,active,
1439,1439,2024-08-21,42.75,active,
1440,1440,2025-11-29,33.13,active,
1441,1441,2025-07-23,41.26,active,
1442,1442,2025-01-09,47.47,cancelled,2025-08-11
1443,1443,2025-11-14,27.61,active,
1444,1444,2024-11-12,31.51,active,
1445,1445,2024-04-12,40.66,active,
1446,1446,2024-01-27,28.51,cancelled,2024-10-11
1447,1447,2025-11-16,33.42,active,
1448,1448,2025-12-02,45.49,active,
1449,1449,2025-06-24,23.94,active,
1450,1450,2024-03-16,42.25,cancelled,2024-05-26
1451,1451,2024-08-02,29.12,active,
1452,1452,2024-01-31,27.76,active,
1453,1453,2024-02-07,34.46,active,
1454,1454,2024-06-28,48.87,cancelled,2025-04-19
1455,1455,2025-02-22,40.33,cancelled,2025-05-10
1456,1456,2024-02-17,34.36,active,
1457,1457,2025-12-20,37.4,active,
1458,1458,2024-11-28,38.96,cancelled,2025-05-08
1459,1459,2024-07-11,42.6,active,
1460,1460,2025-01-12,29.37,active,
1461,1461,2025-07-31,31.82,active,
1462,1462,2024-08-16,37.67,active,
1463,1463,2024-02-04,43.9,active,
1464,1464,2024-02-07,45.33,active,
1465,1465,2025-09-14,42.39,active,
1466,1466,2024-03-22,44.01,cancelled,2024-08-12
1467,1467,2025-04-09,39.65,cancelled,2025-05-23
1468,1468,2024-10-08,38.19,cancelled,2025-07-18
1469,1469,2025-07-22,38.84,active,
1470,1470,2024-02-14,31.55,active,
1471,1471,2025-10-18,49.55,active,
1472,1472,2025-05-25,33.55,active,
1473,1473,2024-11-24,36.83,active,
1474,1474,2024-05-31,41.12,active,
1475,1475,2025-12-15,49.62,active,
1476,1476,2024-08-08,29.92,cancelled,2024-11-05
1477,1477,2024-12-24,48.93,active,
1478,1478,2024-10-15,25.9,active,
1479,1479,2024-06-17,27.56,active,
1480,1480,2024-10-31,46.99,cancelled,2024-12-30
1481,1481,2024-04-20,30.67,active,
1482,1482,2024-01-02,37.89,active,
1483,1483,2024-07-30,36.69,active,
1484,1484,2024-03-22,48.3,active,
1485,1485,2024-10-30,43.8,active,
1486,1486,2025-09-22,34.55,active,
1487,1487,2024-04-28,46.14,active,
1488,1488,2024-01-01,29.96,active,
1489,1489,2024-03-22,43.38,cancelled,2024-06-18
1490,1490,2025-01-06,45.81,active,
1491,1491,2024-07-19,43.27,active,
1492,1492,2024-12-23,45.08,active,
1493,1493,2024-01-22,48.74,active,
1494,1494,2024-08-31,44.52,active,
1495,1495,2024-10-26,50.97,active,
1496,1496,2024-11-11,28.53,cancelled,2025-04-27
1497,1497,2025-02-06,33.44,cancelled,2025-05-06
1498,1498,2025-07-24,43.09,active,
1499,1499,2024-12-07,33.93,active,
1500,1500,2025-09-06,38.78,active,
1501,1501,2025-01-22,46.56,cancelled,2025-06-29
1502,1502,2024-07-09,39.22,active,
1503,1503,2024-06-16,29.99,active,
1504,1504,2024-08-23,32.0,active,
1505,1505,2025-03-12,37.31,active,
1506,1506,2024-06-26,31.6,active,
1507,1507,2025-10-30,33.0,active,
1508,1508,2024-12-16,45.39,active,
1509,1509,2025-09-23,30.06,active,
1510,1510,2025-05-14,47.88,active,
1511,1511,2024-08-31,48.76,active,
1512,1512,2024-06-15,34.5,active,
1513,1513,2025-06-27,46.67,active,
1514,1514,2024-08-29,32.65,cancelled,2024-09-30
1515,1515,2024-06-29,41.88,active,
1516,1516,2025-11-11,50.96,active,
1517,1517,2024-12-18,46.73,active,
1518,1518,2024-02-05,33.85,cancelled,2024-06-04
1519,1519,2024-12-27,30.11,active,
1520,1520,2024-12-02,32.93,active,
1521,1521,2025-09-23,48.1,active,
1522,1522,2025-06-04,31.4,active,
1523,1523,2024-05-19,38.4,active,
1524,1524,2024-04-19,35.22,active,
1525,1525,2025-03-17,33.84,cancelled,2025-06-07
1526,1526,2024-02-04,34.64,active,
1527,1527,2024-08-21,34.23,cancelled,2025-01-20
1528,1528,2024-04-11,38.38,active,
1529,1529,2024-01-16,38.41,active,
1530,1530,2025-11-02,38.47,cancelled,2025-12-05
1531,1531,2024-03-06,40.47,active,
1532,1532,2024-01-07,33.02,active,
1533,1533,2025-11-12,47.84,active,
1534,1534,2024-05-17,38.65,active,
1535,1535,2025-08-19,37.26,active,
1536,1536,2024-01-23,36.37,active,
1537,1537,2024-04-22,23.75,active,
1538,1538,2024-03-21,45.84,active,
1539,1539,2025-05-31,47.15,active,
1540,1540,2025-03-29,34.66,cancelled,2025-05-17
1541,1541,2024-12-13,37.23,active,
1542,1542,2024-06-25,34.64,active,
1543,1543,2024-03-05,44.65,active,
1544,1544,2025-02-20,31.82,active,
1545,1545,2024-06-17,49.89,active,
1546,1546,2025-03-07,29.73,active,
1547,1547,2025-05-17,51.65,cancelled,2025-08-25
1548,1548,2025-09-12,27.07,cancelled,2025-10-29
1549,1549,2024-12-27,30.76,active,
1550,1550,2024-01-04,34.16,active,
1551,1551,2024-07-24,33.9,cancelled,2024-10-11
1552,1552,2025-09-15,50.59,active,
1553,1553,2025-01-24,36.94,cancelled,2025-03-04
1554,1554,2025-03-28,30.27,active,
1555,1555,2024-11-30,48.9,active,
1556,1556,2024-04-28,30.28,cancelled,2024-09-15
1557,1557,2025-10-17,28.58,active,
1558,1558,2025-07-19,25.05,active,
1559,1559,2025-12-28,38.05,active,
1560,1560,2025-09-17,48.41,active,
1561,1561,2024-07-31,25.12,active,
1562,1562,2024-07-04,42.55,active,
1563,1563,2024-06-30,32.91,active,
1564,1564,2025-11-02,31.63,active,
1565,1565,2025-02-11,44.35,active,
1566,1566,2024-11-28,45.5,active,
1567,1567,2025-12-08,39.35,active,
1568,1568,2025-03-17,30.57,active,
1569,1569,2025-10-26,26.32,active,
1570,1570,2025-12-20,46.08,active,
1571,1571,2024-02-28,39.2,active,
1572,1572,2024-09-21,36.31,active,
1573,1573,2025-06-20,27.78,active,
1574,1574,2025-08-17,44.49,active,
1575,1575,2024-04-18,27.2,active,
1576,1576,2024-08-20,44.38,active,
1577,1577,2025-02-04,42.15,active,
1578,1578,2025-08-07,31.75,active,
1579,1579,2024-03-23,38.99,active,
1580,1580,2025-03-15,42.72,cancelled,2025-05-12
1581,1581,2024-08-04,42.1,active,
1582,1582,2024-06-07,50.27,active,
1583,1583,2025-01-11,44.29,active,
1584,1584,2024-10-29,28.92,cancelled,2025-05-14
1585,1585,2025-04-09,36.2,cancelled,2025-07-19
1586,1586,2024-08-20,42.35,active,
1587,1587,2025-08-24,35.62,active,
1588,1588,2024-02-27,42.27,active,
1589,1589,2025-09-22,29.15,cancelled,2025-11-14
1590,1590,2024-01-22,29.75,active,
1591,1591,2025-06-21,30.79,active,
1592,1592,2024-09-10,44.97,active,
1593,1593,2024-10-07,43.74,active,
1594,1594,2024-01-14,38.86,active,
1595,1595,2025-05-28,36.04,cancelled,2025-08-31
1596,1596,2024-04-30,47.56,active,
1597,1597,2025-04-26,45.64,active,
1598,1598,2025-06-14,36.64,cancelled,2025-08-20
1599,1599,2025-09-09,44.29,active,
1600,1600,2025-06-01,47.95,cancelled,2025-08-11
1601,1601,2024-08-08,33.14,active,
1602,1602,2025-06-23,32.3,active,
1603,1603,2025-08-26,40.0,active,
1604,1604,2024-08-19,35.38,cancelled,2024-11-09
1605,1605,2024-03-31,43.43,active,
1606,1606,2025-10-12,39.24,active,
1607,1607,2024-04-18,31.9,active,
1608,1608,2025-03-10,35.95,active,
1609,1609,2024-06-21,44.77,active,
1610,1610,2024-04-02,26.53,cancelled,2024-07-25
1611,1611,2025-07-21,32.59,active,
1612,1612,2024-04-15,26.29,active,
1613,1613,2025-05-04,47.18,active,
1614,1614,2025-05-21,29.14,active,
1615,1615,2024-02-14,27.89,active,
1616,1616,2024-05-06,44.09,active,
1617,1617,2025-08-03,32.3,active,
1618,1618,2025-01-05,41.58,active,
1619,1619,2024-03-29,33.63,active,
1620,1620,2025-12-25,42.51,active,
1621,1621,2024-07-12,30.93,active,
1622,1622,2024-01-03,27.62,active,
1623,1623,2025-11-06,29.36,active,
1624,1624,2024-01-13,50.24,active,
1625,1625,2025-02-08,44.82,active,
1626,1626,2025-12-26,33.36,active,
1627,1627,2025-02-26,31.11,active,
1628,1628,2025-03-03,29.59,active,
1629,1629,2024-10-10,31.3,active,
1630,1630,2024-04-02,29.74,active,
1631,1631,2025-02-22,47.58,active,
1632,1632,2025-10-17,26.91,active,
1633,1633,2024-03-07,49.72,cancelled,2025-01-30
1634,1634,2025-10-05,25.39,active,
1635,1635,2024-10-30,45.92,active,
1636,1636,2025-01-26,36.19,active,
1637,1637,2024-04-30,27.35,active,
1638,1638,2025-03-30,47.03,active,
1639,1639,2024-05-13,34.1,cancelled,2024-09-14
1640,1640,2024-07-18,48.63,active,
1641,1641,2025-06-11,45.3,active,
1642,1642,2024-02-06,48.04,active,
1643,1643,2024-11-22,45.8,active,
1644,1644,2025-03-10,31.16,cancelled,2025-04-30
1645,1645,2024-04-06,39.41,active,
1646,1646,2024-08-03,42.52,active,
1647,1647,2024-09-08,34.98,active,
1648,1648,2025-04-30,37.22,active,
1649,1649,2025-12-14,31.54,active,
1650,1650,2025-09-03,44.14,active,
1651,1651,2024-05-18,33.34,cancelled,2024-11-19
1652,1652,2024-01-14,30.12,active,
1653,1653,2024-02-07,47.89,active,
1654,1654,2025-03-11,47.53,active,
1655,1655,2024-04-24,32.01,cancelled,2024-07-19
1656,1656,2024-06-18,26.53,active,
1657,1657,2025-09-11,45.61,active,
1658,1658,2025-09-30,32.5,cancelled,2025-11-08
1659,1659,2025-09-05,40.54,active,
1660,1660,2024-07-04,42.53,active,
1661,1661,2025-03-28,35.27,active,
1662,1662,2025-03-22,31.82,active,
1663,1663,2024-05-15,27.27,active,
1664,1664,2025-02-08,33.14,cancelled,2025-03-25
1665,1665,2025-01-18,42.96,active,
1666,1666,2024-10-16,30.12,active,
1667,1667,2025-07-03,47.38,cancelled,2025-08-04
1668,1668,2025-05-10,46.38,active,
1669,1669,2025-01-24,32.95,active,
1670,1670,2025-06-14,39.61,active,
1671,1671,2025-07-11,38.38,cancelled,2025-09-02
1672,1672,2025-02-18,35.63,active,
1673,1673,2024-07-14,41.67,active,
1674,1674,2025-07-08,28.38,active,
1675,1675,2025-06-08,31.26,cancelled,2025-10-29
1676,1676,2025-12-19,28.64,active,
1677,1677,2024-04-19,32.35,active,
1678,1678,2024-11-02,42.94,cancelled,2025-02-20
1679,1679,2025-11-06,52.43,active,
1680,1680,2025-01-11,43.04,active,
1681,1681,2025-11-20,51.37,cancelled,2025-12-23
1682,1682,2024-01-10,43.16,cancelled,2024-03-04
1683,1683,2024-01-26,33.21,active,
1684,1684,2025-08-04,47.45,cancelled,2025-09-15
1685,1685,2024-09-19,29.23,active,
1686,1686,2025-01-15,28.13,active,
1687,1687,2024-11-08,50.91,active,
1688,1688,2024-10-25,39.44,active,
1689,1689,2025-11-17,50.47,cancelled,2025-12-18
1690,1690,2024-03-09,27.74,active,
1691,1691,2025-07-18,43.34,active,
1692,1692,2025-10-12,33.14,active,
1693,1693,2025-04-25,32.13,active,
1694,1694,2024-10-15,52.26,active,
1695,1695,2024-04-26,33.56,cancelled,2025-03-24
1696,1696,2025-05-13,43.02,active,
1697,1697,2024-12-08,45.33,active,
1698,1698,2024-04-19,49.71,active,
1699,1699,2024-09-19,28.64,active,
1700,1700,2025-12-03,29.99,active,
1701,1701,2024-07-12,52.43,active,
1702,1702,2024-05-10,38.47,cancelled,2024-11-19
1703,1703,2025-05-13,38.2,active,
1704,1704,2024-05-25,28.97,active,
1705,1705,2025-11-03,28.3,active,
1706,1706,2025-09-19,49.87,active,
1707,1707,2025-12-19,34.22,active,
1708,1708,2025-10-29,48.25,active,
1709,1709,2024-06-27,31.73,cancelled,2025-02-17
1710,1710,2024-06-04,29.4,active,
1711,1711,2024-09-07,38.87,cancelled,2024-10-13
1712,1712,2024-12-09,48.42,active,
1713,1713,2025-10-05,32.78,active,
1714,1714,2025-06-20,33.16,active,
1715,1715,2025-04-16,41.28,active,
1716,1716,2025-10-04,25.53,active,
1717,1717,2025-04-17,34.65,active,
1718,1718,2024-10-04,38.83,active,
1719,1719,2024-10-28,28.23,active,
1720,1720,2025-01-12,43.47,active,
1721,1721,2024-03-05,26.41,active,
1722,1722,2025-06-26,45.15,active,
1723,1723,2025-04-22,44.26,active,
1724,1724,2025-06-18,46.07,active,
1725,1725,2025-01-25,45.87,cancelled,2025-06-01
1726,1726,2025-07-26,38.06,active,
1727,1727,2025-11-25,32.51,active,
1728,1728,2025-02-20,35.96,cancelled,2025-04-01
1729,1729,2024-11-20,30.63,active,
1730,1730,2024-03-17,43.78,active,
1731,1731,2025-07-23,27.31,active,
1732,1732,2025-10-22,40.13,cancelled,2025-11-27
1733,1733,2025-05-26,35.91,active,
1734,1734,2025-09-24,40.84,active,
1735,1735,2025-09-21,33.97,active,
1736,1736,2025-08-06,36.63,active,
1737,1737,2025-01-02,41.11,active,
1738,1738,2024-03-13,46.83,active,
1739,1739,2024-01-03,44.38,active,
1740,1740,2024-05-29,30.28,active,
1741,1741,2024-11-11,50.39,active,
1742,1742,2025-06-27,28.88,cancelled,2025-08-15
1743,1743,2024-11-29,35.62,active,
1744,1744,2024-01-17,30.06,active,
1745,1745,2024-06-02,38.41,active,
1746,1746,2025-12-16,42.03,active,
1747,1747,2025-12-23,36.58,active,
1748,1748,2024-10-02,48.05,cancelled,2024-11-19
1749,1749,2025-08-11,38.99,active,
1750,1750,2025-06-09,30.71,active,
1751,1751,2025-11-11,39.57,active,
1752,1752,2025-10-10,45.64,active,
1753,1753,2025-04-04,35.62,cancelled,2025-06-24
1754,1754,2024-10-15,35.42,active,
1755,1755,2025-04-03,36.99,active,
1756,1756,2024-08-21,42.32,cancelled,2025-05-18
1757,1757,2024-09-11,32.81,active,
1758,1758,2025-03-20,46.39,active,
1759,1759,2025-02-21,32.12,active,
1760,1760,2025-02-28,25.74,active,
1761,1761,2024-10-08,44.67,active,
1762,1762,2024-10-26,47.76,active,
1763,1763,2024-01-08,41.39,active,
1764,1764,2025-03-15,35.4,active,
1765,1765,2025-02-24,50.63,cancelled,2025-05-16
1766,1766,2025-11-14,33.09,active,
1767,1767,2025-01-03,34.74,active,
1768,1768,2024-12-07,38.33,active,
1769,1769,2024-02-19,34.99,active,
1770,1770,2024-05-23,37.97,active,
1771,1771,2024-09-04,49.74,active,
1772,1772,2024-10-02,32.34,active,
1773,1773,2024-09-22,29.32,active,
1774,1774,2024-10-15,35.23,active,
1775,1775,2025-07-16,36.2,active,
1776,1776,2024-04-05,45.99,active,
1777,1777,2024-08-30,48.93,active,
1778,1778,2024-04-29,43.36,active,
1779,1779,2024-08-12,52.21,active,
1780,1780,2025-05-15,33.29,active,
1781,1781,2024-02-04,29.48,cancelled,2024-03-19
1782,1782,2024-09-05,32.02,active,
1783,1783,2024-01-18,46.76,active,
1784,1784,2025-11-29,29.99,active,
1785,1785,2025-06-15,29.37,cancelled,2025-08-23
1786,1786,2024-06-27,36.78,active,
1787,1787,2024-05-24,34.04,active,
1788,1788,2024-03-13,40.23,active,
1789,1789,2024-12-11,47.31,active,
1790,1790,2025-07-04,29.47,cancelled,2025-08-07
1791,1791,2025-03-03,40.45,cancelled,2025-04-28
1792,1792,2025-10-06,25.88,cancelled,2025-11-12
1793,1793,2024-09-08,28.75,active,
1794,1794,2024-07-22,32.89,active,
1795,1795,2024-12-15,42.21,active,
1796,1796,2024-05-27,41.19,active,
1797,1797,2025-12-14,44.47,active,
1798,1798,2024-05-15,44.36,active,
1799,1799,2024-12-16,29.3,cancelled,2025-02-23
1800,1800,2025-01-16,49.2,active,
1801,1801,2024-02-11,43.51,active,
1802,1802,2024-12-08,27.22,active,
1803,1803,2024-11-28,35.79,active,
1804,1804,2024-07-08,25.23,cancelled,2024-11-15
1805,1805,2024-04-03,29.27,active,
1806,1806,2024-02-03,31.76,active,
1807,1807,2024-01-07,29.28,active,
1808,1808,2024-12-17,47.05,active,
1809,1809,2024-03-06,49.17,active,
1810,1810,2025-12-02,38.66,active,
1811,1811,2024-06-27,46.95,active,
1812,1812,2025-04-21,49.7,cancelled,2025-08-12
1813,1813,2025-05-07,37.03,active,
1814,1814,2024-12-28,38.38,active,
1815,1815,2025-10-07,43.58,cancelled,2025-12-06
1816,1816,2024-03-21,48.44,active,
1817,1817,2024-06-20,43.77,active,
1818,1818,2024-07-03,29.38,active,
1819,1819,2024-04-08,45.74,active,
1820,1820,2024-08-03,32.97,active,
1821,1821,2024-08-16,31.47,active,
1822,1822,2025-07-13,41.88,active,
1823,1823,2024-08-08,44.61,cancelled,2025-02-09
1824,1824,2025-10-02,26.89,active,
1825,1825,2025-07-18,33.99,active,
1826,1826,2025-10-21,41.43,active,
1827,1827,2024-03-17,28.74,active,
1828,1828,2025-12-20,45.13,active,
1829,1829,2025-03-24,37.86,active,
1830,1830,2025-12-19,39.94,active,
1831,1831,2024-09-16,27.72,active,
1832,1832,2025-11-27,52.78,active,
1833,1833,2025-03-06,49.31,active,
1834,1834,2024-02-22,30.07,active,
1835,1835,2024-10-26,41.78,active,
1836,1836,2024-04-10,44.02,active,
1837,1837,2025-11-19,31.7,active,
1838,1838,2024-08-10,39.9,cancelled,2024-12-03
1839,1839,2024-06-11,47.41,active,
1840,1840,2025-02-08,41.33,cancelled,2025-07-01
1841,1841,2024-11-06,50.2,cancelled,2025-04-09
1842,1842,2024-03-11,28.03,active,
1843,1843,2025-08-19,45.54,active,
1844,1844,2025-09-10,50.61,cancelled,2025-10-27
1845,1845,2025-06-27,28.53,cancelled,2025-09-17
1846,1846,2025-03-26,35.64,active,
1847,1847,2024-10-21,41.25,active,
1848,1848,2025-01-31,46.18,active,
1849,1849,2025-01-15,29.0,active,
1850,1850,2024-04-30,34.69,cancelled,2024-12-12
1851,1851,2024-02-29,47.68,active,
1852,1852,2024-07-04,34.06,cancelled,2024-12-13
1853,1853,2024-11-28,44.16,cancelled,2025-01-01
1854,1854,2024-04-27,37.2,active,
1855,1855,2024-03-18,48.06,active,
1856,1856,2025-09-14,28.5,active,
1857,1857,2024-10-01,47.83,active,
1858,1858,2025-03-03,40.68,cancelled,2025-04-26
1859,1859,2025-01-18,47.39,cancelled,2025-03-17
1860,1860,2025-06-21,29.02,active,
1861,1861,2025-06-24,43.82,active,
1862,1862,2024-08-04,45.48,active,
1863,1863,2025-09-11,45.55,active,
1864,1864,2024-09-28,24.55,active,
1865,1865,2025-09-02,36.17,cancelled,2025-11-20
1866,1866,2024-10-22,29.14,active,
1867,1867,2024-03-22,29.18,active,
1868,1868,2025-07-09,44.08,active,
1869,1869,2024-01-23,49.36,active,
1870,1870,2025-07-18,43.25,active,
1871,1871,2024-02-01,27.85,active,
1872,1872,2024-05-31,33.19,active,
1873,1873,2025-03-17,34.09,active,
1874,1874,2025-11-19,29.24,active,
1875,1875,2024-10-25,46.61,active,
1876,1876,2024-03-29,30.55,active,
1877,1877,2024-06-19,29.7,active,
1878,1878,2025-10-17,44.56,cancelled,2025-11-27
1879,1879,2025-06-15,29.55,active,
1880,1880,2024-03-14,36.63,cancelled,2024-04-21
1881,1881,2024-10-08,38.17,active,
1882,1882,2024-07-12,27.55,active,
1883,1883,2024-05-09,40.7,active,
1884,1884,2025-09-10,37.86,active,
1885,1885,2025-03-27,42.47,active,
1886,1886,2024-05-11,30.66,active,
1887,1887,2025-04-20,34.09,active,
1888,1888,2024-10-29,44.47,active,
1889,1889,2024-02-14,27.11,active,
1890,1890,2024-11-24,29.13,active,
1891,1891,2024-05-15,30.45,cancelled,2025-02-09
1892,1892,2024-06-28,26.54,cancelled,2025-02-10
1893,1893,2025-10-04,27.58,cancelled,2025-11-08
1894,1894,2025-06-03,49.95,active,
1895,1895,2024-04-08,37.73,cancelled,2024-06-24
1896,1896,2025-09-14,36.99,active,
1897,1897,2025-02-23,30.78,cancelled,2025-08-12
1898,1898,2025-10-01,24.41,active,
1899,1899,2025-06-30,43.57,active,
1900,1900,2024-09-05,42.46,active,
1901,1901,2025-01-25,50.36,cancelled,2025-04-25
1902,1902,2025-01-23,24.58,cancelled,2025-03-05
1903,1903,2025-06-10,29.03,active,
1904,1904,2024-06-30,42.53,active,
1905,1905,2024-08-31,33.5,cancelled,2025-01-17
1906,1906,2024-06-27,26.07,active,
1907,1907,2024-08-04,34.58,active,
1908,1908,2024-04-27,26.32,active,
1909,1909,2024-01-27,46.29,active,
1910,1910,2025-11-18,47.24,active,
1911,1911,2024-02-24,44.74,cancelled,2024-10-01
1912,1912,2025-10-11,36.14,active,
1913,1913,2024-01-03,46.35,active,
1914,1914,2025-07-22,41.64,active,
1915,1915,2024-08-28,45.2,active,
