customer_id,region,age_group,acquisition_channel,contract_length_months,install_delay_days,tickets_60d,avg_resolution_time_hours_60d,has_upsell,monthly_fee,is_churned
1245,Andalucía,35-44,Phone,24,3,0,NULL,0,37.51,0
1246,Valencia,55+,Referral,36,2,0,NULL,0,42.78,0
1247,Andalucía,55+,Phone,24,2,0,NULL,0,32.94,0
1248,Galicia,35-44,Web,36,4,0,NULL,0,25.47,0
1249,País Vasco,25-34,Web,24,3,0,NULL,1,34.31,0
1250,Andalucía,35-44,Web,24,4,1,17.9,0,41.13,0
1251,País Vasco,45-54,Web,24,0,0,NULL,0,53.25,0
1252,Valencia,35-44,In-store,24,5,0,NULL,0,30.24,0
1253,País Vasco,55+,Referral,24,4,0,NULL,0,48.76,0
1254,Galicia,25-34,Web,36,5,0,NULL,0,36.31,0
1255,Madrid,25-34,Web,24,4,0,NULL,0,42.74,0
1256,Barcelona,55+,Partner,24,9,0,NULL,0,49.49,1
1257,Barcelona,55+,Phone,24,1,0,NULL,0,40.24,0
1258,Madrid,35-44,Web,24,4,0,NULL,1,28.77,0
1259,Barcelona,25-34,Web,36,1,0,NULL,0,33.17,0
1260,Madrid,35-44,Web,24,4,0,NULL,0,46.8,0
1261,Andalucía,35-44,Phone,36,3,0,NULL,1,37.34,1
1262,Madrid,35-44,Web,24,4,1,10.9,0,37.36,1
1263,Barcelona,25-34,Partner,24,6,0,NULL,0,42.99,0
1264,Andalucía,25-34,Web,24,6,0,NULL,1,29.21,1
1265,Barcelona,45-54,Phone,24,6,0,NULL,0,32.42,0
1266,Valencia,45-54,Phone,36,3,0,NULL,0,44.73,0
1267,País Vasco,45-54,Web,24,9,0,NULL,0,36.82,0
1268,Canarias,35-44,In-store,24,5,0,NULL,0,32.52,0
1269,Andalucía,25-34,Partner,36,3,0,NULL,0,35.93,0
1270,Madrid,25-34,In-store,36,9,0,NULL,0,49.7,0
1271,Madrid,55+,Phone,36,4,0,NULL,0,31.54,0
1272,Canarias,35-44,Phone,36,7,0,NULL,0,30.98,0
1273,Andalucía,35-44,Web,36,6,0,NULL,0,34.51,0
1274,País Vasco,35-44,Phone,36,3,0,NULL,0,28.93,0
1275,Andalucía,55+,Phone,36,3,0,NULL,1,24.91,1
1276,Madrid,35-44,Phone,24,6,0,NULL,0,27.45,1
1277,Valencia,35-44,Web,36,7,0,NULL,1,29.36,0
1278,País Vasco,55+,Web,24,5,0,NULL,0,41.03,1
1279,Galicia,25-34,Web,36,5,0,NULL,0,26.82,0
1280,Barcelona,35-44,Web,36,7,0,NULL,0,34.3,0
1281,Andalucía,35-44,Phone,24,4,0,NULL,1,44.34,0
1282,Madrid,55+,Referral,36,4,0,NULL,0,25.77,0
1283,Canarias,45-54,Web,36,5,0,NULL,0,30.18,0
1284,Barcelona,18-24,Web,24,3,0,NULL,0,51.11,0
1285,País Vasco,55+,Web,24,7,0,NULL,0,40.64,0
1286,Barcelona,45-54,Web,36,3,0,NULL,0,42.52,0
1287,Andalucía,35-44,Partner,36,5,0,NULL,0,39.55,0
1288,Andalucía,25-34,Web,24,8,0,NULL,0,48.59,0
1289,Barcelona,25-34,Referral,24,7,0,NULL,0,28.76,0
1290,País Vasco,45-54,In-store,36,9,0,NULL,1,28.45,0
1291,Galicia,35-44,Phone,24,3,0,NULL,0,43.27,0
1292,Galicia,55+,Referral,24,4,0,NULL,0,24.07,0
1293,Barcelona,25-34,Partner,24,2,0,NULL,0,40.92,0
1294,País Vasco,45-54,Referral,24,3,0,NULL,0,24.69,0
1295,Andalucía,25-34,Web,24,4,0,NULL,0,33.72,0
1296,Andalucía,45-54,Referral,36,4,0,NULL,0,39.68,1
1297,Valencia,18-24,Web,36,6,0,NULL,0,38.66,0
1298,Andalucía,35-44,Web,36,0,0,NULL,0,39.8,0
1299,Madrid,25-34,Referral,24,4,0,NULL,1,29.17,1
1300,Valencia,35-44,Web,24,4,0,NULL,0,33.37,0
1301,Madrid,25-34,Web,24,4,0,NULL,0,45.79,0
1302,Barcelona,45-54,Web,24,4,0,NULL,1,28.38,0
1303,Madrid,25-34,Web,24,4,0,NULL,0,44.39,0
1304,Barcelona,35-44,Web,24,1,0,NULL,1,38.56,0
1305,País Vasco,35-44,Phone,24,4,0,NULL,0,33.96,1
1306,Andalucía,18-24,Phone,24,2,0,NULL,0,34.25,0
1307,Madrid,18-24,In-store,36,5,0,NULL,1,48.8,0
1308,País Vasco,25-34,Web,36,2,0,NULL,0,34.5,1
1309,Galicia,35-44,In-store,36,11,0,NULL,1,27.28,0
1310,Galicia,55+,Phone,36,4,0,NULL,0,51.72,0
1311,Galicia,25-34,In-store,24,4,0,NULL,0,28.08,0
1312,Canarias,45-54,In-store,24,4,0,NULL,0,46.74,0
1313,Andalucía,45-54,Referral,24,3,0,NULL,0,26.14,0
1314,Canarias,45-54,Web,24,5,0,NULL,0,37.01,0
1315,Canarias,35-44,Phone,24,6,0,NULL,0,38.57,1
1316,Barcelona,55+,Referral,24,1,0,NULL,0,28.15,0
1317,Galicia,35-44,Partner,24,9,0,NULL,0,42.61,0
1318,País Vasco,55+,Web,24,9,0,NULL,0,32.44,0
1319,País Vasco,25-34,Partner,36,6,0,NULL,0,40.19,0
1320,Galicia,45-54,In-store,36,7,0,NULL,0,42.25,0
1321,Barcelona,55+,Web,36,4,0,NULL,0,39.25,0
1322,Valencia,55+,Partner,36,1,0,NULL,0,38.61,1
1323,Andalucía,25-34,In-store,24,2,0,NULL,1,34.14,0
1324,País Vasco,55+,Phone,24,3,0,NULL,0,26.28,0
1325,Galicia,25-34,Web,36,6,0,NULL,0,48.59,1
1326,Galicia,45-54,Phone,24,3,0,NULL,1,37.87,0
1327,País Vasco,25-34,Phone,24,3,0,NULL,0,42.5,1
1328,Canarias,45-54,Phone,24,5,0,NULL,0,35.91,0
1329,Madrid,35-44,Partner,36,7,0,NULL,0,37.65,0
1330,Canarias,18-24,Phone,36,6,0,NULL,0,27.64,0
1331,Madrid,25-34,In-store,24,7,0,NULL,0,32.83,0
1332,Andalucía,18-24,In-store,36,6,0,NULL,0,36.69,1
1333,Madrid,35-44,In-store,24,6,0,NULL,0,34.44,0
1334,Andalucía,55+,Phone,24,2,0,NULL,0,24.48,0
1335,Barcelona,45-54,Web,24,3,0,NULL,0,41.41,1
1336,Madrid,45-54,Partner,24,8,2,12.55,0,38.53,0
1337,Andalucía,45-54,Web,36,2,0,NULL,1,34.81,0
1338,País Vasco,35-44,Phone,24,5,0,NULL,0,45.58,0
1339,Madrid,35-44,Web,36,3,0,NULL,0,42.31,0
1340,Andalucía,35-44,Phone,24,2,0,NULL,1,24.35,1
1341,Madrid,25-34,Partner,36,8,0,NULL,0,47.06,1
1342,Madrid,35-44,Phone,36,3,0,NULL,0,41.41,0
1343,Madrid,45-54,Phone,36,5,0,NULL,1,38.77,0
1344,Andalucía,35-44,Web,24,4,0,NULL,0,46.64,0
1345,País Vasco,45-54,Web,36,7,0,NULL,0,27.29,0
1346,Andalucía,25-34,Phone,24,8,0,NULL,0,40.69,0
1347,País Vasco,45-54,In-store,36,1,0,NULL,0,32.88,0
1348,Andalucía,25-34,In-store,36,4,0,NULL,0,26.16,0
1349,País Vasco,55+,Referral,24,7,0,NULL,1,34.74,0
1350,Canarias,25-34,Web,24,3,0,NULL,0,33.54,0
1351,Barcelona,35-44,Web,24,8,0,NULL,0,26.52,0
1352,Madrid,35-44,Phone,24,3,0,NULL,0,39.89,0
1353,Madrid,25-34,Partner,24,2,0,NULL,0,36.97,0
1354,Andalucía,35-44,Partner,24,6,0,NULL,0,35.05,0
1355,Andalucía,25-34,In-store,24,3,0,NULL,0,24.76,0
1356,Madrid,35-44,Phone,24,3,0,NULL,1,37.65,0
1357,Galicia,55+,Phone,36,2,0,NULL,0,34.05,0
1358,Canarias,25-34,Referral,24,5,0,NULL,1,34.06,0
1359,Barcelona,35-44,Web,36,1,0,NULL,0,43.34,0
1360,Madrid,55+,In-store,24,7,0,NULL,0,51.11,0
1361,Barcelona,35-44,Partner,24,10,0,NULL,0,27.98,0
1362,Barcelona,55+,Web,24,6,0,NULL,0,36.93,1
1363,Galicia,35-44,Referral,36,10,0,NULL,0,45.72,0
1364,Andalucía,35-44,In-store,24,2,0,NULL,0,43.01,0
1365,Madrid,25-34,In-store,36,3,0,NULL,0,52.26,0
1366,Valencia,25-34,Web,24,3,0,NULL,0,43.42,0
1367,Madrid,35-44,Web,24,3,0,NULL,0,44.98,1
1368,Valencia,55+,Partner,24,1,0,NULL,0,28.99,0
1369,Valencia,25-34,Web,36,5,0,NULL,1,32.76,0
1370,Andalucía,55+,Web,24,3,0,NULL,0,40.1,0
1371,Andalucía,25-34,Phone,24,4,0,NULL,0,39.06,0
1372,Galicia,35-44,Web,24,6,0,NULL,0,43.59,0
1373,Madrid,55+,Partner,24,5,0,NULL,0,54.85,0
1374,País Vasco,55+,Phone,24,3,0,NULL,0,31.6,0
1375,Madrid,35-44,Web,36,6,0,NULL,0,36.88,0
1376,Barcelona,25-34,Phone,24,5,0,NULL,0,48.03,0
1377,Galicia,25-34,Web,24,3,0,NULL,0,44.73,0
1378,Andalucía,25-34,Web,36,3,0,NULL,0,43.53,0
1379,Madrid,45-54,Phone,24,6,0,NULL,0,42.17,0
1380,Valencia,25-34,Phone,24,6,0,NULL,0,49.36,0
1381,País Vasco,45-54,Web,36,1,0,NULL,1,35.26,0
1382,Canarias,25-34,Partner,36,2,0,NULL,0,29.53,0
1383,Andalucía,35-44,Phone,36,5,0,NULL,0,26.09,0
1384,Madrid,25-34,Phone,24,4,0,NULL,0,37.51,1
1385,Valencia,35-44,Web,36,6,0,NULL,0,47.71,0
1386,Madrid,35-44,Partner,24,8,0,NULL,0,40.28,0
1387,Madrid,55+,Phone,36,6,0,NULL,0,43.23,0
1388,Andalucía,55+,Web,36,2,0,NULL,0,32.55,0
1389,País Vasco,45-54,Partner,36,4,0,NULL,0,45.42,0
1390,Madrid,25-34,In-store,24,7,0,NULL,0,31.51,0
1391,País Vasco,55+,Web,24,4,0,NULL,0,37.95,0
1392,Andalucía,55+,Partner,36,8,0,NULL,0,29.74,0
1393,País Vasco,55+,In-store,24,2,0,NULL,1,37.85,0
1394,Barcelona,35-44,Web,24,3,0,NULL,1,35.38,0
1395,Barcelona,25-34,Referral,36,6,0,NULL,0,39.43,1
1396,Madrid,45-54,Phone,36,3,0,NULL,1,39.9,0
1397,Barcelona,35-44,Partner,24,0,0,NULL,0,51.08,0
1398,Barcelona,25-34,In-store,24,3,0,NULL,1,49.35,1
1399,Barcelona,35-44,Referral,24,5,0,NULL,1,31.33,0
1400,Madrid,35-44,Phone,24,6,0,NULL,0,31.39,0
1401,Madrid,25-34,Partner,24,7,0,NULL,0,32.32,0
1402,Galicia,45-54,Web,36,4,0,NULL,0,30.08,0
1403,País Vasco,45-54,Web,36,5,0,NULL,0,32.81,0
1404,Barcelona,35-44,In-store,24,4,0,NULL,0,50.17,0
1405,Canarias,18-24,Phone,24,5,0,NULL,0,48.84,0
1406,Barcelona,55+,In-store,36,4,0,NULL,0,33.07,0
1407,Valencia,35-44,Web,36,5,0,NULL,0,43.27,0
1408,País Vasco,35-44,Web,36,3,0,NULL,0,47.62,0
1409,Valencia,35-44,Web,24,8,0,NULL,0,35.59,0
1410,Barcelona,35-44,Phone,36,0,0,NULL,0,48.13,0
1411,Barcelona,45-54,Web,24,5,0,NULL,1,51.75,1
1412,Valencia,18-24,Web,24,5,0,NULL,0,48.76,0
1413,Andalucía,55+,Referral,36,5,0,NULL,0,41.69,0
1414,Valencia,25-34,In-store,24,2,0,NULL,0,36.42,0
1415,Valencia,55+,In-store,24,1,0,NULL,0,32.39,0
1416,Barcelona,45-54,Web,24,5,0,NULL,0,50.94,0
1417,Andalucía,18-24,Web,24,7,0,NULL,0,30.89,0
1418,Barcelona,35-44,Partner,24,4,0,NULL,0,38.87,0
1419,Galicia,25-34,Web,36,6,0,NULL,0,28.3,1
1420,País Vasco,55+,Phone,24,3,0,NULL,0,37.89,0
1421,Valencia,45-54,Referral,24,5,0,NULL,0,26.14,0
1422,País Vasco,35-44,Web,36,6,0,NULL,1,46.14,0
1423,Madrid,35-44,Referral,24,3,0,NULL,1,40.33,0
1424,Barcelona,55+,Web,36,11,0,NULL,0,37.46,1
1425,Valencia,45-54,Web,24,9,0,NULL,0,33.86,0
1426,Valencia,35-44,Web,24,3,0,NULL,0,39.05,0
1427,País Vasco,35-44,Referral,24,5,0,NULL,0,43.99,0
1428,Canarias,25-34,Partner,36,8,0,NULL,0,51.16,0
1429,Barcelona,45-54,In-store,24,4,0,NULL,0,48.32,0
1430,Barcelona,35-44,Web,36,2,0,NULL,0,37.78,0
1431,Andalucía,55+,In-store,24,8,0,NULL,1,43.52,0
1432,Barcelona,35-44,Phone,24,4,0,NULL,0,38.7,0
1433,Madrid,35-44,Phone,24,5,0,NULL,1,43.3,1
1434,Canarias,35-44,In-store,24,3,0,NULL,0,41.97,0
1435,País Vasco,45-54,In-store,24,7,0,NULL,1,36.85,0
1436,Canarias,35-44,Partner,24,3,0,NULL,0,38.5,0
1437,Barcelona,55+,Web,24,9,0,NULL,0,44.44,1
1438,Madrid,25-34,In-store,36,6,0,NULL,0,33.16,0
1439,Valencia,45-54,Web,24,8,0,NULL,0,42.75,0
1440,Canarias,55+,Referral,24,2,2,17.3,1,33.13,0
1441,Madrid,45-54,Phone,24,0,0,NULL,1,41.26,0
1442,Madrid,25-34,Web,24,4,0,NULL,1,47.47,1
1443,Madrid,45-54,Web,24,9,0,NULL,0,27.61,0
1444,País Vasco,25-34,Phone,24,3,0,NULL,0,31.51,0
1445,País Vasco,18-24,Phone,24,6,0,NULL,0,40.66,0
1446,Andalucía,45-54,In-store,36,2,0,NULL,0,28.51,1
1447,Madrid,45-54,Partner,24,2,1,8.5,0,33.42,0
1448,País Vasco,18-24,Web,24,6,0,NULL,0,45.49,0
1449,Valencia,55+,Phone,36,8,0,NULL,0,23.94,0
1450,Madrid,35-44,In-store,24,6,0,NULL,0,42.25,1
1451,Barcelona,55+,In-store,24,0,0,NULL,0,29.12,0
1452,Valencia,45-54,Phone,36,5,0,NULL,0,27.76,0
1453,Barcelona,55+,Referral,36,2,0,NULL,1,34.46,0
1454,Canarias,55+,Web,36,3,0,NULL,0,48.87,1
1455,Valencia,55+,Partner,24,9,0,NULL,0,40.33,1
1456,Barcelona,45-54,In-store,24,7,0,NULL,0,34.36,0
1457,Andalucía,25-34,Phone,36,7,1,23.2,0,37.4,0
1458,Andalucía,35-44,Web,36,5,0,NULL,0,38.96,1
1459,Madrid,45-54,Partner,24,5,0,NULL,1,42.6,0
1460,Andalucía,25-34,Web,24,12,0,NULL,0,29.37,0
1461,Barcelona,55+,Web,24,1,0,NULL,1,31.82,0
1462,Barcelona,25-34,Web,24,8,0,NULL,1,37.67,0
1463,Andalucía,55+,In-store,36,11,0,NULL,0,43.9,0
1464,Andalucía,35-44,Web,24,6,0,NULL,1,45.33,0
1465,Barcelona,55+,Phone,24,3,0,NULL,0,42.39,0
1466,Madrid,55+,Referral,24,2,0,NULL,0,44.01,1
1467,Valencia,35-44,In-store,24,5,0,NULL,0,39.65,1
1468,Barcelona,45-54,Phone,24,4,0,NULL,0,38.19,1
1469,Galicia,25-34,Phone,24,4,0,NULL,0,38.84,0
1470,Andalucía,45-54,Web,24,4,0,NULL,0,31.55,0
1471,Galicia,45-54,Phone,36,7,0,NULL,0,49.55,0
1472,Barcelona,25-34,Web,24,8,0,NULL,1,33.55,0
1473,Galicia,18-24,Web,24,7,0,NULL,0,36.83,0
1474,Madrid,35-44,Web,24,5,0,NULL,0,41.12,0
1475,Barcelona,25-34,Partner,24,1,0,NULL,0,49.62,0
1476,Madrid,45-54,Web,24,5,0,NULL,0,29.92,1
1477,Madrid,25-34,Web,24,5,0,NULL,0,48.93,0
1478,Galicia,55+,In-store,24,10,0,NULL,0,25.9,0
1479,Andalucía,55+,Web,24,2,0,NULL,0,27.56,0
1480,Andalucía,55+,Partner,36,6,0,NULL,0,46.99,1
1481,Andalucía,35-44,Phone,24,8,0,NULL,0,30.67,0
1482,Andalucía,25-34,Phone,24,2,0,NULL,1,37.89,0
1483,Andalucía,45-54,Web,24,5,0,NULL,0,36.69,0
1484,Galicia,45-54,Web,24,2,0,NULL,0,48.3,0
1485,Andalucía,55+,In-store,24,4,0,NULL,0,43.8,0
1486,País Vasco,35-44,Phone,24,2,0,NULL,1,34.55,0
1487,Barcelona,18-24,Web,24,3,0,NULL,0,46.14,0
1488,Canarias,55+,Web,24,3,0,NULL,1,29.96,0
1489,Madrid,55+,Phone,36,5,0,NULL,0,43.38,1
1490,Barcelona,25-34,Web,36,9,0,NULL,0,45.81,0
1491,Galicia,45-54,Phone,36,6,0,NULL,1,43.27,0
1492,Madrid,18-24,Phone,24,5,0,NULL,1,45.08,0
1493,Madrid,35-44,Partner,24,5,0,NULL,0,48.74,0
1494,Barcelona,35-44,In-store,24,2,0,NULL,0,44.52,0
1495,Valencia,35-44,Phone,24,4,0,NULL,1,50.97,0
1496,Canarias,25-34,In-store,24,5,0,NULL,0,28.53,1
1497,Galicia,25-34,Phone,24,2,0,NULL,1,33.44,1
1498,Valencia,35-44,Phone,24,5,0,NULL,0,43.09,0
1499,Canarias,25-34,Partner,24,4,0,NULL,0,33.93,0
1500,Andalucía,35-44,Partner,24,4,0,NULL,0,38.78,0
1501,Galicia,35-44,Web,36,6,0,NULL,0,46.56,1
1502,Barcelona,45-54,Referral,24,3,0,NULL,0,39.22,0
1503,Valencia,45-54,Referral,36,6,0,NULL,0,29.99,0
1504,Madrid,25-34,Web,24,7,0,NULL,0,32.0,0
1505,Madrid,18-24,Phone,24,7,0,NULL,1,37.31,0
1506,Andalucía,55+,In-store,24,4,0,NULL,0,31.6,0
1507,Madrid,55+,Referral,24,2,0,NULL,0,33.0,0
1508,Andalucía,55+,Phone,24,3,0,NULL,0,45.39,0
1509,Andalucía,55+,Web,24,1,0,NULL,1,30.06,0
1510,Madrid,45-54,Partner,24,6,0,NULL,0,47.88,0
1511,Valencia,55+,Web,24,5,0,NULL,0,48.76,0
1512,Andalucía,35-44,Partner,24,4,0,NULL,0,34.5,0
1513,Galicia,45-54,Phone,36,1,0,NULL,0,46.67,0
1514,Barcelona,55+,Partner,24,3,0,NULL,0,32.65,1
1515,Canarias,45-54,Web,24,7,0,NULL,0,41.88,0
1516,Galicia,35-44,Phone,24,5,0,NULL,0,50.96,0
1517,Andalucía,35-44,Partner,24,6,0,NULL,0,46.73,0
1518,Barcelona,25-34,Web,24,11,0,NULL,0,33.85,1
1519,Andalucía,35-44,Web,24,5,0,NULL,1,30.11,0
1520,País Vasco,55+,Web,36,0,0,NULL,0,32.93,0
1521,Barcelona,45-54,In-store,24,2,0,NULL,0,48.1,0
1522,Canarias,25-34,Phone,24,5,0,NULL,0,31.4,0
1523,Galicia,45-54,Partner,24,4,0,NULL,0,38.4,0
1524,Valencia,35-44,Phone,36,4,0,NULL,1,35.22,0
1525,País Vasco,35-44,In-store,36,4,0,NULL,1,33.84,1
1526,Andalucía,35-44,Phone,36,2,0,NULL,0,34.64,0
1527,País Vasco,35-44,Web,36,5,0,NULL,0,34.23,1
1528,Galicia,45-54,Web,36,7,0,NULL,0,38.38,0
1529,Madrid,45-54,Web,24,7,0,NULL,0,38.41,0
1530,Madrid,45-54,In-store,36,7,0,NULL,0,38.47,1
1531,Barcelona,35-44,Partner,24,2,0,NULL,0,40.47,0
1532,Galicia,45-54,In-store,24,4,0,NULL,0,33.02,0
1533,Barcelona,25-34,Partner,36,3,0,NULL,0,47.84,0
1534,Galicia,35-44,In-store,24,5,0,NULL,0,38.65,0
1535,Valencia,35-44,Referral,24,4,0,NULL,0,37.26,0
1536,Barcelona,45-54,Partner,24,4,0,NULL,0,36.37,0
1537,Galicia,55+,Web,24,10,0,NULL,0,23.75,0
1538,Andalucía,25-34,Web,36,4,0,NULL,0,45.84,0
1539,Barcelona,55+,Phone,24,4,0,NULL,0,47.15,0
1540,Madrid,25-34,In-store,36,5,0,NULL,0,34.66,1
1541,Madrid,35-44,Phone,24,5,0,NULL,0,37.23,0
1542,Madrid,55+,Web,36,9,0,NULL,0,34.64,0
1543,Barcelona,45-54,Partner,24,8,0,NULL,0,44.65,0
1544,Andalucía,55+,Phone,36,1,0,NULL,0,31.82,0
1545,Barcelona,45-54,Web,24,5,0,NULL,0,49.89,0
1546,Madrid,25-34,In-store,24,4,0,NULL,0,29.73,0
1547,Barcelona,55+,Phone,24,3,0,NULL,0,51.65,1
1548,Valencia,55+,Web,24,15,0,NULL,0,27.07,1
1549,Canarias,35-44,Web,24,7,0,NULL,0,30.76,0
1550,Barcelona,18-24,Phone,36,3,0,NULL,0,34.16,0
1551,Madrid,25-34,Phone,36,7,0,NULL,0,33.9,1
1552,Andalucía,55+,Web,36,1,0,NULL,0,50.59,0
1553,Galicia,55+,Partner,24,5,0,NULL,0,36.94,1
1554,País Vasco,55+,Partner,24,2,0,NULL,0,30.27,0
1555,Galicia,35-44,Web,36,3,0,NULL,1,48.9,0
1556,Canarias,18-24,Phone,36,4,0,NULL,0,30.28,1
1557,Andalucía,35-44,Phone,24,3,0,NULL,0,28.58,0
1558,Canarias,35-44,Web,36,0,0,NULL,0,25.05,0
1559,Madrid,25-34,Web,24,5,3,15.5666666666667,1,38.05,0
1560,Galicia,25-34,Web,36,10,0,NULL,0,48.41,0
1561,Galicia,25-34,Phone,36,4,0,NULL,0,25.12,0
1562,Galicia,25-34,In-store,36,13,0,NULL,0,42.55,0
1563,Valencia,45-54,Phone,24,3,0,NULL,0,32.91,0
1564,País Vasco,35-44,Referral,24,1,0,NULL,0,31.63,0
1565,Madrid,35-44,Web,24,0,0,NULL,0,44.35,0
1566,Andalucía,35-44,Partner,36,6,0,NULL,0,45.5,0
1567,Barcelona,55+,Phone,24,6,0,NULL,0,39.35,0
1568,Andalucía,45-54,In-store,36,5,0,NULL,1,30.57,0
1569,Andalucía,45-54,In-store,36,5,0,NULL,0,26.32,0
1570,Barcelona,45-54,Phone,24,6,0,NULL,0,46.08,0
1571,Barcelona,45-54,Phone,24,5,0,NULL,0,39.2,0
1572,Barcelona,45-54,Referral,36,2,0,NULL,0,36.31,0
1573,Andalucía,35-44,Referral,24,4,0,NULL,0,27.78,0
1574,Andalucía,35-44,Referral,24,3,0,NULL,0,44.49,0
1575,País Vasco,35-44,Web,24,3,0,NULL,0,27.2,0
1576,Madrid,35-44,Web,24,6,0,NULL,0,44.38,0
1577,País Vasco,25-34,Phone,36,7,0,NULL,0,42.15,0
1578,Andalucía,25-34,Partner,24,0,0,NULL,0,31.75,0
1579,Madrid,35-44,Web,24,3,0,NULL,0,38.99,0
1580,Barcelona,35-44,Web,24,4,0,NULL,0,42.72,1
1581,Valencia,35-44,Phone,24,6,0,NULL,0,42.1,0
1582,Barcelona,25-34,Web,24,1,0,NULL,0,50.27,0
1583,Madrid,25-34,Partner,36,0,0,NULL,0,44.29,0
1584,Madrid,35-44,Web,24,6,0,NULL,0,28.92,1
1585,Madrid,45-54,In-store,24,6,0,NULL,1,36.2,1
1586,Madrid,25-34,Web,36,4,0,NULL,0,42.35,0
1587,Barcelona,18-24,Phone,24,4,0,NULL,0,35.62,0
1588,País Vasco,25-34,Phone,24,10,0,NULL,0,42.27,0
1589,Andalucía,35-44,Web,24,2,0,NULL,1,29.15,1
1590,Valencia,25-34,Phone,24,4,0,NULL,0,29.75,0
1591,Andalucía,35-44,In-store,24,5,0,NULL,0,30.79,0
1592,Andalucía,35-44,Phone,36,1,0,NULL,0,44.97,0
1593,Madrid,55+,Web,36,3,0,NULL,0,43.74,0
1594,Barcelona,45-54,Partner,24,1,0,NULL,0,38.86,0
1595,Barcelona,18-24,Web,24,4,0,NULL,0,36.04,1
1596,Andalucía,35-44,Phone,24,2,0,NULL,0,47.56,0
1597,Valencia,45-54,Phone,24,4,0,NULL,0,45.64,0
1598,Barcelona,25-34,Phone,36,8,0,NULL,0,36.64,1
1599,Andalucía,55+,Web,36,8,0,NULL,0,44.29,0
1600,Canarias,35-44,Web,36,9,0,NULL,1,47.95,1
1601,Barcelona,25-34,Web,24,4,0,NULL,0,33.14,0
1602,Andalucía,25-34,Phone,36,3,0,NULL,0,32.3,0
1603,Valencia,55+,Partner,24,3,0,NULL,0,40.0,0
1604,Andalucía,55+,Partner,24,2,0,NULL,0,35.38,1
1605,País Vasco,55+,Web,36,5,0,NULL,0,43.43,0
1606,País Vasco,25-34,Web,24,3,0,NULL,0,39.24,0
1607,Madrid,45-54,Partner,36,5,0,NULL,1,31.9,0
1608,Valencia,25-34,Phone,36,2,0,NULL,0,35.95,0
1609,País Vasco,35-44,In-store,36,3,0,NULL,0,44.77,0
1610,Barcelona,45-54,Web,24,5,0,NULL,1,26.53,1
1611,Canarias,55+,Web,24,6,0,NULL,0,32.59,0
1612,Barcelona,35-44,Web,36,0,0,NULL,0,26.29,0
1613,Valencia,35-44,Partner,36,4,0,NULL,1,47.18,0
1614,Valencia,25-34,Phone,24,2,0,NULL,1,29.14,0
1615,Valencia,35-44,Web,36,6,0,NULL,1,27.89,0
1616,Galicia,18-24,Web,24,22,0,NULL,0,44.09,0
1617,Madrid,55+,Partner,24,0,0,NULL,0,32.3,0
1618,Andalucía,18-24,Web,36,10,0,NULL,0,41.58,0
1619,Andalucía,45-54,Partner,24,5,0,NULL,0,33.63,0
1620,Galicia,25-34,Web,24,1,0,NULL,0,42.51,0
1621,Andalucía,35-44,Web,36,6,0,NULL,0,30.93,0
1622,Canarias,25-34,Web,36,1,0,NULL,0,27.62,0
1623,Galicia,35-44,Referral,36,6,0,NULL,1,29.36,0
1624,Barcelona,35-44,Web,24,3,0,NULL,0,50.24,0
1625,Galicia,45-54,Web,36,1,0,NULL,0,44.82,0
1626,Canarias,55+,In-store,24,8,0,NULL,0,33.36,0
1627,Barcelona,25-34,Web,24,1,0,NULL,0,31.11,0
1628,Andalucía,35-44,Web,24,2,0,NULL,0,29.59,0
1629,Barcelona,55+,Web,36,3,0,NULL,0,31.3,0
1630,Andalucía,25-34,Partner,36,14,0,NULL,0,29.74,0
1631,Madrid,55+,Phone,36,14,0,NULL,0,47.58,0
1632,País Vasco,55+,In-store,36,4,0,NULL,0,26.91,0
1633,Valencia,55+,In-store,24,8,0,NULL,0,49.72,1
1634,Andalucía,35-44,Phone,24,5,0,NULL,0,25.39,0
1635,Madrid,45-54,Web,24,1,0,NULL,1,45.92,0
1636,Andalucía,35-44,In-store,24,19,0,NULL,1,36.19,0
1637,Valencia,35-44,In-store,24,4,0,NULL,0,27.35,0
1638,Andalucía,55+,In-store,36,3,0,NULL,0,47.03,0
1639,Barcelona,25-34,Web,36,10,0,NULL,0,34.1,1
1640,Madrid,45-54,Partner,36,5,0,NULL,0,48.63,0
1641,Valencia,35-44,Partner,24,6,0,NULL,0,45.3,0
1642,Canarias,25-34,Referral,24,6,0,NULL,1,48.04,0
1643,Barcelona,45-54,Web,24,3,0,NULL,0,45.8,0
1644,Andalucía,45-54,In-store,24,8,0,NULL,0,31.16,1
1645,Madrid,35-44,Partner,24,5,0,NULL,0,39.41,0
1646,Andalucía,55+,In-store,24,3,0,NULL,0,42.52,0
1647,Barcelona,35-44,Partner,24,2,0,NULL,0,34.98,0
1648,Valencia,55+,In-store,36,4,0,NULL,0,37.22,0
1649,Barcelona,45-54,Web,24,5,0,NULL,0,31.54,0
1650,Madrid,45-54,Web,24,14,0,NULL,0,44.14,0
1651,Barcelona,25-34,Web,24,4,0,NULL,1,33.34,1
1652,Barcelona,35-44,In-store,24,4,0,NULL,1,30.12,0
1653,Andalucía,55+,Web,24,3,0,NULL,0,47.89,0
1654,Canarias,18-24,Partner,24,7,0,NULL,1,47.53,0
