customer_id,signup_date,region,age_group,acquisition_channel,contract_length_months,subscription_id,subscription_start_date,monthly_fee,subscription_status,cancellation_date,is_churned,install_date,install_delay_days,tickets_60d,avg_resolution_time_hours_60d,has_upsell
613,2025-07-27,Canarias,18-24,Partner,36,613,2025-07-27,43.95,active,NULL,0,2025-08-07,6,0,NULL,0
614,2024-10-08,País Vasco,18-24,Web,36,614,2024-10-08,33.77,active,NULL,0,2024-10-17,4,0,NULL,0
615,2025-05-16,Madrid,25-34,Web,24,615,2025-05-16,30.57,active,NULL,0,2025-05-22,4,0,NULL,0
616,2025-04-12,Canarias,55+,Web,36,616,2025-04-12,48.9,active,NULL,0,2025-04-24,8,0,NULL,0
617,2024-07-01,Andalucía,35-44,Web,24,617,2024-07-01,43.93,active,NULL,0,2024-07-07,5,0,NULL,0
618,2024-07-13,Barcelona,55+,Web,36,618,2024-07-13,29.74,active,NULL,0,2024-08-01,15,0,NULL,0
619,2024-02-14,Barcelona,35-44,Web,24,619,2024-02-14,35.59,active,NULL,0,2024-02-17,2,0,NULL,1
620,2024-04-12,País Vasco,45-54,Partner,24,620,2024-04-12,33.51,active,NULL,0,2024-04-20,3,0,NULL,0
621,2024-11-12,Barcelona,25-34,Partner,24,621,2024-11-12,51.52,active,NULL,0,2024-11-16,2,0,NULL,0
622,2024-12-15,Andalucía,35-44,Web,24,622,2024-12-15,32.38,cancelled,2025-06-11,1,2025-01-06,18,0,NULL,1
623,2024-04-30,Andalucía,35-44,Phone,24,623,2024-04-30,27.68,active,NULL,0,2024-05-05,1,0,NULL,0
624,2024-10-31,Madrid,55+,Web,24,624,2024-10-31,45.16,cancelled,2025-01-17,1,2024-11-08,6,0,NULL,1
625,2025-03-17,Canarias,55+,Phone,24,625,2025-03-17,43.04,active,NULL,0,2025-03-27,5,0,NULL,0
626,2024-06-19,Barcelona,25-34,Phone,24,626,2024-06-19,31.39,active,NULL,0,2024-06-30,10,0,NULL,0
627,2024-09-04,Valencia,45-54,Web,24,627,2024-09-04,33.25,active,NULL,0,2024-09-15,6,0,NULL,1
628,2024-09-25,Andalucía,45-54,Web,24,628,2024-09-25,34.08,active,NULL,0,2024-10-01,3,0,NULL,1
629,2025-01-04,Andalucía,35-44,Referral,36,629,2025-01-04,30.33,active,NULL,0,2025-01-08,1,0,NULL,0
630,2024-09-24,Valencia,25-34,Phone,36,630,2024-09-24,34.0,cancelled,2024-12-15,1,2024-10-01,5,0,NULL,0
631,2025-06-22,Andalucía,45-54,Phone,24,631,2025-06-22,44.13,cancelled,2025-09-02,1,2025-06-25,2,0,NULL,0
632,2024-08-27,Galicia,45-54,Web,36,632,2024-08-27,42.43,cancelled,2025-02-16,1,2024-09-04,4,0,NULL,0
633,2024-11-13,País Vasco,25-34,Web,24,633,2024-11-13,43.87,active,NULL,0,2024-11-20,3,0,NULL,1
634,2024-10-04,Galicia,35-44,Web,24,634,2024-10-04,40.75,active,NULL,0,2024-10-11,2,0,NULL,0
635,2024-05-13,Barcelona,25-34,Referral,36,635,2024-05-13,42.08,active,NULL,0,2024-05-20,2,0,NULL,1
636,2025-05-16,Valencia,55+,Web,36,636,2025-05-16,34.47,active,NULL,0,2025-05-24,6,0,NULL,0
637,2024-06-21,Andalucía,25-34,Web,36,637,2024-06-21,40.92,cancelled,2024-11-12,1,2024-07-04,10,0,NULL,0
638,2024-08-05,Madrid,25-34,Referral,24,638,2024-08-05,28.3,active,NULL,0,2024-08-15,5,0,NULL,0
639,2025-08-02,País Vasco,25-34,Phone,36,639,2025-08-02,28.8,active,NULL,0,2025-08-08,3,0,NULL,0
640,2025-11-24,Barcelona,55+,Web,24,640,2025-11-24,28.57,active,NULL,0,2025-12-02,4,0,NULL,0
641,2025-05-05,Barcelona,45-54,Partner,24,641,2025-05-05,46.66,active,NULL,0,2025-05-12,3,0,NULL,1
642,2025-10-31,Barcelona,18-24,Phone,24,642,2025-10-31,40.36,active,NULL,0,2025-11-07,2,0,NULL,0
643,2025-09-16,Barcelona,25-34,Referral,36,643,2025-09-16,36.76,active,NULL,0,2025-09-25,7,0,NULL,1
644,2024-12-17,Barcelona,45-54,Web,24,644,2024-12-17,39.68,active,NULL,0,2024-12-24,6,0,NULL,0
645,2025-07-17,Andalucía,35-44,In-store,36,645,2025-07-17,45.27,active,NULL,0,2025-07-25,3,0,NULL,0
646,2024-08-28,Andalucía,18-24,Web,36,646,2024-08-28,28.25,active,NULL,0,2024-09-01,1,0,NULL,0
647,2024-12-02,Barcelona,55+,In-store,36,647,2024-12-02,34.76,cancelled,2025-02-17,1,2024-12-04,1,0,NULL,0
648,2025-01-26,Madrid,25-34,In-store,36,648,2025-01-26,46.26,active,NULL,0,2025-02-02,3,0,NULL,0
649,2025-12-03,Galicia,35-44,In-store,36,649,2025-12-03,40.08,active,NULL,0,2025-12-12,4,0,NULL,0
650,2025-09-12,Madrid,25-34,In-store,24,650,2025-09-12,38.94,active,NULL,0,2025-09-20,4,0,NULL,0
651,2024-12-23,Valencia,45-54,Partner,24,651,2024-12-23,31.07,active,NULL,0,2025-01-01,7,0,NULL,0
652,2025-04-22,Andalucía,45-54,Web,24,652,2025-04-22,50.54,cancelled,2025-07-20,1,2025-05-02,5,0,NULL,0
653,2024-05-27,Andalucía,35-44,Web,24,653,2024-05-27,32.63,active,NULL,0,2024-06-08,11,0,NULL,0
654,2025-08-11,Galicia,45-54,Web,24,654,2025-08-11,47.21,active,NULL,0,2025-08-23,7,0,NULL,0
655,2025-02-08,Andalucía,55+,Phone,24,655,2025-02-08,45.4,cancelled,2025-06-09,1,2025-02-13,4,0,NULL,0
656,2025-01-24,Canarias,45-54,Web,24,656,2025-01-24,46.81,active,NULL,0,2025-01-31,5,0,NULL,0
657,2025-07-14,Galicia,35-44,In-store,24,657,2025-07-14,25.19,active,NULL,0,2025-07-19,3,0,NULL,0
658,2025-04-07,Barcelona,35-44,Partner,24,658,2025-04-07,41.86,active,NULL,0,2025-04-15,5,0,NULL,0
659,2024-02-22,Barcelona,55+,Referral,36,659,2024-02-22,35.35,cancelled,2024-06-23,1,2024-03-02,8,0,NULL,0
660,2024-07-29,Barcelona,18-24,Phone,24,660,2024-07-29,33.5,active,NULL,0,2024-08-05,3,0,NULL,1
661,2024-05-09,Barcelona,18-24,In-store,36,661,2024-05-09,34.14,active,NULL,0,2024-05-12,2,0,NULL,0
662,2025-06-21,Andalucía,25-34,In-store,36,662,2025-06-21,34.27,active,NULL,0,2025-06-24,2,0,NULL,0
663,2024-01-26,Barcelona,55+,Referral,24,663,2024-01-26,34.76,active,NULL,0,2024-01-30,3,0,NULL,0
664,2024-05-27,Barcelona,25-34,In-store,36,664,2024-05-27,43.61,active,NULL,0,2024-06-04,3,0,NULL,0
665,2025-03-12,Barcelona,25-34,Web,24,665,2025-03-12,34.21,active,NULL,0,2025-03-15,2,0,NULL,0
666,2025-05-22,Andalucía,45-54,Web,36,666,2025-05-22,29.29,active,NULL,0,2025-05-30,4,0,NULL,0
667,2025-01-02,Andalucía,25-34,Referral,24,667,2025-01-02,33.46,cancelled,2025-02-03,1,2025-01-13,7,0,NULL,1
668,2025-09-21,Canarias,25-34,Partner,24,668,2025-09-21,43.7,active,NULL,0,2025-09-30,4,0,NULL,0
669,2025-11-02,Madrid,35-44,In-store,24,669,2025-11-02,26.98,cancelled,2025-12-08,1,2025-11-09,4,0,NULL,1
670,2024-04-06,Barcelona,25-34,In-store,24,670,2024-04-06,45.07,cancelled,2024-06-19,1,2024-04-16,5,0,NULL,1
671,2025-11-27,Canarias,55+,Partner,36,671,2025-11-27,35.18,active,NULL,0,2025-12-22,22,0,NULL,1
672,2025-03-25,Andalucía,25-34,In-store,36,672,2025-03-25,41.54,cancelled,2025-06-23,1,2025-04-02,7,0,NULL,0
673,2025-04-10,Andalucía,55+,Referral,36,673,2025-04-10,43.42,active,NULL,0,2025-04-19,4,0,NULL,0
674,2024-03-10,Andalucía,35-44,Referral,36,674,2024-03-10,37.61,active,NULL,0,2024-03-17,4,0,NULL,0
675,2025-03-30,Madrid,25-34,Web,36,675,2025-03-30,42.08,active,NULL,0,2025-04-02,2,0,NULL,0
676,2025-06-14,Galicia,25-34,Web,24,676,2025-06-14,46.4,active,NULL,0,2025-06-23,5,0,NULL,0
677,2025-02-28,Andalucía,35-44,Web,36,677,2025-02-28,25.88,cancelled,2025-04-17,1,2025-03-04,2,0,NULL,0
678,2024-03-02,Andalucía,25-34,Phone,24,678,2024-03-02,32.01,active,NULL,0,2024-03-09,2,0,NULL,1
679,2025-01-17,Andalucía,25-34,In-store,24,679,2025-01-17,48.62,active,NULL,0,2025-01-22,4,0,NULL,1
680,2025-11-15,Barcelona,55+,In-store,24,680,2025-11-15,48.73,active,NULL,0,2025-11-26,7,0,NULL,0
681,2025-06-12,Barcelona,35-44,Phone,36,681,2025-06-12,42.27,active,NULL,0,2025-06-22,5,0,NULL,1
682,2024-04-10,País Vasco,55+,Web,24,682,2024-04-10,32.02,active,NULL,0,2024-04-15,4,0,NULL,0
683,2025-12-02,Valencia,25-34,Phone,24,683,2025-12-02,34.23,active,NULL,0,2025-12-07,2,0,NULL,1
684,2025-12-01,Madrid,25-34,In-store,24,684,2025-12-01,48.4,active,NULL,0,2025-12-21,16,3,16.4333333333333,0
685,2024-05-03,Barcelona,35-44,Partner,24,685,2024-05-03,43.74,active,NULL,0,2024-05-12,4,0,NULL,0
686,2025-08-08,Canarias,25-34,Web,24,686,2025-08-08,31.93,active,NULL,0,2025-08-13,3,0,NULL,0
687,2024-10-24,Barcelona,25-34,Web,36,687,2024-10-24,31.27,cancelled,2025-01-09,1,2024-11-01,5,0,NULL,0
688,2025-03-09,Valencia,25-34,Phone,36,688,2025-03-09,46.65,active,NULL,0,2025-03-15,3,0,NULL,0
689,2024-11-21,Andalucía,18-24,Phone,24,689,2024-11-21,38.89,cancelled,2025-02-01,1,2024-11-25,2,0,NULL,0
690,2025-07-26,País Vasco,45-54,In-store,24,690,2025-07-26,50.35,active,NULL,0,2025-08-03,3,0,NULL,0
691,2025-12-29,Andalucía,25-34,Referral,24,691,2025-12-29,33.53,active,NULL,0,2026-01-05,3,3,26.7,0
692,2025-08-04,Galicia,55+,Web,24,692,2025-08-04,32.1,active,NULL,0,2025-08-07,2,0,NULL,0
693,2025-11-11,Madrid,25-34,Web,24,693,2025-11-11,34.51,active,NULL,0,2025-11-18,2,0,NULL,0
694,2025-11-22,Canarias,25-34,Phone,36,694,2025-11-22,38.72,active,NULL,0,2025-11-29,6,0,NULL,0
695,2024-03-06,Galicia,35-44,Web,36,695,2024-03-06,34.68,cancelled,2024-04-10,1,2024-03-16,5,0,NULL,1
696,2024-07-04,Valencia,35-44,Phone,24,696,2024-07-04,26.73,active,NULL,0,2024-07-09,2,0,NULL,1
697,2025-06-11,Andalucía,55+,Web,24,697,2025-06-11,32.98,cancelled,2025-07-21,1,2025-06-26,11,0,NULL,0
698,2025-03-07,Barcelona,55+,Web,24,698,2025-03-07,32.52,active,NULL,0,2025-03-17,5,0,NULL,0
699,2024-02-06,Valencia,18-24,In-store,24,699,2024-02-06,46.19,active,NULL,0,2024-02-14,3,0,NULL,0
700,2024-03-10,Madrid,35-44,Web,36,700,2024-03-10,31.56,cancelled,2025-02-09,1,2024-04-05,25,0,NULL,0
701,2025-01-15,Madrid,55+,In-store,36,701,2025-01-15,39.5,active,NULL,0,2025-01-23,5,0,NULL,0
702,2025-03-26,Canarias,18-24,Web,36,702,2025-03-26,44.26,active,NULL,0,2025-04-08,12,0,NULL,0
703,2024-05-02,Barcelona,35-44,Web,36,703,2024-05-02,30.45,active,NULL,0,2024-05-10,4,0,NULL,0
704,2024-05-05,Andalucía,25-34,Web,36,704,2024-05-05,36.74,active,NULL,0,2024-05-14,6,0,NULL,0
705,2024-04-04,Barcelona,35-44,Web,36,705,2024-04-04,47.39,active,NULL,0,2024-04-13,4,0,NULL,0
706,2025-02-16,Barcelona,35-44,Web,24,706,2025-02-16,39.63,cancelled,2025-05-06,1,2025-02-26,6,0,NULL,1
707,2024-01-06,Barcelona,35-44,In-store,24,707,2024-01-06,39.28,active,NULL,0,2024-01-13,4,0,NULL,0
708,2025-02-22,Barcelona,55+,Referral,24,708,2025-02-22,47.69,active,NULL,0,2025-02-23,0,0,NULL,0
709,2024-12-13,Andalucía,35-44,Web,24,709,2024-12-13,47.25,active,NULL,0,2024-12-18,3,0,NULL,0
710,2024-12-06,Canarias,55+,Web,24,710,2024-12-06,41.52,active,NULL,0,2024-12-15,4,0,NULL,0
711,2025-05-11,Valencia,45-54,Web,24,711,2025-05-11,35.94,active,NULL,0,2025-05-18,6,0,NULL,1
712,2025-01-17,Canarias,25-34,In-store,36,712,2025-01-17,40.39,active,NULL,0,2025-01-29,7,0,NULL,1
713,2025-06-15,Andalucía,35-44,Web,36,713,2025-06-15,36.67,active,NULL,0,2025-06-23,4,0,NULL,1
714,2025-07-12,Andalucía,35-44,Web,24,714,2025-07-12,31.07,active,NULL,0,2025-07-18,3,0,NULL,0
715,2025-11-03,Barcelona,55+,In-store,24,715,2025-11-03,38.56,active,NULL,0,2025-11-13,7,0,NULL,1
716,2025-08-07,Madrid,25-34,In-store,36,716,2025-08-07,47.94,cancelled,2025-10-09,1,2025-08-15,7,0,NULL,0
717,2025-01-13,Galicia,55+,Partner,24,717,2025-01-13,33.83,active,NULL,0,2025-01-18,3,0,NULL,0
718,2024-12-25,Andalucía,35-44,Web,24,718,2024-12-25,47.78,cancelled,2025-02-13,1,2024-12-29,1,0,NULL,0
719,2024-06-21,Valencia,35-44,Phone,24,719,2024-06-21,50.36,active,NULL,0,2024-06-29,5,0,NULL,0
720,2025-03-14,País Vasco,35-44,Web,24,720,2025-03-14,32.94,active,NULL,0,2025-03-21,5,0,NULL,0
721,2024-04-11,Barcelona,35-44,Partner,24,721,2024-04-11,30.92,active,NULL,0,2024-04-22,6,0,NULL,1
722,2025-11-11,País Vasco,45-54,In-store,36,722,2025-11-11,50.45,active,NULL,0,2025-11-16,2,0,NULL,0
723,2025-09-09,Barcelona,45-54,Web,36,723,2025-09-09,28.57,active,NULL,0,2025-09-16,5,0,NULL,0
724,2024-03-28,Canarias,25-34,In-store,36,724,2024-03-28,47.28,active,NULL,0,2024-04-03,2,0,NULL,0
725,2025-07-28,Barcelona,35-44,Phone,24,725,2025-07-28,28.74,active,NULL,0,2025-08-04,6,0,NULL,0
726,2024-03-26,Madrid,25-34,In-store,36,726,2024-03-26,33.03,active,NULL,0,2024-03-30,3,0,NULL,0
727,2025-06-11,Andalucía,45-54,Web,36,727,2025-06-11,28.6,active,NULL,0,2025-06-15,2,0,NULL,0
728,2024-03-05,Madrid,35-44,Web,24,728,2024-03-05,34.11,active,NULL,0,2024-03-09,3,0,NULL,0
729,2024-12-22,Canarias,25-34,Web,36,729,2024-12-22,47.18,cancelled,2025-02-02,1,2024-12-30,6,0,NULL,0
730,2025-04-25,Andalucía,45-54,Partner,24,730,2025-04-25,30.01,active,NULL,0,2025-05-01,5,0,NULL,0
731,2025-06-16,Barcelona,35-44,Web,24,731,2025-06-16,28.14,active,NULL,0,2025-06-26,6,0,NULL,0
732,2024-11-02,Madrid,35-44,Web,24,732,2024-11-02,43.63,active,NULL,0,2024-11-09,6,0,NULL,0
733,2025-11-04,Canarias,45-54,In-store,24,733,2025-11-04,49.01,active,NULL,0,2025-11-10,4,1,27.0,0
734,2025-07-20,Andalucía,45-54,In-store,24,734,2025-07-20,34.7,active,NULL,0,2025-07-26,4,0,NULL,0
735,2024-06-01,Galicia,45-54,Partner,24,735,2024-06-01,44.24,cancelled,2024-08-12,1,2024-06-07,3,0,NULL,0
736,2025-05-05,Madrid,25-34,Partner,24,736,2025-05-05,29.04,active,NULL,0,2025-05-08,0,0,NULL,0
737,2025-06-18,Canarias,25-34,Partner,36,737,2025-06-18,48.63,active,NULL,0,2025-06-26,4,0,NULL,0
738,2024-08-31,Andalucía,45-54,Partner,24,738,2024-08-31,43.17,active,NULL,0,2024-09-06,2,0,NULL,0
739,2025-06-23,Andalucía,25-34,Web,24,739,2025-06-23,45.72,cancelled,2025-08-07,1,2025-07-01,6,0,NULL,1
740,2025-10-18,Barcelona,25-34,Web,24,740,2025-10-18,40.26,active,NULL,0,2025-10-23,4,0,NULL,1
741,2025-08-20,Madrid,25-34,Phone,36,741,2025-08-20,50.32,active,NULL,0,2025-08-30,5,0,NULL,1
742,2025-07-11,Canarias,25-34,Web,24,742,2025-07-11,32.96,active,NULL,0,2025-07-16,3,0,NULL,0
743,2025-04-08,Canarias,55+,Phone,36,743,2025-04-08,44.87,active,NULL,0,2025-04-15,4,0,NULL,0
744,2024-07-16,Barcelona,25-34,Phone,24,744,2024-07-16,44.92,cancelled,2025-03-21,1,2024-07-28,7,0,NULL,0
745,2025-08-04,Canarias,25-34,Web,24,745,2025-08-04,32.74,active,NULL,0,2025-08-13,5,0,NULL,0
746,2024-09-23,Madrid,55+,In-store,24,746,2024-09-23,52.47,active,NULL,0,2024-10-01,5,0,NULL,0
747,2025-01-24,Madrid,55+,Partner,24,747,2025-01-24,46.64,active,NULL,0,2025-02-07,12,0,NULL,0
748,2024-08-17,Madrid,25-34,Phone,36,748,2024-08-17,48.64,active,NULL,0,2024-08-28,6,0,NULL,1
749,2024-08-16,Barcelona,55+,Referral,36,749,2024-08-16,36.56,active,NULL,0,2024-08-22,5,0,NULL,0
750,2024-04-25,Madrid,25-34,Web,24,750,2024-04-25,48.16,active,NULL,0,2024-04-28,0,0,NULL,0
751,2025-12-03,Barcelona,45-54,Web,36,751,2025-12-03,34.9,active,NULL,0,2025-12-08,3,0,NULL,1
752,2024-04-18,Madrid,18-24,Web,24,752,2024-04-18,52.25,active,NULL,0,2024-04-25,6,0,NULL,1
753,2024-03-04,País Vasco,35-44,Phone,24,753,2024-03-04,28.07,active,NULL,0,2024-03-08,2,0,NULL,0
754,2025-11-15,Galicia,25-34,Web,24,754,2025-11-15,39.87,active,NULL,0,2025-11-17,1,0,NULL,0
755,2025-02-09,Andalucía,45-54,In-store,24,755,2025-02-09,29.68,active,NULL,0,2025-02-14,4,0,NULL,0
756,2024-11-16,Madrid,18-24,Web,36,756,2024-11-16,44.79,active,NULL,0,2024-11-25,5,0,NULL,1
757,2025-06-23,País Vasco,35-44,Phone,24,757,2025-06-23,36.12,active,NULL,0,2025-06-30,3,0,NULL,0
758,2024-10-07,Barcelona,45-54,Phone,24,758,2024-10-07,48.45,active,NULL,0,2024-10-19,7,0,NULL,0
759,2024-04-03,País Vasco,18-24,Web,24,759,2024-04-03,48.94,active,NULL,0,2024-04-12,8,0,NULL,1
760,2025-06-17,Andalucía,55+,Partner,24,760,2025-06-17,34.06,active,NULL,0,2025-06-20,0,0,NULL,0
761,2024-05-08,Barcelona,35-44,Partner,24,761,2024-05-08,45.93,active,NULL,0,2024-05-16,4,0,NULL,0
762,2025-02-08,Madrid,25-34,In-store,36,762,2025-02-08,45.51,active,NULL,0,2025-02-11,0,0,NULL,0
763,2025-11-24,Galicia,25-34,Partner,24,763,2025-11-24,34.64,active,NULL,0,2025-11-30,5,0,NULL,0
764,2025-11-15,Canarias,25-34,Phone,24,764,2025-11-15,32.64,cancelled,2025-12-21,1,2025-11-21,3,0,NULL,0
765,2024-09-20,Andalucía,25-34,Phone,24,765,2024-09-20,31.68,active,NULL,0,2024-09-24,3,0,NULL,0
766,2025-07-24,Canarias,35-44,Partner,24,766,2025-07-24,28.94,active,NULL,0,2025-07-31,6,0,NULL,0
767,2025-03-23,Canarias,45-54,Web,24,767,2025-03-23,37.42,cancelled,2025-09-23,1,2025-03-30,3,0,NULL,0
768,2024-12-16,Madrid,35-44,Phone,36,768,2024-12-16,37.25,active,NULL,0,2024-12-18,1,0,NULL,0
769,2024-04-12,País Vasco,35-44,Web,36,769,2024-04-12,37.64,active,NULL,0,2024-04-14,0,0,NULL,0
770,2024-10-02,Barcelona,45-54,Partner,24,770,2024-10-02,52.26,active,NULL,0,2024-10-14,7,0,NULL,0
771,2025-04-21,Valencia,25-34,Web,36,771,2025-04-21,26.36,active,NULL,0,2025-05-02,6,0,NULL,1
772,2025-12-22,Madrid,45-54,Referral,24,772,2025-12-22,48.22,active,NULL,0,2025-12-26,3,0,NULL,0
773,2024-01-04,Canarias,55+,Web,36,773,2024-01-04,44.7,active,NULL,0,2024-01-08,1,0,NULL,0
774,2025-06-08,País Vasco,25-34,Phone,36,774,2025-06-08,44.88,cancelled,2025-09-19,1,2025-06-16,6,0,NULL,0
775,2025-09-10,Barcelona,35-44,Web,36,775,2025-09-10,38.2,active,NULL,0,2025-09-24,10,0,NULL,1
776,2025-11-26,Barcelona,55+,Web,36,776,2025-11-26,30.32,active,NULL,0,2025-12-04,4,0,NULL,1
777,2024-11-05,Valencia,35-44,Web,24,777,2024-11-05,47.36,active,NULL,0,2024-11-08,2,0,NULL,0
778,2024-03-27,País Vasco,55+,Partner,24,778,2024-03-27,46.22,active,NULL,0,2024-04-05,6,0,NULL,0
779,2024-07-17,Canarias,25-34,Web,24,779,2024-07-17,46.67,active,NULL,0,2024-07-21,2,0,NULL,1
780,2025-09-13,Barcelona,35-44,Web,24,780,2025-09-13,30.61,active,NULL,0,2025-09-26,8,0,NULL,0
781,2025-10-03,Valencia,25-34,Web,36,781,2025-10-03,37.27,active,NULL,0,2025-10-05,0,0,NULL,0
782,2025-04-10,Andalucía,18-24,Web,24,782,2025-04-10,34.34,active,NULL,0,2025-04-14,3,0,NULL,0
783,2024-03-30,Barcelona,55+,Referral,24,783,2024-03-30,40.67,active,NULL,0,2024-04-04,1,0,NULL,0
784,2024-03-30,Valencia,25-34,Phone,24,784,2024-03-30,44.94,active,NULL,0,2024-04-11,7,0,NULL,0
785,2024-12-15,Madrid,55+,In-store,24,785,2024-12-15,30.47,active,NULL,0,2024-12-22,2,0,NULL,0
786,2025-03-06,Madrid,45-54,Phone,36,786,2025-03-06,33.17,active,NULL,0,2025-03-14,7,0,NULL,0
787,2024-01-24,Valencia,55+,Phone,36,787,2024-01-24,26.0,active,NULL,0,2024-02-01,4,0,NULL,0
788,2025-05-16,Galicia,55+,In-store,24,788,2025-05-16,30.54,active,NULL,0,2025-05-22,4,0,NULL,1
789,2025-02-02,Barcelona,35-44,Web,24,789,2025-02-02,33.03,active,NULL,0,2025-02-08,5,0,NULL,0
790,2024-01-09,Barcelona,55+,In-store,24,790,2024-01-09,27.75,active,NULL,0,2024-01-16,4,0,NULL,0
791,2024-03-10,País Vasco,45-54,Phone,24,791,2024-03-10,37.81,cancelled,2024-05-21,1,2024-03-18,3,0,NULL,0
792,2024-11-28,Canarias,35-44,Web,36,792,2024-11-28,42.1,active,NULL,0,2024-12-17,14,0,NULL,0
793,2025-06-12,Valencia,45-54,Referral,24,793,2025-06-12,44.93,active,NULL,0,2025-06-21,5,0,NULL,0
794,2025-08-26,Madrid,25-34,Web,24,794,2025-08-26,35.47,active,NULL,0,2025-08-30,1,0,NULL,0
795,2024-11-11,Andalucía,18-24,Referral,24,795,2024-11-11,26.56,active,NULL,0,2024-11-21,7,0,NULL,0
796,2024-08-03,Valencia,25-34,Referral,36,796,2024-08-03,44.51,active,NULL,0,2024-08-09,4,0,NULL,1
797,2025-12-08,Andalucía,35-44,Web,36,797,2025-12-08,33.14,active,NULL,0,2025-12-12,3,0,NULL,0
798,2024-12-01,Barcelona,25-34,Web,24,798,2024-12-01,32.43,cancelled,2025-06-02,1,2024-12-09,5,0,NULL,0
799,2024-08-18,Madrid,35-44,In-store,24,799,2024-08-18,39.61,active,NULL,0,2024-08-22,3,0,NULL,1
800,2024-11-19,Barcelona,45-54,Web,24,800,2024-11-19,51.35,cancelled,2025-02-08,1,2024-11-25,5,0,NULL,1
801,2024-01-09,Andalucía,45-54,Partner,36,801,2024-01-09,35.74,active,NULL,0,2024-01-15,2,0,NULL,0
802,2024-08-08,Barcelona,55+,Web,24,802,2024-08-08,50.58,active,NULL,0,2024-08-18,5,0,NULL,0
803,2025-01-11,Barcelona,55+,Web,24,803,2025-01-11,32.07,active,NULL,0,2025-01-19,4,0,NULL,0
804,2025-11-02,Valencia,55+,Phone,36,804,2025-11-02,27.82,cancelled,2025-12-09,1,2025-11-11,4,0,NULL,0
805,2025-06-23,País Vasco,45-54,In-store,36,805,2025-06-23,29.2,active,NULL,0,2025-07-03,7,0,NULL,0
806,2025-07-25,Madrid,25-34,Partner,24,806,2025-07-25,48.26,active,NULL,0,2025-07-31,2,0,NULL,0
807,2025-02-02,Andalucía,55+,Partner,24,807,2025-02-02,38.4,cancelled,2025-05-09,1,2025-02-08,4,0,NULL,0
808,2024-03-21,Andalucía,25-34,Web,24,808,2024-03-21,38.72,cancelled,2024-07-04,1,2024-03-25,1,0,NULL,0
809,2024-10-12,Barcelona,25-34,Phone,24,809,2024-10-12,51.38,cancelled,2025-01-15,1,2024-10-24,11,0,NULL,0
810,2025-12-29,Canarias,25-34,Web,24,810,2025-12-29,37.53,active,NULL,0,2026-01-12,10,0,NULL,1
811,2024-02-02,Galicia,35-44,Web,36,811,2024-02-02,26.82,active,NULL,0,2024-02-09,4,0,NULL,0
812,2025-10-04,Barcelona,45-54,Web,36,812,2025-10-04,43.28,active,NULL,0,2025-10-11,4,0,NULL,0
813,2025-05-15,Madrid,18-24,Phone,24,813,2025-05-15,32.92,active,NULL,0,2025-05-23,3,0,NULL,0
814,2024-07-26,Barcelona,45-54,Web,24,814,2024-07-26,40.56,cancelled,2025-03-15,1,2024-08-05,9,0,NULL,0
815,2025-07-22,Madrid,25-34,Web,24,815,2025-07-22,48.16,cancelled,2025-10-09,1,2025-07-29,4,0,NULL,0
816,2025-09-03,Andalucía,25-34,Partner,24,816,2025-09-03,39.02,active,NULL,0,2025-09-10,5,0,NULL,1
817,2024-02-01,Galicia,25-34,Web,36,817,2024-02-01,32.36,active,NULL,0,2024-02-11,6,0,NULL,0
818,2024-03-18,Galicia,25-34,Referral,24,818,2024-03-18,37.1,cancelled,2025-03-24,1,2024-03-28,6,0,NULL,0
819,2025-05-01,Barcelona,45-54,Web,24,819,2025-05-01,29.4,active,NULL,0,2025-05-09,4,0,NULL,0
820,2025-12-31,Valencia,18-24,Web,24,820,2025-12-31,35.01,active,NULL,0,2026-01-10,5,1,29.7,1
821,2024-01-18,Madrid,25-34,In-store,24,821,2024-01-18,39.93,active,NULL,0,2024-01-26,6,0,NULL,0
822,2025-05-01,Andalucía,18-24,Phone,24,822,2025-05-01,31.3,active,NULL,0,2025-05-07,4,0,NULL,0
823,2024-04-09,Madrid,45-54,In-store,36,823,2024-04-09,29.48,active,NULL,0,2024-04-14,3,0,NULL,0
824,2025-04-20,Canarias,55+,Phone,36,824,2025-04-20,40.29,cancelled,2025-06-16,1,2025-04-26,1,0,NULL,1
825,2025-03-31,Galicia,45-54,Web,24,825,2025-03-31,33.48,active,NULL,0,2025-04-06,3,0,NULL,0
826,2024-03-07,Barcelona,35-44,Partner,36,826,2024-03-07,36.57,cancelled,2024-04-09,1,2024-03-16,5,0,NULL,0
827,2025-05-12,Andalucía,55+,Phone,24,827,2025-05-12,49.81,active,NULL,0,2025-05-16,2,0,NULL,0
828,2025-10-17,Andalucía,25-34,Phone,36,828,2025-10-17,28.48,active,NULL,0,2025-10-29,7,0,NULL,0
829,2025-09-23,País Vasco,18-24,Web,24,829,2025-09-23,31.34,active,NULL,0,2025-10-02,6,0,NULL,0
830,2024-01-22,Valencia,35-44,Web,24,830,2024-01-22,45.55,active,NULL,0,2024-01-27,0,0,NULL,1
831,2024-06-28,Madrid,25-34,Web,36,831,2024-06-28,32.27,cancelled,2025-05-23,1,2024-07-05,4,0,NULL,0
832,2024-06-25,Andalucía,35-44,In-store,24,832,2024-06-25,47.79,active,NULL,0,2024-06-28,2,0,NULL,0
