ticket_id,customer_id,created_date,issue_type,resolved_flag,resolution_time_hours
581,1209,2024-09-25,False Alarm,True,17.2
582,1213,2025-01-14,Connectivity,True,10.8
583,1214,2025-10-04,Sensor Issue,False,16.7
584,1216,2024-04-10,False Alarm,True,8.3
585,1216,2024-04-05,Installation Follow-up,True,6.5
586,1217,2025-01-28,Connectivity,True,21.2
587,1217,2025-02-18,Installation Follow-up,True,24.5
588,1219,2025-09-28,App/Login,True,3.3
589,1222,2025-04-06,Installation Follow-up,False,24.2
590,1227,2024-03-21,False Alarm,True,12.6
591,1227,2024-04-15,Billing,True,17.9
592,1230,2024-08-20,App/Login,True,18.8
593,1230,2024-09-23,False Alarm,False,28.8
594,1233,2026-01-30,Billing,True,15.1
595,1235,2025-06-07,App/Login,True,17.8
596,1236,2024-10-19,Sensor Issue,True,10.9
597,1236,2024-09-17,App/Login,True,17.3
598,1250,2025-12-17,App/Login,True,32.6
599,1250,2026-01-16,Installation Follow-up,True,17.9
600,1251,2024-07-29,Billing,True,5.5
601,1252,2024-11-30,False Alarm,True,28.5
602,1254,2025-08-11,App/Login,False,31.4
603,1255,2025-05-14,Installation Follow-up,True,1.6
604,1255,2025-06-15,Sensor Issue,True,16.4
605,1255,2025-04-29,False Alarm,True,23.3
606,1259,2025-03-14,False Alarm,True,10.9
607,1259,2025-01-30,App/Login,True,29.2
608,1260,2025-10-01,App/Login,True,8.0
609,1261,2024-08-13,App/Login,True,18.9
610,1261,2024-07-27,Installation Follow-up,True,3.0
611,1262,2025-12-31,Sensor Issue,True,10.9
612,1267,2024-03-10,Installation Follow-up,True,34.6
613,1269,2025-11-30,Installation Follow-up,True,30.9
614,1270,2024-03-20,Connectivity,True,9.3
615,1271,2024-10-02,Sensor Issue,True,19.0
616,1276,2025-06-29,App/Login,True,22.5
617,1276,2025-07-09,Sensor Issue,True,9.9
618,1278,2025-08-21,Installation Follow-up,True,16.9
619,1278,2025-08-22,Sensor Issue,True,14.5
620,1279,2024-02-26,Sensor Issue,True,27.6
621,1279,2024-02-03,Sensor Issue,True,5.8
622,1280,2025-10-07,App/Login,True,1.0
623,1280,2025-11-13,App/Login,True,26.7
624,1281,2025-07-19,App/Login,True,22.8
625,1289,2024-04-12,Billing,True,21.4
626,1296,2025-01-27,Billing,False,29.0
627,1300,2024-03-01,Installation Follow-up,True,16.9
628,1302,2024-12-13,Installation Follow-up,True,8.3
629,1302,2024-10-28,App/Login,True,3.3
630,1303,2025-07-08,App/Login,True,15.1
631,1303,2025-07-01,App/Login,True,21.3
632,1303,2025-05-29,Sensor Issue,True,9.7
633,1308,2024-07-06,App/Login,True,17.3
634,1312,2024-10-20,False Alarm,True,1.0
635,1315,2025-11-12,Sensor Issue,True,16.8
636,1316,2024-09-05,App/Login,True,11.7
637,1319,2024-12-21,Billing,False,5.6
638,1319,2024-12-13,Installation Follow-up,True,13.9
639,1319,2024-12-14,App/Login,True,6.8
640,1320,2024-12-02,False Alarm,True,21.3
641,1325,2025-10-07,Installation Follow-up,True,10.2
642,1326,2024-06-02,Sensor Issue,True,7.2
643,1333,2024-11-18,App/Login,False,16.8
644,1333,2024-12-18,Installation Follow-up,True,4.7
645,1333,2025-01-05,False Alarm,True,38.0
646,1333,2024-11-19,Connectivity,True,12.8
647,1335,2025-03-06,Sensor Issue,True,5.1
648,1336,2026-02-12,App/Login,True,11.0
649,1336,2025-12-31,App/Login,True,14.1
650,1337,2025-05-18,Sensor Issue,True,23.3
651,1348,2025-07-20,False Alarm,True,26.3
652,1350,2025-04-19,Installation Follow-up,True,31.3
653,1361,2024-03-15,App/Login,True,30.2
654,1368,2024-12-14,Sensor Issue,True,40.9
655,1368,2024-12-21,False Alarm,True,16.6
656,1371,2025-11-01,Sensor Issue,True,8.9
657,1378,2025-09-01,Connectivity,True,8.0
658,1378,2025-07-04,Installation Follow-up,True,18.2
659,1378,2025-08-14,Billing,True,5.8
660,1382,2024-09-22,False Alarm,True,11.3
661,1387,2025-03-17,Connectivity,True,27.4
662,1387,2025-03-24,Installation Follow-up,True,28.1
663,1394,2025-07-01,Sensor Issue,True,23.7
664,1394,2025-08-25,Billing,True,16.5
665,1395,2024-07-17,Installation Follow-up,True,15.4
666,1395,2024-06-14,App/Login,True,13.9
667,1395,2024-06-07,Sensor Issue,True,8.8
668,1395,2024-08-04,App/Login,True,29.0
669,1401,2025-10-02,Sensor Issue,True,4.7
670,1407,2024-10-30,Connectivity,True,2.9
671,1410,2024-09-01,Sensor Issue,True,13.5
672,1410,2024-08-04,Connectivity,True,17.2
673,1410,2024-09-18,Sensor Issue,True,19.6
674,1410,2024-08-13,Connectivity,False,15.4
675,1411,2024-03-08,Installation Follow-up,True,17.1
676,1411,2024-03-14,Connectivity,True,27.6
677,1411,2024-03-28,Installation Follow-up,True,19.7
678,1412,2025-02-16,Installation Follow-up,True,26.4
679,1419,2025-09-22,Installation Follow-up,True,29.8
680,1419,2025-10-18,False Alarm,True,18.7
681,1425,2024-08-31,Installation Follow-up,True,13.0
682,1425,2024-08-07,False Alarm,True,12.7
683,1427,2025-05-06,Installation Follow-up,True,2.8
684,1434,2025-03-29,Sensor Issue,True,48.8
685,1434,2025-03-24,False Alarm,True,14.3
686,1434,2025-02-23,App/Login,True,11.7
687,1434,2025-02-18,Sensor Issue,True,37.2
688,1435,2024-10-01,False Alarm,True,16.3
689,1439,2024-09-20,Installation Follow-up,False,36.2
690,1440,2026-01-15,App/Login,True,23.6
691,1440,2026-01-14,False Alarm,True,11.0
692,1442,2025-01-10,Installation Follow-up,True,8.2
693,1447,2026-01-12,Sensor Issue,True,8.5
694,1450,2024-05-12,Sensor Issue,True,20.7
695,1456,2024-03-07,False Alarm,True,24.2
696,1456,2024-03-11,App/Login,True,10.4
697,1456,2024-03-30,Sensor Issue,True,3.6
698,1457,2025-12-25,Installation Follow-up,True,23.2
699,1458,2025-01-09,App/Login,True,30.5
700,1458,2024-12-17,Installation Follow-up,True,24.5
701,1460,2025-01-14,False Alarm,True,30.2
702,1460,2025-02-28,Installation Follow-up,True,13.1
703,1460,2025-02-23,Installation Follow-up,True,3.0
704,1465,2025-10-16,Connectivity,True,11.5
705,1465,2025-10-15,Sensor Issue,True,10.6
706,1465,2025-10-21,Connectivity,True,23.9
707,1465,2025-10-29,Installation Follow-up,True,17.2
708,1466,2024-05-07,Sensor Issue,True,27.6
709,1466,2024-03-24,Billing,True,14.6
710,1472,2025-07-03,Installation Follow-up,True,27.6
711,1487,2024-05-21,Connectivity,True,18.7
712,1489,2024-05-13,Sensor Issue,True,16.2
713,1494,2024-09-06,App/Login,True,1.0
714,1496,2024-11-20,Installation Follow-up,True,17.2
715,1496,2024-11-17,Connectivity,False,6.1
716,1496,2024-12-25,Connectivity,True,8.2
717,1496,2025-01-10,Installation Follow-up,True,34.4
718,1499,2025-02-03,Installation Follow-up,True,29.0
719,1499,2025-01-22,Installation Follow-up,True,19.5
720,1500,2025-11-05,App/Login,True,12.8
721,1505,2025-04-24,False Alarm,True,29.5
722,1505,2025-04-27,Connectivity,True,9.4
723,1506,2024-07-20,App/Login,True,15.0
724,1506,2024-07-07,Connectivity,True,1.0
725,1510,2025-06-17,Sensor Issue,True,26.3
726,1511,2024-10-26,Sensor Issue,True,19.9
727,1511,2024-10-18,Sensor Issue,True,18.0
728,1512,2024-07-08,Billing,True,12.9
729,1513,2025-08-24,App/Login,True,29.0
730,1514,2024-09-05,Sensor Issue,True,13.4
731,1518,2024-03-27,False Alarm,True,11.4
732,1518,2024-02-19,False Alarm,True,25.2
733,1519,2025-01-05,Installation Follow-up,True,3.3
734,1525,2025-04-12,Connectivity,True,33.1
735,1525,2025-05-05,Installation Follow-up,True,1.0
736,1526,2024-03-16,Installation Follow-up,True,15.1
737,1527,2024-09-29,App/Login,True,26.7
738,1529,2024-03-02,App/Login,True,13.5
739,1532,2024-02-24,Installation Follow-up,True,22.2
740,1532,2024-01-17,Sensor Issue,True,17.0
741,1537,2024-05-24,Installation Follow-up,True,24.6
742,1537,2024-04-26,Billing,False,1.0
743,1540,2025-05-08,Connectivity,True,14.2
744,1540,2025-04-20,Connectivity,True,18.0
745,1540,2025-05-13,Sensor Issue,True,24.5
746,1550,2024-01-12,Connectivity,False,23.6
747,1552,2025-11-11,Sensor Issue,True,17.5
748,1552,2025-10-25,Installation Follow-up,True,10.5
749,1552,2025-09-24,Sensor Issue,True,1.0
750,1553,2025-02-06,Billing,True,27.1
751,1555,2025-01-03,False Alarm,True,13.7
752,1558,2025-07-28,Connectivity,True,22.7
753,1558,2025-08-24,Sensor Issue,True,25.9
754,1559,2026-01-30,Installation Follow-up,True,2.7
755,1559,2026-01-24,False Alarm,True,11.8
756,1559,2026-01-22,Billing,True,32.2
757,1561,2024-09-23,Installation Follow-up,True,33.2
758,1565,2025-03-08,False Alarm,True,15.8
759,1577,2025-02-19,False Alarm,True,22.8
760,1582,2024-06-17,Sensor Issue,True,30.6
761,1582,2024-07-24,False Alarm,True,29.7
762,1582,2024-06-12,Billing,True,3.2
763,1584,2024-12-17,Sensor Issue,True,31.3
764,1584,2024-12-01,Billing,True,25.9
765,1584,2024-11-25,App/Login,True,19.3
766,1586,2024-09-08,Installation Follow-up,True,13.9
767,1587,2025-09-02,Sensor Issue,True,19.5
768,1587,2025-09-19,Sensor Issue,True,26.9
769,1591,2025-07-19,Billing,True,13.9
770,1591,2025-07-08,Installation Follow-up,True,12.1
771,1591,2025-07-01,Sensor Issue,True,21.2
772,1591,2025-08-06,Installation Follow-up,True,19.5
773,1592,2024-09-26,App/Login,True,24.7
774,1592,2024-10-20,Connectivity,False,24.3
775,1595,2025-06-17,False Alarm,False,21.9
776,1598,2025-06-18,False Alarm,True,12.4
777,1599,2025-10-06,Billing,True,17.4
778,1599,2025-10-15,Installation Follow-up,False,20.3
779,1600,2025-07-13,Connectivity,True,29.4
780,1600,2025-06-23,Installation Follow-up,True,24.7
781,1600,2025-06-10,Connectivity,True,22.8
782,1600,2025-06-19,Connectivity,True,1.0
783,1603,2025-09-06,Billing,True,18.7
784,1610,2024-05-10,Sensor Issue,True,18.4
785,1613,2025-05-12,Billing,True,21.5
786,1613,2025-06-27,Installation Follow-up,True,18.4
787,1613,2025-05-10,Installation Follow-up,True,9.9
788,1618,2025-02-19,App/Login,True,21.8
789,1618,2025-02-12,App/Login,True,27.8
790,1623,2025-12-08,Sensor Issue,False,29.7
791,1630,2024-04-14,False Alarm,True,39.1
792,1630,2024-04-23,False Alarm,True,29.7
793,1630,2024-04-19,Sensor Issue,True,8.2
794,1631,2025-04-07,Installation Follow-up,False,10.7
795,1631,2025-04-20,Sensor Issue,True,29.8
796,1631,2025-03-01,Installation Follow-up,True,17.1
797,1631,2025-04-07,Sensor Issue,True,37.4
798,1632,2025-11-23,Billing,True,26.4
799,1634,2025-11-29,App/Login,True,30.4
800,1637,2024-05-18,False Alarm,True,15.8
801,1637,2024-06-09,App/Login,True,1.0
802,1639,2024-06-15,Connectivity,True,5.1
803,1645,2024-05-02,Billing,True,12.8
804,1646,2024-08-17,Billing,True,20.2
805,1648,2025-05-07,Connectivity,True,12.5
806,1651,2024-07-12,False Alarm,True,22.8
807,1651,2024-05-23,Installation Follow-up,True,24.5
808,1651,2024-06-27,False Alarm,True,14.8
809,1651,2024-07-14,Connectivity,True,17.3
810,1657,2025-09-22,App/Login,True,21.1
811,1668,2025-05-22,False Alarm,False,43.3
812,1669,2025-03-14,Installation Follow-up,True,14.5
813,1671,2025-08-28,False Alarm,True,21.5
814,1671,2025-08-07,Sensor Issue,True,37.2
815,1673,2024-09-02,False Alarm,True,22.2
816,1675,2025-07-08,False Alarm,True,6.9
817,1675,2025-06-30,False Alarm,True,21.1
818,1687,2024-12-31,Installation Follow-up,True,15.5
819,1692,2025-12-07,Installation Follow-up,True,9.3
820,1694,2024-12-03,Sensor Issue,True,30.7
821,1694,2024-11-14,False Alarm,True,27.5
822,1694,2024-11-30,Billing,True,16.6
823,1702,2024-06-15,False Alarm,True,1.0
824,1702,2024-06-14,Connectivity,True,11.7
825,1702,2024-05-22,Sensor Issue,True,25.9
826,1703,2025-06-07,Sensor Issue,True,3.4
827,1704,2024-07-08,Billing,True,1.0
828,1704,2024-06-20,Connectivity,True,26.8
829,1704,2024-07-10,Sensor Issue,True,16.1
830,1708,2025-12-07,App/Login,True,34.9
831,1712,2025-01-08,Billing,True,35.4
832,1714,2025-07-28,False Alarm,True,10.8
833,1714,2025-06-20,Connectivity,True,30.7
834,1714,2025-06-27,False Alarm,True,16.0
835,1716,2025-11-10,Installation Follow-up,True,12.0
836,1716,2025-11-14,Connectivity,True,33.1
837,1716,2025-11-22,Connectivity,False,38.4
838,1725,2025-03-06,Sensor Issue,True,21.1
839,1728,2025-02-27,False Alarm,True,11.4
840,1728,2025-03-20,Sensor Issue,True,13.0
841,1733,2025-07-03,False Alarm,True,4.9
842,1734,2025-10-28,App/Login,True,10.2
843,1734,2025-10-04,False Alarm,True,26.4
844,1734,2025-11-09,Connectivity,True,17.9
845,1734,2025-10-09,Billing,True,18.5
846,1743,2025-01-14,Connectivity,True,5.1
847,1744,2024-02-24,False Alarm,True,30.3
848,1744,2024-01-31,Installation Follow-up,True,8.7
849,1744,2024-02-13,App/Login,True,28.1
850,1748,2024-10-26,False Alarm,True,31.2
851,1748,2024-10-29,Connectivity,True,13.0
852,1756,2024-10-19,Sensor Issue,True,28.1
853,1764,2025-05-06,Installation Follow-up,True,15.0
854,1767,2025-01-16,App/Login,True,17.4
855,1767,2025-02-07,App/Login,True,23.6
856,1767,2025-01-10,False Alarm,True,18.9
857,1768,2025-01-16,App/Login,True,15.1
858,1771,2024-11-03,Installation Follow-up,True,18.3
859,1771,2024-09-21,App/Login,True,24.3
860,1779,2024-08-22,Connectivity,True,17.7
861,1780,2025-07-13,App/Login,True,8.6
862,1781,2024-02-24,Connectivity,True,10.7
863,1783,2024-02-12,App/Login,True,40.0
864,1786,2024-07-30,App/Login,True,34.5
865,1790,2025-08-30,False Alarm,False,6.2
866,1790,2025-08-10,App/Login,True,12.3
867,1790,2025-07-20,Sensor Issue,False,15.5
868,1794,2024-08-14,False Alarm,True,22.1
869,1794,2024-09-09,Billing,True,14.3
870,1809,2024-03-21,Connectivity,True,12.4
871,1810,2026-01-10,Installation Follow-up,True,26.8
872,1810,2025-12-24,Sensor Issue,True,25.7
873,1810,2026-01-03,False Alarm,False,24.2
874,1815,2025-11-08,App/Login,True,20.1
875,1815,2025-10-27,Sensor Issue,True,12.8
876,1815,2025-11-23,Sensor Issue,True,32.9
877,1817,2024-06-21,Sensor Issue,True,36.1
878,1818,2024-08-14,Connectivity,True,13.0
879,1821,2024-08-26,App/Login,True,18.2
880,1822,2025-08-25,App/Login,False,22.4
881,1823,2024-08-20,False Alarm,True,28.7
882,1823,2024-08-13,Connectivity,True,21.7
883,1823,2024-09-25,Billing,True,28.3
884,1823,2024-10-03,False Alarm,True,12.1
885,1825,2025-08-30,Sensor Issue,True,20.3
886,1826,2025-12-03,App/Login,True,25.5
887,1829,2025-04-14,Billing,True,6.2
888,1829,2025-05-08,Sensor Issue,True,24.6
889,1832,2026-01-14,Sensor Issue,True,22.6
890,1833,2025-05-05,Connectivity,True,15.1
891,1833,2025-04-11,False Alarm,True,18.9
892,1833,2025-04-25,Sensor Issue,True,10.0
893,1834,2024-02-28,Connectivity,True,13.1
894,1834,2024-03-05,App/Login,True,21.7
895,1834,2024-03-24,Installation Follow-up,True,4.9
896,1840,2025-03-28,False Alarm,True,18.7
897,1844,2025-10-05,App/Login,True,44.7
898,1844,2025-10-02,False Alarm,True,4.9
899,1844,2025-09-19,Sensor Issue,True,21.6
900,1844,2025-11-01,Installation Follow-up,True,15.2
901,1847,2024-11-11,False Alarm,True,2.1
902,1854,2024-06-19,App/Login,True,25.5
903,1854,2024-06-14,Installation Follow-up,False,26.0
904,1854,2024-05-13,False Alarm,True,24.1
905,1856,2025-09-19,Sensor Issue,True,27.5
906,1859,2025-02-16,Sensor Issue,True,20.6
907,1859,2025-01-20,False Alarm,False,28.4
908,1859,2025-03-18,Installation Follow-up,True,12.1
909,1864,2024-11-18,Sensor Issue,True,20.1
910,1866,2024-12-12,Billing,True,2.2
911,1874,2025-12-08,Installation Follow-up,False,1.0
912,1879,2025-08-04,Sensor Issue,True,9.4
913,1881,2024-11-13,False Alarm,False,17.0
914,1885,2025-04-05,App/Login,True,10.7
915,1885,2025-04-24,Sensor Issue,True,1.0
916,1886,2024-06-25,Installation Follow-up,True,23.6
917,1891,2024-06-30,Connectivity,True,4.1
918,1891,2024-05-16,Billing,True,12.2
919,1891,2024-06-02,Connectivity,True,1.6
920,1891,2024-05-17,Sensor Issue,True,27.2
921,1896,2025-10-07,False Alarm,True,15.1
922,1896,2025-10-11,App/Login,True,15.6
923,1897,2025-02-25,Sensor Issue,True,4.0
924,1899,2025-08-16,Billing,True,1.0
925,1901,2025-02-03,App/Login,True,13.1
926,1902,2025-02-21,Sensor Issue,True,3.1
927,1906,2024-07-12,Sensor Issue,True,10.3
928,1916,2025-01-22,Sensor Issue,True,28.2
929,1922,2025-02-10,App/Login,True,17.6
930,1923,2025-10-11,False Alarm,True,30.9
931,1925,2024-11-17,Sensor Issue,True,19.0
932,1925,2024-09-21,Connectivity,True,33.5
933,1928,2024-04-28,App/Login,True,8.6
934,1929,2024-07-05,False Alarm,True,19.8
935,1937,2024-10-07,Billing,True,3.8
936,1939,2025-12-05,Installation Follow-up,True,30.1
937,1941,2024-06-08,False Alarm,True,30.2
938,1942,2024-07-07,Billing,False,20.0
939,1945,2024-10-07,App/Login,True,7.9
940,1948,2025-11-01,False Alarm,False,17.0
941,1950,2024-10-04,False Alarm,True,24.8
942,1952,2025-03-20,False Alarm,True,11.1
943,1954,2025-01-08,Sensor Issue,True,8.8
944,1955,2025-12-20,Installation Follow-up,True,16.2
945,1959,2025-06-18,Billing,False,1.0
946,1963,2024-06-09,Connectivity,True,21.3
947,1967,2024-11-22,Installation Follow-up,False,34.6
948,1967,2024-10-23,Installation Follow-up,False,26.1
949,1973,2025-05-16,Connectivity,True,17.8
950,1975,2025-03-15,Connectivity,True,14.4
951,1975,2025-03-20,App/Login,True,27.5
952,1975,2025-03-27,App/Login,True,18.6
953,1975,2025-04-07,Installation Follow-up,True,28.8
954,1988,2024-08-02,Connectivity,True,16.3
955,1988,2024-07-17,Sensor Issue,True,16.2
956,1997,2025-04-07,Installation Follow-up,True,25.3
957,1997,2025-03-02,Sensor Issue,True,8.5
958,1997,2025-03-16,Sensor Issue,True,17.3
959,1997,2025-02-17,Sensor Issue,True,1.6
960,1999,2024-09-06,Billing,True,25.5
961,2000,2024-08-14,Installation Follow-up,True,25.1
962,2000,2024-09-17,Connectivity,True,29.8
963,2000,2024-08-07,Sensor Issue,True,16.6
964,2008,2024-06-07,Sensor Issue,True,19.6
965,2008,2024-06-11,Sensor Issue,True,13.6
966,2009,2025-09-25,False Alarm,True,14.9
967,2010,2025-04-13,Connectivity,True,12.2
968,2013,2024-05-04,Installation Follow-up,True,21.0
969,2013,2024-05-19,Installation Follow-up,True,28.0
970,2017,2024-12-01,Installation Follow-up,True,17.6
971,2017,2024-12-24,False Alarm,False,28.6
972,2020,2024-12-09,Sensor Issue,True,20.6
973,2020,2025-02-01,Installation Follow-up,True,31.1
974,2021,2024-08-27,Sensor Issue,True,22.1
975,2021,2024-09-03,Connectivity,True,29.5
976,2021,2024-10-08,False Alarm,True,20.6
977,2024,2025-04-04,App/Login,True,21.6
978,2024,2025-04-05,App/Login,True,21.3
979,2027,2025-03-28,App/Login,True,12.9
980,2033,2024-03-31,Connectivity,True,31.0
981,2035,2026-01-06,Connectivity,True,1.0
982,2035,2026-01-24,False Alarm,True,12.6
983,2035,2026-01-22,Billing,True,1.3
984,2035,2026-01-29,Sensor Issue,True,13.7
985,2039,2026-02-16,Installation Follow-up,True,6.2
986,2043,2025-07-01,Sensor Issue,True,2.6
987,2044,2025-08-23,Installation Follow-up,True,24.6
988,2044,2025-08-06,Installation Follow-up,True,17.6
989,2045,2024-08-07,False Alarm,True,22.2
990,2045,2024-09-02,False Alarm,True,19.5
991,2046,2026-01-08,Billing,False,5.1
992,2046,2026-02-12,Installation Follow-up,True,30.5
993,2048,2025-02-06,Connectivity,True,25.2
994,2048,2025-02-25,False Alarm,True,10.2
995,2051,2024-06-02,False Alarm,True,36.3
996,2054,2025-12-19,Sensor Issue,True,13.2
997,2056,2024-11-17,Connectivity,True,4.3
998,2058,2025-07-23,Sensor Issue,True,24.4
999,2063,2024-05-25,App/Login,True,5.2
1000,2064,2025-07-05,Sensor Issue,True,9.5
1001,2068,2025-11-10,Connectivity,True,32.2
1002,2072,2025-04-20,False Alarm,True,19.6
1003,2085,2024-04-18,App/Login,True,24.5
1004,2085,2024-05-25,App/Login,True,23.5
1005,2087,2025-07-06,Installation Follow-up,True,5.5
1006,2088,2025-05-30,Connectivity,True,4.6
1007,2088,2025-06-01,Connectivity,True,4.8
1008,2088,2025-04-30,Connectivity,True,23.6
1009,2088,2025-06-26,False Alarm,True,22.6
1010,2098,2025-11-11,Sensor Issue,True,24.9
1011,2098,2025-10-28,Installation Follow-up,True,14.6
1012,2099,2025-08-21,False Alarm,True,25.4
1013,2100,2024-08-18,Installation Follow-up,True,5.1
1014,2102,2025-05-03,Installation Follow-up,True,5.6
1015,2106,2024-08-22,Sensor Issue,True,30.3
1016,2106,2024-08-11,App/Login,True,11.5
1017,2106,2024-08-07,False Alarm,True,21.2
1018,2107,2025-07-28,Sensor Issue,True,19.5
1019,2112,2025-07-05,Sensor Issue,True,28.8
1020,2114,2025-12-20,Connectivity,True,24.0
1021,2114,2025-11-22,Connectivity,True,12.8
1022,2115,2025-08-10,Billing,True,5.1
1023,2115,2025-08-04,App/Login,True,8.7
1024,2115,2025-06-28,App/Login,True,19.5
1025,2115,2025-07-21,Connectivity,True,23.8
1026,2119,2025-03-27,Sensor Issue,True,14.1
1027,2124,2025-04-07,Sensor Issue,True,20.1
1028,2126,2024-09-03,False Alarm,True,30.3
1029,2139,2025-03-26,False Alarm,True,19.5
1030,2139,2025-02-01,False Alarm,True,10.1
1031,2141,2025-06-29,Sensor Issue,True,2.3
1032,2141,2025-07-16,Connectivity,True,32.1
1033,2145,2024-10-17,Installation Follow-up,True,10.4
1034,2145,2024-10-30,Installation Follow-up,True,26.1
1035,2145,2024-10-20,App/Login,True,24.4
1036,2150,2025-10-18,App/Login,True,32.2
1037,2151,2024-09-07,Billing,True,6.2
1038,2158,2025-04-15,Sensor Issue,True,1.0
1039,2159,2025-10-10,False Alarm,True,13.5
1040,2163,2024-11-16,False Alarm,True,13.4
1041,2165,2026-01-12,False Alarm,True,17.8
1042,2167,2024-09-19,Installation Follow-up,True,19.3
1043,2176,2025-07-23,Sensor Issue,True,34.4
1044,2176,2025-09-09,Connectivity,True,39.2
1045,2176,2025-07-21,Installation Follow-up,True,16.4
1046,2181,2025-06-07,Sensor Issue,True,31.4
1047,2181,2025-06-30,False Alarm,False,23.8
1048,2181,2025-07-13,App/Login,True,20.1
1049,2181,2025-05-26,Installation Follow-up,True,13.5
1050,2182,2024-06-29,App/Login,True,20.2
1051,2182,2024-07-07,Sensor Issue,True,12.2
1052,2185,2025-05-30,App/Login,True,19.7
1053,2185,2025-05-27,App/Login,True,25.8
1054,2188,2024-08-26,Sensor Issue,True,4.4
1055,2188,2024-07-16,Installation Follow-up,True,14.5
1056,2188,2024-07-20,Sensor Issue,False,15.1
1057,2190,2025-03-08,False Alarm,True,21.0
1058,2190,2025-03-04,Billing,True,1.0
1059,2190,2025-03-13,App/Login,True,29.1
1060,2193,2024-09-14,Sensor Issue,True,12.8
1061,2193,2024-08-10,Installation Follow-up,True,22.2
1062,2200,2024-06-24,Sensor Issue,True,25.5
1063,2200,2024-05-04,App/Login,True,20.0
1064,2203,2024-02-06,Connectivity,True,12.6
1065,2208,2025-09-20,Installation Follow-up,True,21.1
1066,2214,2024-04-19,Sensor Issue,True,18.4
1067,2214,2024-04-22,Sensor Issue,True,14.6
1068,2214,2024-03-31,Sensor Issue,True,5.7
1069,2218,2026-01-28,App/Login,True,12.6
1070,2218,2026-01-13,Connectivity,True,30.0
1071,2218,2026-01-15,Installation Follow-up,True,15.7
1072,2218,2026-01-26,App/Login,True,13.2
1073,2219,2024-09-23,App/Login,True,12.6
1074,2219,2024-08-28,Connectivity,True,22.7
1075,2219,2024-09-26,Installation Follow-up,False,23.7
1076,2223,2024-01-20,Connectivity,True,17.2
1077,2227,2025-10-13,Installation Follow-up,True,11.7
1078,2232,2024-03-29,Connectivity,True,14.7
1079,2232,2024-04-18,App/Login,True,15.2
1080,2243,2024-12-10,Connectivity,True,26.6
1081,2243,2025-01-02,App/Login,False,14.3
1082,2244,2024-04-17,Connectivity,True,10.2
1083,2244,2024-05-17,Sensor Issue,True,1.9
1084,2249,2024-04-29,Installation Follow-up,True,16.0
1085,2249,2024-06-01,Installation Follow-up,False,41.0
1086,2249,2024-06-07,Sensor Issue,True,35.2
1087,2249,2024-04-23,Sensor Issue,False,11.2
1088,2252,2025-02-07,Installation Follow-up,True,11.0
1089,2253,2024-07-17,App/Login,True,21.8
1090,2254,2025-02-02,Sensor Issue,True,1.0
1091,2254,2025-02-17,Sensor Issue,True,4.2
1092,2254,2025-01-10,False Alarm,True,7.6
1093,2254,2025-01-28,False Alarm,True,18.6
1094,2258,2025-05-25,Installation Follow-up,True,19.6
1095,2261,2024-02-25,Installation Follow-up,True,18.7
1096,2265,2024-05-15,Billing,True,31.6
1097,2272,2024-09-13,Sensor Issue,True,31.4
1098,2275,2024-05-09,False Alarm,True,17.0
1099,2279,2024-11-11,Installation Follow-up,True,23.9
1100,2283,2024-09-03,Installation Follow-up,True,10.6
1101,2285,2025-06-19,App/Login,True,16.2
1102,2286,2025-09-24,Installation Follow-up,False,12.3
1103,2290,2024-12-19,False Alarm,True,24.1
1104,2295,2025-07-27,Sensor Issue,True,30.8
1105,2301,2024-09-10,False Alarm,True,18.4
1106,2302,2024-04-30,Billing,True,8.0
1107,2303,2025-03-18,Sensor Issue,True,17.9
1108,2306,2024-05-09,Billing,True,4.5
1109,2306,2024-04-16,Billing,True,4.7
1110,2306,2024-03-16,App/Login,True,10.7
1111,2306,2024-03-16,Installation Follow-up,True,21.7
1112,2311,2024-08-06,Billing,True,15.5
1113,2312,2024-03-31,Sensor Issue,True,1.0
1114,2312,2024-03-27,Connectivity,True,29.8
1115,2318,2024-12-23,Connectivity,True,8.9
1116,2318,2024-12-22,Installation Follow-up,True,11.7
1117,2324,2025-06-15,Sensor Issue,True,17.7
1118,2328,2024-06-27,False Alarm,True,5.7
1119,2331,2024-03-23,App/Login,True,14.1
1120,2331,2024-04-01,Sensor Issue,True,2.2
1121,2331,2024-03-02,Connectivity,True,25.5
1122,2332,2025-10-04,Installation Follow-up,True,17.5
1123,2332,2025-10-17,Installation Follow-up,True,13.3
1124,2342,2024-11-20,App/Login,True,24.4
1125,2346,2024-07-26,App/Login,True,21.1
1126,2347,2024-09-30,Billing,True,19.8
1127,2349,2024-06-19,Sensor Issue,False,12.4
1128,2351,2025-01-31,Sensor Issue,True,19.5
1129,2352,2025-07-29,Installation Follow-up,True,1.0
1130,2358,2024-07-20,False Alarm,True,6.4
1131,2360,2024-06-08,Installation Follow-up,True,27.7
1132,2361,2025-05-25,App/Login,True,21.5
1133,2361,2025-05-14,App/Login,True,23.7
1134,2363,2026-01-06,App/Login,True,8.4
1135,2364,2024-04-07,False Alarm,True,23.3
1136,2364,2024-05-14,Connectivity,True,13.8
1137,2364,2024-04-03,Installation Follow-up,True,27.2
1138,2366,2024-04-14,False Alarm,True,13.6
1139,2367,2024-09-15,App/Login,True,29.9
