customer_id,signup_date,region,age_group,acquisition_channel,contract_length_months
1174,2024-05-09,Madrid,25-34,Partner,24
1175,2024-01-07,Madrid,35-44,Referral,36
1176,2024-09-04,País Vasco,55+,Web,36
1177,2024-08-19,País Vasco,35-44,Partner,24
1178,2024-05-20,Andalucía,25-34,Web,24
1179,2024-07-08,País Vasco,35-44,In-store,24
1180,2024-01-19,Andalucía,18-24,Partner,24
1181,2025-03-20,Madrid,25-34,Referral,36
1182,2025-11-08,Andalucía,25-34,Partner,24
1183,2025-05-19,País Vasco,18-24,Web,24
1184,2024-11-23,Galicia,45-54,Phone,24
1185,2024-11-03,Barcelona,25-34,Referral,24
1186,2024-08-12,Madrid,25-34,Web,24
1187,2024-04-14,País Vasco,35-44,Web,24
1188,2025-03-13,Barcelona,25-34,Partner,36
1189,2025-02-18,Madrid,35-44,Phone,24
1190,2024-01-06,Galicia,25-34,Web,24
1191,2024-10-30,Valencia,18-24,Web,24
1192,2024-07-22,Barcelona,45-54,Web,24
1193,2024-05-04,Madrid,25-34,Partner,24
1194,2025-05-28,Madrid,25-34,Phone,24
1195,2025-01-19,País Vasco,25-34,Phone,36
1196,2025-04-08,Valencia,25-34,In-store,24
1197,2025-06-05,Madrid,25-34,Web,24
1198,2025-12-18,Barcelona,25-34,Partner,24
1199,2025-08-09,Madrid,25-34,Web,24
1200,2025-03-29,Madrid,18-24,Phone,24
1201,2025-10-04,Barcelona,55+,Phone,36
1202,2024-12-15,Andalucía,25-34,Partner,24
1203,2025-12-20,Barcelona,25-34,Referral,24
1204,2025-07-10,Barcelona,35-44,Web,36
1205,2025-04-20,Valencia,25-34,Web,24
1206,2025-10-22,Valencia,45-54,Phone,24
1207,2025-01-11,Madrid,18-24,Phone,24
1208,2025-06-10,Madrid,35-44,Web,36
1209,2024-07-27,Madrid,55+,In-store,24
1210,2025-12-05,Barcelona,25-34,In-store,36
1211,2025-03-31,Andalucía,25-34,Phone,36
1212,2025-07-25,Madrid,35-44,Phone,36
1213,2024-12-02,País Vasco,55+,Web,36
1214,2025-09-25,Andalucía,35-44,Phone,36
1215,2024-02-24,Madrid,45-54,Phone,36
1216,2024-03-24,Madrid,25-34,In-store,36
1217,2025-01-05,Madrid,45-54,Phone,36
1218,2025-06-19,Madrid,25-34,Web,36
1219,2025-08-14,Andalucía,35-44,Web,36
1220,2024-11-17,Madrid,25-34,Web,24
1221,2025-04-19,País Vasco,35-44,Referral,36
1222,2025-02-08,Valencia,25-34,In-store,24
1223,2025-12-03,País Vasco,45-54,In-store,36
1224,2025-04-23,País Vasco,45-54,In-store,24
1225,2024-10-31,Valencia,55+,Web,36
1226,2025-12-09,Canarias,55+,Partner,36
1227,2024-03-19,Canarias,35-44,Partner,36
1228,2025-12-20,Barcelona,45-54,Web,24
1229,2024-04-22,Madrid,18-24,Phone,36
1230,2024-07-29,Barcelona,55+,Partner,36
1231,2025-08-23,Barcelona,35-44,In-store,36
1232,2025-06-20,Andalucía,35-44,Web,36
1233,2025-12-10,Barcelona,35-44,In-store,24
1234,2025-07-02,Valencia,45-54,Referral,24
1235,2025-04-10,País Vasco,55+,Referral,24
1236,2024-09-10,Barcelona,45-54,Web,36
1237,2024-01-04,Andalucía,35-44,Web,24
1238,2024-03-31,Barcelona,35-44,Partner,36
1239,2024-08-05,País Vasco,55+,Web,36
1240,2024-01-30,Andalucía,45-54,Web,24
1241,2025-01-06,Madrid,35-44,In-store,24
1242,2025-07-22,Andalucía,35-44,Web,24
1243,2025-12-05,Madrid,45-54,Phone,36
1244,2024-12-23,País Vasco,45-54,Referral,24
1245,2025-10-01,Andalucía,35-44,Phone,24
1246,2025-12-21,Valencia,55+,Referral,36
1247,2025-09-20,Andalucía,55+,Phone,24
1248,2024-12-05,Galicia,35-44,Web,36
1249,2024-08-25,País Vasco,25-34,Web,24
1250,2025-12-15,Andalucía,35-44,Web,24
1251,2024-06-25,País Vasco,45-54,Web,24
1252,2024-10-27,Valencia,35-44,In-store,24
1253,2024-02-24,País Vasco,55+,Referral,24
1254,2025-08-03,Galicia,25-34,Web,36
1255,2025-04-20,Madrid,25-34,Web,24
1256,2024-03-03,Barcelona,55+,Partner,24
1257,2024-06-11,Barcelona,55+,Phone,24
1258,2025-02-10,Madrid,35-44,Web,24
1259,2025-01-30,Barcelona,25-34,Web,36
1260,2025-08-09,Madrid,35-44,Web,24
1261,2024-07-13,Andalucía,35-44,Phone,36
1262,2025-11-06,Madrid,35-44,Web,24
1263,2024-11-20,Barcelona,25-34,Partner,24
1264,2025-08-24,Andalucía,25-34,Web,24
1265,2024-06-23,Barcelona,45-54,Phone,24
1266,2024-01-28,Valencia,45-54,Phone,36
1267,2024-02-10,País Vasco,45-54,Web,24
1268,2024-09-29,Canarias,35-44,In-store,24
1269,2025-11-27,Andalucía,25-34,Partner,36
1270,2024-02-05,Madrid,25-34,In-store,36
1271,2024-09-26,Madrid,55+,Phone,36
1272,2024-03-20,Canarias,35-44,Phone,36
1273,2025-11-11,Andalucía,35-44,Web,36
1274,2025-05-08,País Vasco,35-44,Phone,36
1275,2025-07-11,Andalucía,55+,Phone,36
1276,2025-06-05,Madrid,35-44,Phone,24
1277,2025-04-25,Valencia,35-44,Web,36
1278,2025-07-19,País Vasco,55+,Web,24
1279,2024-01-06,Galicia,25-34,Web,36
1280,2025-09-24,Barcelona,35-44,Web,36
1281,2025-06-24,Andalucía,35-44,Phone,24
1282,2025-06-24,Madrid,55+,Referral,36
1283,2024-10-14,Canarias,45-54,Web,36
1284,2025-08-08,Barcelona,18-24,Web,24
1285,2024-10-06,País Vasco,55+,Web,24
1286,2024-02-05,Barcelona,45-54,Web,36
1287,2025-10-25,Andalucía,35-44,Partner,36
1288,2024-06-20,Andalucía,25-34,Web,24
1289,2024-03-15,Barcelona,25-34,Referral,24
1290,2025-03-30,País Vasco,45-54,In-store,36
1291,2024-06-19,Galicia,35-44,Phone,24
1292,2025-09-19,Galicia,55+,Referral,24
1293,2024-11-20,Barcelona,25-34,Partner,24
1294,2024-01-04,País Vasco,45-54,Referral,24
1295,2025-11-26,Andalucía,25-34,Web,24
1296,2025-01-11,Andalucía,45-54,Referral,36
1297,2024-07-11,Valencia,18-24,Web,36
1298,2025-05-10,Andalucía,35-44,Web,36
1299,2025-01-22,Madrid,25-34,Referral,24
1300,2024-01-22,Valencia,35-44,Web,24
1301,2025-07-09,Madrid,25-34,Web,24
1302,2024-10-20,Barcelona,45-54,Web,24
1303,2025-05-26,Madrid,25-34,Web,24
1304,2025-10-16,Barcelona,35-44,Web,24
1305,2025-03-22,País Vasco,35-44,Phone,24
1306,2025-05-05,Andalucía,18-24,Phone,24
1307,2024-07-05,Madrid,18-24,In-store,36
1308,2024-06-22,País Vasco,25-34,Web,36
1309,2024-10-30,Galicia,35-44,In-store,36
1310,2025-09-15,Galicia,55+,Phone,36
1311,2025-01-18,Galicia,25-34,In-store,24
1312,2024-09-11,Canarias,45-54,In-store,24
1313,2025-07-23,Andalucía,45-54,Referral,24
1314,2025-09-15,Canarias,45-54,Web,24
1315,2025-10-21,Canarias,35-44,Phone,24
1316,2024-08-06,Barcelona,55+,Referral,24
1317,2025-06-02,Galicia,35-44,Partner,24
1318,2025-03-07,País Vasco,55+,Web,24
1319,2024-11-24,País Vasco,25-34,Partner,36
1320,2024-10-17,Galicia,45-54,In-store,36
1321,2024-03-24,Barcelona,55+,Web,36
1322,2024-07-19,Valencia,55+,Partner,36
1323,2025-02-05,Andalucía,25-34,In-store,24
1324,2025-10-10,País Vasco,55+,Phone,24
1325,2025-09-25,Galicia,25-34,Web,36
1326,2024-05-17,Galicia,45-54,Phone,24
1327,2025-05-11,País Vasco,25-34,Phone,24
1328,2024-03-02,Canarias,45-54,Phone,24
1329,2025-05-08,Madrid,35-44,Partner,36
1330,2024-09-06,Canarias,18-24,Phone,36
1331,2024-11-24,Madrid,25-34,In-store,24
1332,2025-06-08,Andalucía,18-24,In-store,36
1333,2024-11-06,Madrid,35-44,In-store,24
1334,2025-08-13,Andalucía,55+,Phone,24
1335,2025-01-25,Barcelona,45-54,Web,24
1336,2025-12-31,Madrid,45-54,Partner,24
1337,2025-04-11,Andalucía,45-54,Web,36
1338,2024-08-04,País Vasco,35-44,Phone,24
1339,2025-07-20,Madrid,35-44,Web,36
1340,2024-10-25,Andalucía,35-44,Phone,24
1341,2025-01-25,Madrid,25-34,Partner,36
1342,2024-04-10,Madrid,35-44,Phone,36
1343,2024-03-28,Madrid,45-54,Phone,36
1344,2025-02-24,Andalucía,35-44,Web,24
1345,2024-05-16,País Vasco,45-54,Web,36
1346,2025-12-30,Andalucía,25-34,Phone,24
1347,2025-09-17,País Vasco,45-54,In-store,36
1348,2025-05-27,Andalucía,25-34,In-store,36
1349,2025-06-21,País Vasco,55+,Referral,24
1350,2025-03-11,Canarias,25-34,Web,24
1351,2024-02-14,Barcelona,35-44,Web,24
1352,2024-10-13,Madrid,35-44,Phone,24
1353,2024-12-28,Madrid,25-34,Partner,24
1354,2025-10-31,Andalucía,35-44,Partner,24
1355,2024-06-09,Andalucía,25-34,In-store,24
1356,2024-12-29,Madrid,35-44,Phone,24
1357,2024-09-08,Galicia,55+,Phone,36
1358,2024-04-08,Canarias,25-34,Referral,24
1359,2024-03-16,Barcelona,35-44,Web,36
1360,2024-09-24,Madrid,55+,In-store,24
1361,2024-03-01,Barcelona,35-44,Partner,24
1362,2024-02-19,Barcelona,55+,Web,24
1363,2024-09-13,Galicia,35-44,Referral,36
1364,2024-05-27,Andalucía,35-44,In-store,24
1365,2025-02-09,Madrid,25-34,In-store,36
1366,2024-01-13,Valencia,25-34,Web,24
1367,2024-08-08,Madrid,35-44,Web,24
1368,2024-11-27,Valencia,55+,Partner,24
1369,2025-12-05,Valencia,25-34,Web,36
1370,2025-04-08,Andalucía,55+,Web,24
1371,2025-10-05,Andalucía,25-34,Phone,24
1372,2024-09-07,Galicia,35-44,Web,24
1373,2024-11-24,Madrid,55+,Partner,24
1374,2024-11-03,País Vasco,55+,Phone,24
1375,2025-10-10,Madrid,35-44,Web,36
1376,2025-12-02,Barcelona,25-34,Phone,24
1377,2025-12-04,Galicia,25-34,Web,24
1378,2025-07-03,Andalucía,25-34,Web,36
1379,2025-01-02,Madrid,45-54,Phone,24
1380,2025-01-30,Valencia,25-34,Phone,24
1381,2025-12-17,País Vasco,45-54,Web,36
1382,2024-07-26,Canarias,25-34,Partner,36
1383,2024-09-10,Andalucía,35-44,Phone,36
1384,2025-10-17,Madrid,25-34,Phone,24
1385,2024-10-09,Valencia,35-44,Web,36
1386,2024-06-20,Madrid,35-44,Partner,24
1387,2025-02-13,Madrid,55+,Phone,36
1388,2024-08-25,Andalucía,55+,Web,36
1389,2025-10-13,País Vasco,45-54,Partner,36
1390,2025-10-26,Madrid,25-34,In-store,24
1391,2024-08-11,País Vasco,55+,Web,24
1392,2025-01-22,Andalucía,55+,Partner,36
1393,2025-12-20,País Vasco,55+,In-store,24
1394,2025-06-26,Barcelona,35-44,Web,24
1395,2024-06-06,Barcelona,25-34,Referral,36
1396,2025-03-07,Madrid,45-54,Phone,36
1397,2025-03-29,Barcelona,35-44,Partner,24
1398,2025-04-22,Barcelona,25-34,In-store,24
1399,2024-01-19,Barcelona,35-44,Referral,24
1400,2024-08-06,Madrid,35-44,Phone,24
1401,2025-09-16,Madrid,25-34,Partner,24
1402,2024-06-25,Galicia,45-54,Web,36
1403,2024-08-07,País Vasco,45-54,Web,36
1404,2024-08-23,Barcelona,35-44,In-store,24
1405,2024-05-09,Canarias,18-24,Phone,24
1406,2024-04-23,Barcelona,55+,In-store,36
1407,2024-09-10,Valencia,35-44,Web,36
1408,2025-10-01,País Vasco,35-44,Web,36
1409,2024-01-02,Valencia,35-44,Web,24
1410,2024-07-26,Barcelona,35-44,Phone,36
1411,2024-02-14,Barcelona,45-54,Web,24
1412,2025-02-14,Valencia,18-24,Web,24
1413,2024-07-02,Andalucía,55+,Referral,36
1414,2025-08-01,Valencia,25-34,In-store,24
1415,2025-03-03,Valencia,55+,In-store,24
1416,2025-07-26,Barcelona,45-54,Web,24
1417,2025-04-09,Andalucía,18-24,Web,24
1418,2024-11-16,Barcelona,35-44,Partner,24
1419,2025-09-21,Galicia,25-34,Web,36
1420,2024-12-14,País Vasco,55+,Phone,24
1421,2025-11-25,Valencia,45-54,Referral,24
1422,2025-12-28,País Vasco,35-44,Web,36
1423,2025-03-06,Madrid,35-44,Referral,24
1424,2025-05-08,Barcelona,55+,Web,36
1425,2024-07-05,Valencia,45-54,Web,24
1426,2025-08-18,Valencia,35-44,Web,24
1427,2025-05-05,País Vasco,35-44,Referral,24
1428,2025-10-21,Canarias,25-34,Partner,36
1429,2024-07-14,Barcelona,45-54,In-store,24
1430,2025-07-29,Barcelona,35-44,Web,36
1431,2024-12-09,Andalucía,55+,In-store,24
1432,2024-05-15,Barcelona,35-44,Phone,24
1433,2024-05-05,Madrid,35-44,Phone,24
1434,2025-02-14,Canarias,35-44,In-store,24
1435,2024-08-21,País Vasco,45-54,In-store,24
1436,2024-03-15,Canarias,35-44,Partner,24
1437,2024-11-08,Barcelona,55+,Web,24
1438,2025-04-22,Madrid,25-34,In-store,36
1439,2024-08-21,Valencia,45-54,Web,24
1440,2025-11-29,Canarias,55+,Referral,24
1441,2025-07-23,Madrid,45-54,Phone,24
1442,2025-01-09,Madrid,25-34,Web,24
1443,2025-11-14,Madrid,45-54,Web,24
1444,2024-11-12,País Vasco,25-34,Phone,24
1445,2024-04-12,País Vasco,18-24,Phone,24
1446,2024-01-27,Andalucía,45-54,In-store,36
1447,2025-11-16,Madrid,45-54,Partner,24
1448,2025-12-02,País Vasco,18-24,Web,24
1449,2025-06-24,Valencia,55+,Phone,36
1450,2024-03-16,Madrid,35-44,In-store,24
1451,2024-08-02,Barcelona,55+,In-store,24
1452,2024-01-31,Valencia,45-54,Phone,36
1453,2024-02-07,Barcelona,55+,Referral,36
1454,2024-06-28,Canarias,55+,Web,36
1455,2025-02-22,Valencia,55+,Partner,24
1456,2024-02-17,Barcelona,45-54,In-store,24
1457,2025-12-20,Andalucía,25-34,Phone,36
1458,2024-11-28,Andalucía,35-44,Web,36
1459,2024-07-11,Madrid,45-54,Partner,24
1460,2025-01-12,Andalucía,25-34,Web,24
1461,2025-07-31,Barcelona,55+,Web,24
1462,2024-08-16,Barcelona,25-34,Web,24
1463,2024-02-04,Andalucía,55+,In-store,36
1464,2024-02-07,Andalucía,35-44,Web,24
1465,2025-09-14,Barcelona,55+,Phone,24
1466,2024-03-22,Madrid,55+,Referral,24
1467,2025-04-09,Valencia,35-44,In-store,24
1468,2024-10-08,Barcelona,45-54,Phone,24
1469,2025-07-22,Galicia,25-34,Phone,24
1470,2024-02-14,Andalucía,45-54,Web,24
1471,2025-10-18,Galicia,45-54,Phone,36
1472,2025-05-25,Barcelona,25-34,Web,24
1473,2024-11-24,Galicia,18-24,Web,24
1474,2024-05-31,Madrid,35-44,Web,24
1475,2025-12-15,Barcelona,25-34,Partner,24
1476,2024-08-08,Madrid,45-54,Web,24
1477,2024-12-24,Madrid,25-34,Web,24
1478,2024-10-15,Galicia,55+,In-store,24
1479,2024-06-17,Andalucía,55+,Web,24
1480,2024-10-31,Andalucía,55+,Partner,36
1481,2024-04-20,Andalucía,35-44,Phone,24
1482,2024-01-02,Andalucía,25-34,Phone,24
1483,2024-07-30,Andalucía,45-54,Web,24
1484,2024-03-22,Galicia,45-54,Web,24
1485,2024-10-30,Andalucía,55+,In-store,24
1486,2025-09-22,País Vasco,35-44,Phone,24
1487,2024-04-28,Barcelona,18-24,Web,24
1488,2024-01-01,Canarias,55+,Web,24
1489,2024-03-22,Madrid,55+,Phone,36
1490,2025-01-06,Barcelona,25-34,Web,36
1491,2024-07-19,Galicia,45-54,Phone,36
1492,2024-12-23,Madrid,18-24,Phone,24
1493,2024-01-22,Madrid,35-44,Partner,24
1494,2024-08-31,Barcelona,35-44,In-store,24
1495,2024-10-26,Valencia,35-44,Phone,24
1496,2024-11-11,Canarias,25-34,In-store,24
1497,2025-02-06,Galicia,25-34,Phone,24
1498,2025-07-24,Valencia,35-44,Phone,24
1499,2024-12-07,Canarias,25-34,Partner,24
1500,2025-09-06,Andalucía,35-44,Partner,24
1501,2025-01-22,Galicia,35-44,Web,36
1502,2024-07-09,Barcelona,45-54,Referral,24
1503,2024-06-16,Valencia,45-54,Referral,36
1504,2024-08-23,Madrid,25-34,Web,24
1505,2025-03-12,Madrid,18-24,Phone,24
1506,2024-06-26,Andalucía,55+,In-store,24
1507,2025-10-30,Madrid,55+,Referral,24
1508,2024-12-16,Andalucía,55+,Phone,24
1509,2025-09-23,Andalucía,55+,Web,24
1510,2025-05-14,Madrid,45-54,Partner,24
1511,2024-08-31,Valencia,55+,Web,24
1512,2024-06-15,Andalucía,35-44,Partner,24
1513,2025-06-27,Galicia,45-54,Phone,36
1514,2024-08-29,Barcelona,55+,Partner,24
1515,2024-06-29,Canarias,45-54,Web,24
1516,2025-11-11,Galicia,35-44,Phone,24
1517,2024-12-18,Andalucía,35-44,Partner,24
1518,2024-02-05,Barcelona,25-34,Web,24
1519,2024-12-27,Andalucía,35-44,Web,24
1520,2024-12-02,País Vasco,55+,Web,36
1521,2025-09-23,Barcelona,45-54,In-store,24
1522,2025-06-04,Canarias,25-34,Phone,24
1523,2024-05-19,Galicia,45-54,Partner,24
1524,2024-04-19,Valencia,35-44,Phone,36
1525,2025-03-17,País Vasco,35-44,In-store,36
1526,2024-02-04,Andalucía,35-44,Phone,36
1527,2024-08-21,País Vasco,35-44,Web,36
1528,2024-04-11,Galicia,45-54,Web,36
1529,2024-01-16,Madrid,45-54,Web,24
1530,2025-11-02,Madrid,45-54,In-store,36
1531,2024-03-06,Barcelona,35-44,Partner,24
1532,2024-01-07,Galicia,45-54,In-store,24
1533,2025-11-12,Barcelona,25-34,Partner,36
1534,2024-05-17,Galicia,35-44,In-store,24
1535,2025-08-19,Valencia,35-44,Referral,24
1536,2024-01-23,Barcelona,45-54,Partner,24
1537,2024-04-22,Galicia,55+,Web,24
1538,2024-03-21,Andalucía,25-34,Web,36
1539,2025-05-31,Barcelona,55+,Phone,24
1540,2025-03-29,Madrid,25-34,In-store,36
1541,2024-12-13,Madrid,35-44,Phone,24
1542,2024-06-25,Madrid,55+,Web,36
1543,2024-03-05,Barcelona,45-54,Partner,24
1544,2025-02-20,Andalucía,55+,Phone,36
1545,2024-06-17,Barcelona,45-54,Web,24
1546,2025-03-07,Madrid,25-34,In-store,24
1547,2025-05-17,Barcelona,55+,Phone,24
1548,2025-09-12,Valencia,55+,Web,24
1549,2024-12-27,Canarias,35-44,Web,24
1550,2024-01-04,Barcelona,18-24,Phone,36
1551,2024-07-24,Madrid,25-34,Phone,36
1552,2025-09-15,Andalucía,55+,Web,36
1553,2025-01-24,Galicia,55+,Partner,24
1554,2025-03-28,País Vasco,55+,Partner,24
1555,2024-11-30,Galicia,35-44,Web,36
1556,2024-04-28,Canarias,18-24,Phone,36
1557,2025-10-17,Andalucía,35-44,Phone,24
1558,2025-07-19,Canarias,35-44,Web,36
1559,2025-12-28,Madrid,25-34,Web,24
1560,2025-09-17,Galicia,25-34,Web,36
1561,2024-07-31,Galicia,25-34,Phone,36
1562,2024-07-04,Galicia,25-34,In-store,36
1563,2024-06-30,Valencia,45-54,Phone,24
1564,2025-11-02,País Vasco,35-44,Referral,24
1565,2025-02-11,Madrid,35-44,Web,24
1566,2024-11-28,Andalucía,35-44,Partner,36
1567,2025-12-08,Barcelona,55+,Phone,24
1568,2025-03-17,Andalucía,45-54,In-store,36
1569,2025-10-26,Andalucía,45-54,In-store,36
1570,2025-12-20,Barcelona,45-54,Phone,24
1571,2024-02-28,Barcelona,45-54,Phone,24
1572,2024-09-21,Barcelona,45-54,Referral,36
1573,2025-06-20,Andalucía,35-44,Referral,24
1574,2025-08-17,Andalucía,35-44,Referral,24
1575,2024-04-18,País Vasco,35-44,Web,24
1576,2024-08-20,Madrid,35-44,Web,24
1577,2025-02-04,País Vasco,25-34,Phone,36
1578,2025-08-07,Andalucía,25-34,Partner,24
1579,2024-03-23,Madrid,35-44,Web,24
1580,2025-03-15,Barcelona,35-44,Web,24
1581,2024-08-04,Valencia,35-44,Phone,24
1582,2024-06-07,Barcelona,25-34,Web,24
1583,2025-01-11,Madrid,25-34,Partner,36
1584,2024-10-29,Madrid,35-44,Web,24
1585,2025-04-09,Madrid,45-54,In-store,24
1586,2024-08-20,Madrid,25-34,Web,36
1587,2025-08-24,Barcelona,18-24,Phone,24
1588,2024-02-27,País Vasco,25-34,Phone,24
1589,2025-09-22,Andalucía,35-44,Web,24
1590,2024-01-22,Valencia,25-34,Phone,24
1591,2025-06-21,Andalucía,35-44,In-store,24
1592,2024-09-10,Andalucía,35-44,Phone,36
1593,2024-10-07,Madrid,55+,Web,36
1594,2024-01-14,Barcelona,45-54,Partner,24
1595,2025-05-28,Barcelona,18-24,Web,24
1596,2024-04-30,Andalucía,35-44,Phone,24
1597,2025-04-26,Valencia,45-54,Phone,24
1598,2025-06-14,Barcelona,25-34,Phone,36
1599,2025-09-09,Andalucía,55+,Web,36
1600,2025-06-01,Canarias,35-44,Web,36
1601,2024-08-08,Barcelona,25-34,Web,24
1602,2025-06-23,Andalucía,25-34,Phone,36
1603,2025-08-26,Valencia,55+,Partner,24
1604,2024-08-19,Andalucía,55+,Partner,24
1605,2024-03-31,País Vasco,55+,Web,36
1606,2025-10-12,País Vasco,25-34,Web,24
1607,2024-04-18,Madrid,45-54,Partner,36
1608,2025-03-10,Valencia,25-34,Phone,36
1609,2024-06-21,País Vasco,35-44,In-store,36
1610,2024-04-02,Barcelona,45-54,Web,24
1611,2025-07-21,Canarias,55+,Web,24
1612,2024-04-15,Barcelona,35-44,Web,36
1613,2025-05-04,Valencia,35-44,Partner,36
1614,2025-05-21,Valencia,25-34,Phone,24
1615,2024-02-14,Valencia,35-44,Web,36
1616,2024-05-06,Galicia,18-24,Web,24
1617,2025-08-03,Madrid,55+,Partner,24
1618,2025-01-05,Andalucía,18-24,Web,36
1619,2024-03-29,Andalucía,45-54,Partner,24
1620,2025-12-25,Galicia,25-34,Web,24
1621,2024-07-12,Andalucía,35-44,Web,36
1622,2024-01-03,Canarias,25-34,Web,36
1623,2025-11-06,Galicia,35-44,Referral,36
1624,2024-01-13,Barcelona,35-44,Web,24
1625,2025-02-08,Galicia,45-54,Web,36
1626,2025-12-26,Canarias,55+,In-store,24
1627,2025-02-26,Barcelona,25-34,Web,24
1628,2025-03-03,Andalucía,35-44,Web,24
1629,2024-10-10,Barcelona,55+,Web,36
1630,2024-04-02,Andalucía,25-34,Partner,36
1631,2025-02-22,Madrid,55+,Phone,36
1632,2025-10-17,País Vasco,55+,In-store,36
1633,2024-03-07,Valencia,55+,In-store,24
1634,2025-10-05,Andalucía,35-44,Phone,24
1635,2024-10-30,Madrid,45-54,Web,24
1636,2025-01-26,Andalucía,35-44,In-store,24
1637,2024-04-30,Valencia,35-44,In-store,24
1638,2025-03-30,Andalucía,55+,In-store,36
1639,2024-05-13,Barcelona,25-34,Web,36
1640,2024-07-18,Madrid,45-54,Partner,36
1641,2025-06-11,Valencia,35-44,Partner,24
1642,2024-02-06,Canarias,25-34,Referral,24
1643,2024-11-22,Barcelona,45-54,Web,24
1644,2025-03-10,Andalucía,45-54,In-store,24
1645,2024-04-06,Madrid,35-44,Partner,24
1646,2024-08-03,Andalucía,55+,In-store,24
1647,2024-09-08,Barcelona,35-44,Partner,24
1648,2025-04-30,Valencia,55+,In-store,36
1649,2025-12-14,Barcelona,45-54,Web,24
1650,2025-09-03,Madrid,45-54,Web,24
1651,2024-05-18,Barcelona,25-34,Web,24
1652,2024-01-14,Barcelona,35-44,In-store,24
1653,2024-02-07,Andalucía,55+,Web,24
1654,2025-03-11,Canarias,18-24,Partner,24
1655,2024-04-24,Valencia,35-44,Referral,24
1656,2024-06-18,Galicia,45-54,In-store,24
1657,2025-09-11,Valencia,45-54,Partner,36
1658,2025-09-30,Madrid,55+,In-store,24
1659,2025-09-05,Barcelona,45-54,Web,24
1660,2024-07-04,Valencia,55+,Phone,24
1661,2025-03-28,Barcelona,35-44,Phone,24
1662,2025-03-22,Galicia,45-54,In-store,24
1663,2024-05-15,Andalucía,55+,Web,36
1664,2025-02-08,Andalucía,45-54,Web,24
1665,2025-01-18,Valencia,25-34,Partner,36
1666,2024-10-16,Barcelona,35-44,Phone,24
1667,2025-07-03,Andalucía,35-44,In-store,24
1668,2025-05-10,Madrid,45-54,Phone,24
1669,2025-01-24,Madrid,35-44,In-store,24
1670,2025-06-14,Barcelona,45-54,Phone,24
1671,2025-07-11,Madrid,55+,In-store,36
1672,2025-02-18,Andalucía,25-34,Partner,36
1673,2024-07-14,Madrid,35-44,Web,36
1674,2025-07-08,Madrid,35-44,Web,24
1675,2025-06-08,Galicia,25-34,In-store,36
1676,2025-12-19,Canarias,35-44,Web,24
1677,2024-04-19,Valencia,35-44,Partner,24
1678,2024-11-02,Valencia,45-54,Web,36
1679,2025-11-06,País Vasco,35-44,In-store,36
1680,2025-01-11,Madrid,25-34,Web,36
1681,2025-11-20,Valencia,35-44,Phone,36
1682,2024-01-10,Madrid,55+,Phone,24
1683,2024-01-26,Valencia,35-44,Web,36
1684,2025-08-04,Canarias,25-34,Phone,24
1685,2024-09-19,País Vasco,55+,In-store,36
1686,2025-01-15,Canarias,25-34,Partner,36
1687,2024-11-08,País Vasco,25-34,Referral,24
1688,2024-10-25,Andalucía,35-44,In-store,24
1689,2025-11-17,País Vasco,45-54,Partner,24
1690,2024-03-09,Andalucía,55+,Phone,24
1691,2025-07-18,Valencia,18-24,Referral,24
1692,2025-10-12,Barcelona,45-54,Phone,36
1693,2025-04-25,Andalucía,45-54,Phone,24
1694,2024-10-15,Barcelona,55+,In-store,36
1695,2024-04-26,Valencia,55+,Referral,24
1696,2025-05-13,Madrid,45-54,Phone,24
1697,2024-12-08,Andalucía,25-34,Web,24
1698,2024-04-19,Barcelona,25-34,Partner,36
1699,2024-09-19,Barcelona,55+,In-store,24
1700,2025-12-03,Valencia,35-44,Web,24
1701,2024-07-12,Madrid,35-44,In-store,24
1702,2024-05-10,Canarias,55+,Phone,36
1703,2025-05-13,Valencia,55+,Web,24
1704,2024-05-25,Barcelona,45-54,Partner,24
1705,2025-11-03,Madrid,55+,Phone,36
1706,2025-09-19,Galicia,25-34,In-store,36
1707,2025-12-19,Andalucía,45-54,Web,24
1708,2025-10-29,Valencia,55+,In-store,24
1709,2024-06-27,Barcelona,18-24,Web,24
1710,2024-06-04,País Vasco,25-34,Referral,24
1711,2024-09-07,Canarias,45-54,In-store,36
1712,2024-12-09,Barcelona,35-44,Web,24
1713,2025-10-05,Madrid,25-34,Referral,24
1714,2025-06-20,Madrid,25-34,Phone,24
1715,2025-04-16,Madrid,25-34,Phone,24
1716,2025-10-04,País Vasco,25-34,Referral,24
1717,2025-04-17,Canarias,55+,Referral,36
1718,2024-10-04,Canarias,45-54,Partner,24
1719,2024-10-28,País Vasco,45-54,Referral,36
1720,2025-01-12,Madrid,18-24,Web,36
1721,2024-03-05,Canarias,35-44,Web,24
1722,2025-06-26,Barcelona,25-34,Web,24
1723,2025-04-22,Barcelona,55+,Web,24
1724,2025-06-18,Andalucía,55+,Partner,24
1725,2025-01-25,Madrid,35-44,Web,24
1726,2025-07-26,Galicia,55+,Phone,36
1727,2025-11-25,Canarias,18-24,Web,24
1728,2025-02-20,País Vasco,25-34,Web,24
1729,2024-11-20,País Vasco,45-54,In-store,24
1730,2024-03-17,Barcelona,35-44,Web,24
1731,2025-07-23,Madrid,55+,Partner,36
1732,2025-10-22,País Vasco,25-34,In-store,24
1733,2025-05-26,Andalucía,45-54,Phone,36
