installation_id,customer_id,scheduled_date,completed_date,installation_delay_days,over_sla_flag,first_time_success_flag
1059,1059,2024-11-07,2024-11-10,3,False,True
1060,1060,2024-08-20,2024-08-22,2,False,True
1061,1061,2025-07-18,2025-07-23,5,False,True
1062,1062,2025-05-20,2025-05-27,7,False,True
1063,1063,2024-04-19,2024-04-21,2,False,True
1064,1064,2025-06-02,2025-06-04,2,False,True
1065,1065,2025-07-06,2025-07-10,4,False,True
1066,1066,2024-10-12,2024-10-18,6,False,False
1067,1067,2025-11-12,2025-11-12,0,False,True
1068,1068,2025-04-14,2025-04-20,6,False,False
1069,1069,2024-09-04,2024-09-05,1,False,True
1070,1070,2024-01-10,2024-01-15,5,False,True
1071,1071,2025-05-09,2025-05-09,0,False,True
1072,1072,2024-06-04,2024-06-05,1,False,False
1073,1073,2025-07-08,2025-07-13,5,False,True
1074,1074,2025-01-22,2025-01-28,6,False,True
1075,1075,2024-12-11,2024-12-15,4,False,True
1076,1076,2024-05-01,2024-05-15,14,True,True
1077,1077,2025-06-08,2025-06-10,2,False,True
1078,1078,2024-05-05,2024-05-07,2,False,True
1079,1079,2024-11-05,2024-11-08,3,False,True
1080,1080,2025-09-04,2025-09-07,3,False,True
1081,1081,2025-11-04,2025-11-09,5,False,True
1082,1082,2025-12-25,2025-12-28,3,False,True
1083,1083,2025-12-06,2025-12-11,5,False,True
1084,1084,2025-02-12,2025-02-17,5,False,True
1085,1085,2024-05-29,2024-06-05,7,False,True
1086,1086,2025-09-08,2025-09-11,3,False,True
1087,1087,2025-08-13,2025-08-18,5,False,True
1088,1088,2025-12-25,2025-12-30,5,False,True
1089,1089,2025-04-24,2025-04-28,4,False,True
1090,1090,2024-04-14,2024-04-18,4,False,True
1091,1091,2025-01-07,2025-01-07,0,False,True
1092,1092,2024-11-26,2024-11-30,4,False,True
1093,1093,2025-09-10,2025-09-15,5,False,True
1094,1094,2024-10-16,2024-11-09,24,True,True
1095,1095,2024-09-01,2024-09-03,2,False,True
1096,1096,2024-03-02,2024-03-03,1,False,True
1097,1097,2025-09-03,2025-09-08,5,False,True
1098,1098,2025-07-08,2025-07-12,4,False,True
1099,1099,2024-02-05,2024-02-25,20,True,True
1100,1100,2024-11-15,2024-11-16,1,False,True
1101,1101,2024-12-19,2024-12-22,3,False,True
1102,1102,2024-12-10,2024-12-11,1,False,True
1103,1103,2025-11-03,2025-11-09,6,False,True
1104,1104,2024-04-22,2024-04-28,6,False,True
1105,1105,2024-08-16,2024-08-24,8,True,True
1106,1106,2024-05-15,2024-05-20,5,False,True
1107,1107,2024-06-29,2024-07-05,6,False,True
1108,1108,2025-10-28,2025-11-03,6,False,False
1109,1109,2025-11-23,2025-11-28,5,False,True
1110,1110,2024-02-07,2024-02-11,4,False,True
1111,1111,2025-04-09,2025-04-14,5,False,False
1112,1112,2024-06-24,2024-07-02,8,True,True
1113,1113,2024-05-25,2024-05-29,4,False,True
1114,1114,2024-08-02,2024-08-06,4,False,True
1115,1115,2024-05-27,2024-06-01,5,False,True
1116,1116,2024-12-26,2024-12-30,4,False,True
1117,1117,2026-01-01,2026-01-06,5,False,False
1118,1118,2025-03-09,2025-03-13,4,False,True
1119,1119,2025-06-15,2025-06-21,6,False,True
1120,1120,2024-12-28,2025-01-03,6,False,True
1121,1121,2024-01-16,2024-02-05,20,True,True
1122,1122,2024-03-05,2024-03-09,4,False,True
1123,1123,2024-07-19,2024-07-24,5,False,True
1124,1124,2024-07-01,2024-07-05,4,False,True
1125,1125,2025-09-08,2025-09-12,4,False,True
1126,1126,2025-09-11,2025-09-29,18,True,True
1127,1127,2025-09-18,2025-09-19,1,False,True
1128,1128,2025-04-12,2025-04-17,5,False,True
1129,1129,2025-02-14,2025-03-04,18,True,True
1130,1130,2025-04-21,2025-04-30,9,True,True
1131,1131,2024-10-27,2024-11-02,6,False,False
1132,1132,2025-05-05,2025-05-11,6,False,True
1133,1133,2025-08-07,2025-08-10,3,False,True
1134,1134,2025-07-12,2025-07-15,3,False,False
1135,1135,2025-03-26,2025-03-29,3,False,True
1136,1136,2024-02-13,2024-02-15,2,False,True
1137,1137,2025-06-18,2025-06-24,6,False,True
1138,1138,2024-09-28,2024-10-06,8,True,True
1139,1139,2025-07-01,2025-07-06,5,False,True
1140,1140,2025-02-01,2025-02-07,6,False,False
1141,1141,2025-10-11,2025-10-16,5,False,True
1142,1142,2024-09-05,2024-09-10,5,False,True
1143,1143,2025-11-14,2025-11-14,0,False,True
1144,1144,2025-09-10,2025-09-15,5,False,True
1145,1145,2024-09-03,2024-09-12,9,True,True
1146,1146,2024-12-23,2024-12-27,4,False,True
1147,1147,2025-01-27,2025-01-31,4,False,True
1148,1148,2025-07-16,2025-07-19,3,False,True
1149,1149,2025-05-22,2025-05-24,2,False,True
1150,1150,2025-09-16,2025-09-19,3,False,True
1151,1151,2024-09-29,2024-09-30,1,False,True
1152,1152,2025-01-07,2025-01-09,2,False,False
1153,1153,2024-11-13,2024-11-18,5,False,True
1154,1154,2025-10-27,2025-10-28,1,False,False
1155,1155,2024-08-13,2024-08-18,5,False,True
1156,1156,2025-03-06,2025-03-08,2,False,True
1157,1157,2024-04-01,2024-04-01,0,False,True
1158,1158,2025-09-14,2025-09-17,3,False,True
1159,1159,2024-10-12,2024-10-14,2,False,True
1160,1160,2024-09-10,2024-09-17,7,False,True
1161,1161,2025-03-06,2025-03-10,4,False,True
1162,1162,2025-01-03,2025-01-04,1,False,True
1163,1163,2025-09-14,2025-09-19,5,False,True
1164,1164,2025-01-26,2025-01-30,4,False,True
1165,1165,2025-01-15,2025-01-19,4,False,True
1166,1166,2024-03-22,2024-03-29,7,False,False
1167,1167,2024-01-18,2024-01-22,4,False,True
1168,1168,2024-10-21,2024-10-27,6,False,True
1169,1169,2026-01-02,2026-01-23,21,True,True
1170,1170,2025-11-03,2025-11-07,4,False,True
1171,1171,2025-04-07,2025-04-10,3,False,True
1172,1172,2025-04-09,2025-04-12,3,False,True
1173,1173,2024-10-14,2024-10-17,3,False,True
1174,1174,2024-05-12,2024-05-12,0,False,True
1175,1175,2024-01-08,2024-01-13,5,False,True
1176,1176,2024-09-06,2024-09-10,4,False,True
1177,1177,2024-08-21,2024-08-22,1,False,True
1178,1178,2024-05-24,2024-05-29,5,False,True
1179,1179,2024-07-13,2024-07-20,7,False,True
1180,1180,2024-01-20,2024-01-23,3,False,True
1181,1181,2025-03-22,2025-03-25,3,False,True
1182,1182,2025-11-09,2025-11-15,6,False,True
1183,1183,2025-05-22,2025-05-27,5,False,True
1184,1184,2024-11-25,2024-12-09,14,True,True
1185,1185,2024-11-06,2024-11-17,11,True,True
1186,1186,2024-08-13,2024-08-18,5,False,True
1187,1187,2024-04-19,2024-04-26,7,False,True
1188,1188,2025-03-18,2025-03-22,4,False,True
1189,1189,2025-02-23,2025-03-06,11,True,True
1190,1190,2024-01-09,2024-01-15,6,False,True
1191,1191,2024-11-03,2024-11-05,2,False,True
1192,1192,2024-07-23,2024-07-31,8,True,False
1193,1193,2024-05-08,2024-05-11,3,False,True
1194,1194,2025-06-01,2025-06-06,5,False,True
1195,1195,2025-01-23,2025-01-30,7,False,True
1196,1196,2025-04-12,2025-04-22,10,True,True
1197,1197,2025-06-06,2025-06-09,3,False,True
1198,1198,2025-12-21,2025-12-27,6,False,True
1199,1199,2025-08-12,2025-08-13,1,False,True
1200,1200,2025-04-01,2025-04-09,8,True,True
1201,1201,2025-10-07,2025-10-11,4,False,True
1202,1202,2024-12-19,2024-12-26,7,False,True
1203,1203,2025-12-23,2026-01-07,15,True,True
1204,1204,2025-07-12,2025-07-18,6,False,True
1205,1205,2025-04-24,2025-04-30,6,False,True
1206,1206,2025-10-25,2025-10-27,2,False,True
1207,1207,2025-01-12,2025-01-16,4,False,True
1208,1208,2025-06-14,2025-06-20,6,False,True
1209,1209,2024-07-30,2024-08-04,5,False,True
1210,1210,2025-12-10,2025-12-13,3,False,True
1211,1211,2025-04-02,2025-04-08,6,False,True
1212,1212,2025-07-30,2025-08-06,7,False,False
1213,1213,2024-12-05,2024-12-12,7,False,False
1214,1214,2025-09-30,2025-10-03,3,False,True
1215,1215,2024-02-25,2024-02-28,3,False,True
1216,1216,2024-03-25,2024-03-28,3,False,True
1217,1217,2025-01-07,2025-01-12,5,False,True
1218,1218,2025-06-24,2025-06-26,2,False,True
1219,1219,2025-08-17,2025-08-19,2,False,True
1220,1220,2024-11-21,2024-11-24,3,False,False
1221,1221,2025-04-20,2025-04-22,2,False,True
1222,1222,2025-02-10,2025-02-16,6,False,True
1223,1223,2025-12-05,2025-12-11,6,False,True
1224,1224,2025-04-28,2025-05-02,4,False,True
1225,1225,2024-11-01,2024-11-05,4,False,True
1226,1226,2025-12-14,2025-12-14,0,False,True
1227,1227,2024-03-21,2024-03-24,3,False,True
1228,1228,2025-12-24,2025-12-30,6,False,True
1229,1229,2024-04-24,2024-04-27,3,False,True
1230,1230,2024-07-30,2024-08-01,2,False,True
1231,1231,2025-08-27,2025-09-03,7,False,True
1232,1232,2025-06-21,2025-06-24,3,False,True
1233,1233,2025-12-11,2025-12-18,7,False,True
1234,1234,2025-07-07,2025-07-17,10,True,True
1235,1235,2025-04-12,2025-04-16,4,False,True
1236,1236,2024-09-15,2024-09-21,6,False,False
1237,1237,2024-01-06,2024-01-07,1,False,True
1238,1238,2024-04-02,2024-04-03,1,False,True
1239,1239,2024-08-08,2024-08-12,4,False,True
1240,1240,2024-02-01,2024-02-07,6,False,True
1241,1241,2025-01-11,2025-01-15,4,False,True
1242,1242,2025-07-26,2025-08-01,6,False,True
1243,1243,2025-12-09,2025-12-10,1,False,True
1244,1244,2024-12-24,2024-12-28,4,False,True
1245,1245,2025-10-03,2025-10-06,3,False,True
1246,1246,2025-12-24,2025-12-26,2,False,True
1247,1247,2025-09-23,2025-09-25,2,False,True
1248,1248,2024-12-10,2024-12-14,4,False,True
1249,1249,2024-08-29,2024-09-01,3,False,True
1250,1250,2025-12-17,2025-12-21,4,False,True
1251,1251,2024-06-28,2024-06-28,0,False,False
1252,1252,2024-10-31,2024-11-05,5,False,False
1253,1253,2024-02-27,2024-03-02,4,False,True
1254,1254,2025-08-06,2025-08-11,5,False,True
1255,1255,2025-04-24,2025-04-28,4,False,True
1256,1256,2024-03-05,2024-03-14,9,True,True
1257,1257,2024-06-12,2024-06-13,1,False,True
1258,1258,2025-02-13,2025-02-17,4,False,True
1259,1259,2025-02-01,2025-02-02,1,False,True
1260,1260,2025-08-12,2025-08-16,4,False,False
1261,1261,2024-07-18,2024-07-21,3,False,False
1262,1262,2025-11-10,2025-11-14,4,False,True
1263,1263,2024-11-24,2024-11-30,6,False,True
1264,1264,2025-08-27,2025-09-02,6,False,False
1265,1265,2024-06-28,2024-07-04,6,False,True
1266,1266,2024-02-02,2024-02-05,3,False,True
1267,1267,2024-02-14,2024-02-23,9,True,False
1268,1268,2024-09-30,2024-10-05,5,False,True
1269,1269,2025-11-29,2025-12-02,3,False,True
1270,1270,2024-02-10,2024-02-19,9,True,True
1271,1271,2024-09-27,2024-10-01,4,False,True
1272,1272,2024-03-23,2024-03-30,7,False,True
1273,1273,2025-11-15,2025-11-21,6,False,False
1274,1274,2025-05-10,2025-05-13,3,False,True
1275,1275,2025-07-15,2025-07-18,3,False,True
1276,1276,2025-06-06,2025-06-12,6,False,True
1277,1277,2025-04-27,2025-05-04,7,False,True
1278,1278,2025-07-21,2025-07-26,5,False,True
1279,1279,2024-01-07,2024-01-12,5,False,True
1280,1280,2025-09-27,2025-10-04,7,False,False
1281,1281,2025-06-27,2025-07-01,4,False,True
1282,1282,2025-06-29,2025-07-03,4,False,True
1283,1283,2024-10-17,2024-10-22,5,False,False
1284,1284,2025-08-12,2025-08-15,3,False,False
1285,1285,2024-10-07,2024-10-14,7,False,False
1286,1286,2024-02-06,2024-02-09,3,False,True
1287,1287,2025-10-27,2025-11-01,5,False,True
1288,1288,2024-06-22,2024-06-30,8,True,True
1289,1289,2024-03-20,2024-03-27,7,False,True
1290,1290,2025-04-02,2025-04-11,9,True,True
1291,1291,2024-06-22,2024-06-25,3,False,True
1292,1292,2025-09-24,2025-09-28,4,False,False
1293,1293,2024-11-25,2024-11-27,2,False,True
1294,1294,2024-01-08,2024-01-11,3,False,True
1295,1295,2025-11-29,2025-12-03,4,False,True
1296,1296,2025-01-13,2025-01-17,4,False,True
1297,1297,2024-07-12,2024-07-18,6,False,True
1298,1298,2025-05-11,2025-05-11,0,False,True
1299,1299,2025-01-27,2025-01-31,4,False,True
1300,1300,2024-01-23,2024-01-27,4,False,True
1301,1301,2025-07-12,2025-07-16,4,False,True
1302,1302,2024-10-23,2024-10-27,4,False,True
1303,1303,2025-05-29,2025-06-02,4,False,True
1304,1304,2025-10-17,2025-10-18,1,False,True
1305,1305,2025-03-25,2025-03-29,4,False,True
1306,1306,2025-05-07,2025-05-09,2,False,True
1307,1307,2024-07-07,2024-07-12,5,False,True
1308,1308,2024-06-27,2024-06-29,2,False,True
1309,1309,2024-11-02,2024-11-13,11,True,True
1310,1310,2025-09-18,2025-09-22,4,False,True
1311,1311,2025-01-19,2025-01-23,4,False,True
1312,1312,2024-09-16,2024-09-20,4,False,False
1313,1313,2025-07-26,2025-07-29,3,False,True
1314,1314,2025-09-19,2025-09-24,5,False,True
1315,1315,2025-10-24,2025-10-30,6,False,True
1316,1316,2024-08-08,2024-08-09,1,False,False
1317,1317,2025-06-04,2025-06-13,9,True,True
1318,1318,2025-03-08,2025-03-17,9,True,True
1319,1319,2024-11-29,2024-12-05,6,False,True
1320,1320,2024-10-20,2024-10-27,7,False,True
1321,1321,2024-03-26,2024-03-30,4,False,True
1322,1322,2024-07-23,2024-07-24,1,False,True
1323,1323,2025-02-06,2025-02-08,2,False,True
1324,1324,2025-10-13,2025-10-16,3,False,True
1325,1325,2025-09-28,2025-10-04,6,False,True
1326,1326,2024-05-22,2024-05-25,3,False,True
1327,1327,2025-05-15,2025-05-18,3,False,True
1328,1328,2024-03-06,2024-03-11,5,False,True
1329,1329,2025-05-10,2025-05-17,7,False,False
1330,1330,2024-09-09,2024-09-15,6,False,True
1331,1331,2024-11-29,2024-12-06,7,False,True
1332,1332,2025-06-09,2025-06-15,6,False,True
1333,1333,2024-11-10,2024-11-16,6,False,True
1334,1334,2025-08-15,2025-08-17,2,False,True
1335,1335,2025-01-29,2025-02-01,3,False,True
1336,1336,2026-01-03,2026-01-11,8,True,True
1337,1337,2025-04-15,2025-04-17,2,False,True
1338,1338,2024-08-06,2024-08-11,5,False,True
1339,1339,2025-07-25,2025-07-28,3,False,False
1340,1340,2024-10-30,2024-11-01,2,False,True
1341,1341,2025-01-29,2025-02-06,8,True,True
1342,1342,2024-04-13,2024-04-16,3,False,True
1343,1343,2024-03-29,2024-04-03,5,False,True
1344,1344,2025-02-26,2025-03-02,4,False,True
1345,1345,2024-05-18,2024-05-25,7,False,True
1346,1346,2026-01-03,2026-01-11,8,True,True
1347,1347,2025-09-22,2025-09-23,1,False,True
1348,1348,2025-05-31,2025-06-04,4,False,True
1349,1349,2025-06-26,2025-07-03,7,False,True
1350,1350,2025-03-12,2025-03-15,3,False,True
1351,1351,2024-02-18,2024-02-26,8,True,True
1352,1352,2024-10-16,2024-10-19,3,False,True
1353,1353,2024-12-29,2024-12-31,2,False,True
1354,1354,2025-11-04,2025-11-10,6,False,True
1355,1355,2024-06-14,2024-06-17,3,False,True
1356,1356,2025-01-01,2025-01-04,3,False,True
1357,1357,2024-09-10,2024-09-12,2,False,True
1358,1358,2024-04-10,2024-04-15,5,False,True
1359,1359,2024-03-20,2024-03-21,1,False,True
1360,1360,2024-09-28,2024-10-05,7,False,True
1361,1361,2024-03-03,2024-03-13,10,True,True
1362,1362,2024-02-23,2024-02-29,6,False,True
1363,1363,2024-09-17,2024-09-27,10,True,True
1364,1364,2024-05-28,2024-05-30,2,False,True
1365,1365,2025-02-11,2025-02-14,3,False,True
1366,1366,2024-01-15,2024-01-18,3,False,True
1367,1367,2024-08-12,2024-08-15,3,False,True
1368,1368,2024-12-01,2024-12-02,1,False,True
1369,1369,2025-12-08,2025-12-13,5,False,False
1370,1370,2025-04-10,2025-04-13,3,False,True
1371,1371,2025-10-08,2025-10-12,4,False,False
1372,1372,2024-09-12,2024-09-18,6,False,False
1373,1373,2024-11-29,2024-12-04,5,False,True
1374,1374,2024-11-04,2024-11-07,3,False,True
1375,1375,2025-10-13,2025-10-19,6,False,False
1376,1376,2025-12-06,2025-12-11,5,False,True
1377,1377,2025-12-06,2025-12-09,3,False,True
1378,1378,2025-07-08,2025-07-11,3,False,True
1379,1379,2025-01-05,2025-01-11,6,False,True
1380,1380,2025-02-01,2025-02-07,6,False,True
1381,1381,2025-12-22,2025-12-23,1,False,True
1382,1382,2024-07-30,2024-08-01,2,False,True
1383,1383,2024-09-11,2024-09-16,5,False,True
1384,1384,2025-10-18,2025-10-22,4,False,True
1385,1385,2024-10-14,2024-10-20,6,False,True
1386,1386,2024-06-24,2024-07-02,8,True,True
1387,1387,2025-02-18,2025-02-24,6,False,True
1388,1388,2024-08-30,2024-09-01,2,False,True
1389,1389,2025-10-17,2025-10-21,4,False,True
1390,1390,2025-10-31,2025-11-07,7,False,True
1391,1391,2024-08-16,2024-08-20,4,False,False
1392,1392,2025-01-25,2025-02-02,8,True,True
1393,1393,2025-12-24,2025-12-26,2,False,True
1394,1394,2025-07-01,2025-07-04,3,False,True
1395,1395,2024-06-11,2024-06-17,6,False,True
1396,1396,2025-03-12,2025-03-15,3,False,True
1397,1397,2025-04-03,2025-04-03,0,False,True
1398,1398,2025-04-24,2025-04-27,3,False,True
1399,1399,2024-01-22,2024-01-27,5,False,True
1400,1400,2024-08-11,2024-08-17,6,False,True
1401,1401,2025-09-17,2025-09-24,7,False,True
1402,1402,2024-06-26,2024-06-30,4,False,True
1403,1403,2024-08-11,2024-08-16,5,False,True
1404,1404,2024-08-28,2024-09-01,4,False,True
1405,1405,2024-05-12,2024-05-17,5,False,True
1406,1406,2024-04-28,2024-05-02,4,False,True
1407,1407,2024-09-12,2024-09-17,5,False,True
1408,1408,2025-10-04,2025-10-07,3,False,True
1409,1409,2024-01-07,2024-01-15,8,True,True
1410,1410,2024-07-28,2024-07-28,0,False,False
1411,1411,2024-02-19,2024-02-24,5,False,True
1412,1412,2025-02-19,2025-02-24,5,False,True
1413,1413,2024-07-06,2024-07-11,5,False,True
1414,1414,2025-08-02,2025-08-04,2,False,True
1415,1415,2025-03-08,2025-03-09,1,False,True
1416,1416,2025-07-29,2025-08-03,5,False,False
1417,1417,2025-04-11,2025-04-18,7,False,True
1418,1418,2024-11-19,2024-11-23,4,False,True
1419,1419,2025-09-24,2025-09-30,6,False,False
1420,1420,2024-12-16,2024-12-19,3,False,True
1421,1421,2025-11-29,2025-12-04,5,False,True
1422,1422,2025-12-29,2026-01-04,6,False,True
1423,1423,2025-03-10,2025-03-13,3,False,True
1424,1424,2025-05-10,2025-05-21,11,True,False
1425,1425,2024-07-09,2024-07-18,9,True,True
1426,1426,2025-08-23,2025-08-26,3,False,True
1427,1427,2025-05-08,2025-05-13,5,False,True
1428,1428,2025-10-26,2025-11-03,8,True,True
1429,1429,2024-07-16,2024-07-20,4,False,True
1430,1430,2025-08-03,2025-08-05,2,False,True
1431,1431,2024-12-12,2024-12-20,8,True,True
1432,1432,2024-05-18,2024-05-22,4,False,True
1433,1433,2024-05-06,2024-05-11,5,False,True
1434,1434,2025-02-18,2025-02-21,3,False,True
1435,1435,2024-08-25,2024-09-01,7,False,False
1436,1436,2024-03-18,2024-03-21,3,False,False
1437,1437,2024-11-09,2024-11-18,9,True,True
1438,1438,2025-04-26,2025-05-02,6,False,True
1439,1439,2024-08-25,2024-09-02,8,True,True
1440,1440,2025-12-04,2025-12-06,2,False,True
1441,1441,2025-07-28,2025-07-28,0,False,True
1442,1442,2025-01-11,2025-01-15,4,False,True
1443,1443,2025-11-16,2025-11-25,9,True,True
1444,1444,2024-11-17,2024-11-20,3,False,True
1445,1445,2024-04-13,2024-04-19,6,False,True
1446,1446,2024-02-01,2024-02-03,2,False,True
1447,1447,2025-11-17,2025-11-19,2,False,True
1448,1448,2025-12-05,2025-12-11,6,False,True
1449,1449,2025-06-25,2025-07-03,8,True,True
1450,1450,2024-03-21,2024-03-27,6,False,False
1451,1451,2024-08-05,2024-08-05,0,False,True
1452,1452,2024-02-05,2024-02-10,5,False,True
1453,1453,2024-02-08,2024-02-10,2,False,True
1454,1454,2024-06-29,2024-07-02,3,False,True
1455,1455,2025-02-25,2025-03-06,9,True,True
1456,1456,2024-02-18,2024-02-25,7,False,False
1457,1457,2025-12-23,2025-12-30,7,False,True
1458,1458,2024-12-02,2024-12-07,5,False,True
1459,1459,2024-07-14,2024-07-19,5,False,True
1460,1460,2025-01-16,2025-01-28,12,True,True
1461,1461,2025-08-01,2025-08-02,1,False,True
1462,1462,2024-08-18,2024-08-26,8,True,True
1463,1463,2024-02-05,2024-02-16,11,True,True
1464,1464,2024-02-10,2024-02-16,6,False,True
1465,1465,2025-09-16,2025-09-19,3,False,True
1466,1466,2024-03-25,2024-03-27,2,False,False
1467,1467,2025-04-10,2025-04-15,5,False,True
1468,1468,2024-10-11,2024-10-15,4,False,True
1469,1469,2025-07-26,2025-07-30,4,False,True
1470,1470,2024-02-15,2024-02-19,4,False,True
1471,1471,2025-10-22,2025-10-29,7,False,False
1472,1472,2025-05-27,2025-06-04,8,True,True
1473,1473,2024-11-29,2024-12-06,7,False,True
1474,1474,2024-06-05,2024-06-10,5,False,True
1475,1475,2025-12-18,2025-12-19,1,False,True
1476,1476,2024-08-09,2024-08-14,5,False,True
1477,1477,2024-12-26,2024-12-31,5,False,True
1478,1478,2024-10-19,2024-10-29,10,True,False
1479,1479,2024-06-19,2024-06-21,2,False,True
1480,1480,2024-11-04,2024-11-10,6,False,True
1481,1481,2024-04-25,2024-05-03,8,True,True
1482,1482,2024-01-07,2024-01-09,2,False,True
1483,1483,2024-08-01,2024-08-06,5,False,True
1484,1484,2024-03-27,2024-03-29,2,False,True
1485,1485,2024-11-01,2024-11-05,4,False,True
1486,1486,2025-09-27,2025-09-29,2,False,True
1487,1487,2024-04-29,2024-05-02,3,False,True
1488,1488,2024-01-04,2024-01-07,3,False,True
1489,1489,2024-03-26,2024-03-31,5,False,False
1490,1490,2025-01-07,2025-01-16,9,True,True
1491,1491,2024-07-22,2024-07-28,6,False,True
1492,1492,2024-12-25,2024-12-30,5,False,True
1493,1493,2024-01-27,2024-02-01,5,False,True
1494,1494,2024-09-03,2024-09-05,2,False,False
1495,1495,2024-10-27,2024-10-31,4,False,True
1496,1496,2024-11-12,2024-11-17,5,False,False
1497,1497,2025-02-07,2025-02-09,2,False,True
1498,1498,2025-07-25,2025-07-30,5,False,True
1499,1499,2024-12-10,2024-12-14,4,False,False
1500,1500,2025-09-08,2025-09-12,4,False,True
1501,1501,2025-01-24,2025-01-30,6,False,True
1502,1502,2024-07-11,2024-07-14,3,False,True
1503,1503,2024-06-19,2024-06-25,6,False,False
1504,1504,2024-08-26,2024-09-02,7,False,True
1505,1505,2025-03-15,2025-03-22,7,False,False
1506,1506,2024-07-01,2024-07-05,4,False,True
1507,1507,2025-11-01,2025-11-03,2,False,True
1508,1508,2024-12-18,2024-12-21,3,False,True
1509,1509,2025-09-26,2025-09-27,1,False,True
1510,1510,2025-05-15,2025-05-21,6,False,True
1511,1511,2024-09-04,2024-09-09,5,False,True
1512,1512,2024-06-18,2024-06-22,4,False,True
1513,1513,2025-06-29,2025-06-30,1,False,True
1514,1514,2024-08-31,2024-09-03,3,False,True
1515,1515,2024-07-02,2024-07-09,7,False,False
1516,1516,2025-11-16,2025-11-21,5,False,True
1517,1517,2024-12-20,2024-12-26,6,False,False
1518,1518,2024-02-08,2024-02-19,11,True,True
1519,1519,2024-12-28,2025-01-02,5,False,True
1520,1520,2024-12-04,2024-12-04,0,False,True
1521,1521,2025-09-27,2025-09-29,2,False,True
1522,1522,2025-06-08,2025-06-13,5,False,True
1523,1523,2024-05-24,2024-05-28,4,False,True
1524,1524,2024-04-22,2024-04-26,4,False,True
1525,1525,2025-03-22,2025-03-26,4,False,True
1526,1526,2024-02-07,2024-02-09,2,False,True
1527,1527,2024-08-22,2024-08-27,5,False,False
1528,1528,2024-04-12,2024-04-19,7,False,False
1529,1529,2024-01-19,2024-01-26,7,False,False
1530,1530,2025-11-04,2025-11-11,7,False,True
1531,1531,2024-03-07,2024-03-09,2,False,True
1532,1532,2024-01-08,2024-01-12,4,False,True
1533,1533,2025-11-16,2025-11-19,3,False,True
1534,1534,2024-05-21,2024-05-26,5,False,False
1535,1535,2025-08-21,2025-08-25,4,False,True
1536,1536,2024-01-25,2024-01-29,4,False,True
1537,1537,2024-04-25,2024-05-05,10,True,True
1538,1538,2024-03-22,2024-03-26,4,False,True
1539,1539,2025-06-05,2025-06-09,4,False,True
1540,1540,2025-04-01,2025-04-06,5,False,True
1541,1541,2024-12-15,2024-12-20,5,False,True
1542,1542,2024-06-28,2024-07-07,9,True,True
1543,1543,2024-03-06,2024-03-14,8,True,True
1544,1544,2025-02-22,2025-02-23,1,False,True
1545,1545,2024-06-20,2024-06-25,5,False,True
1546,1546,2025-03-12,2025-03-16,4,False,True
1547,1547,2025-05-22,2025-05-25,3,False,True
1548,1548,2025-09-16,2025-10-01,15,True,True
1549,1549,2024-12-29,2025-01-05,7,False,True
1550,1550,2024-01-09,2024-01-12,3,False,True
1551,1551,2024-07-25,2024-08-01,7,False,True
1552,1552,2025-09-17,2025-09-18,1,False,True
1553,1553,2025-01-27,2025-02-01,5,False,True
1554,1554,2025-03-31,2025-04-02,2,False,True
1555,1555,2024-12-04,2024-12-07,3,False,True
1556,1556,2024-05-01,2024-05-05,4,False,True
1557,1557,2025-10-22,2025-10-25,3,False,True
1558,1558,2025-07-22,2025-07-22,0,False,True
1559,1559,2026-01-01,2026-01-06,5,False,True
1560,1560,2025-09-18,2025-09-28,10,True,True
1561,1561,2024-08-01,2024-08-05,4,False,True
1562,1562,2024-07-06,2024-07-19,13,True,True
1563,1563,2024-07-01,2024-07-04,3,False,True
1564,1564,2025-11-07,2025-11-08,1,False,True
1565,1565,2025-02-15,2025-02-15,0,False,True
1566,1566,2024-12-03,2024-12-09,6,False,True
1567,1567,2025-12-10,2025-12-16,6,False,True
1568,1568,2025-03-18,2025-03-23,5,False,True
1569,1569,2025-10-28,2025-11-02,5,False,True
1570,1570,2025-12-21,2025-12-27,6,False,True
1571,1571,2024-03-01,2024-03-06,5,False,True
1572,1572,2024-09-22,2024-09-24,2,False,True
1573,1573,2025-06-22,2025-06-26,4,False,True
1574,1574,2025-08-21,2025-08-24,3,False,True
1575,1575,2024-04-23,2024-04-26,3,False,True
1576,1576,2024-08-22,2024-08-28,6,False,True
1577,1577,2025-02-09,2025-02-16,7,False,True
1578,1578,2025-08-11,2025-08-11,0,False,True
1579,1579,2024-03-24,2024-03-27,3,False,True
1580,1580,2025-03-16,2025-03-20,4,False,True
1581,1581,2024-08-05,2024-08-11,6,False,False
1582,1582,2024-06-11,2024-06-12,1,False,False
1583,1583,2025-01-15,2025-01-15,0,False,True
1584,1584,2024-11-03,2024-11-09,6,False,False
1585,1585,2025-04-12,2025-04-18,6,False,True
1586,1586,2024-08-21,2024-08-25,4,False,False
1587,1587,2025-08-29,2025-09-02,4,False,False
1588,1588,2024-03-03,2024-03-13,10,True,True
1589,1589,2025-09-26,2025-09-28,2,False,True
1590,1590,2024-01-27,2024-01-31,4,False,True
1591,1591,2025-06-23,2025-06-28,5,False,True
1592,1592,2024-09-13,2024-09-14,1,False,True
1593,1593,2024-10-10,2024-10-13,3,False,True
1594,1594,2024-01-16,2024-01-17,1,False,True
