payment_id,customer_id,payment_date,amount,payment_status
2523,231,2025-06-02,39.33,paid
2524,231,2025-07-02,39.33,paid
2525,231,2025-08-01,39.33,paid
2526,231,2025-08-31,39.33,failed
2527,231,2025-09-30,39.33,paid
2528,231,2025-10-30,39.33,paid
2529,231,2025-11-29,39.33,paid
2530,231,2025-12-29,39.33,paid
2531,232,2025-09-18,46.02,paid
2532,232,2025-10-18,46.02,paid
2533,233,2024-01-15,32.19,paid
2534,233,2024-02-14,32.19,paid
2535,233,2024-03-15,32.19,paid
2536,233,2024-04-14,32.19,paid
2537,233,2024-05-14,32.19,paid
2538,233,2024-06-13,32.19,paid
2539,233,2024-07-13,32.19,failed
2540,233,2024-08-12,32.19,paid
2541,233,2024-09-11,32.19,paid
2542,233,2024-10-11,32.19,paid
2543,233,2024-11-10,32.19,paid
2544,233,2024-12-10,32.19,paid
2545,233,2025-01-09,32.19,paid
2546,233,2025-02-08,32.19,paid
2547,233,2025-03-10,32.19,paid
2548,233,2025-04-09,32.19,paid
2549,233,2025-05-09,32.19,paid
2550,233,2025-06-08,32.19,paid
2551,233,2025-07-08,32.19,paid
2552,233,2025-08-07,32.19,paid
2553,233,2025-09-06,32.19,paid
2554,233,2025-10-06,32.19,paid
2555,233,2025-11-05,32.19,paid
2556,233,2025-12-05,32.19,paid
2557,234,2025-07-08,37.55,paid
2558,234,2025-08-07,37.55,paid
2559,234,2025-09-06,37.55,paid
2560,235,2024-12-26,48.11,paid
2561,235,2025-01-25,48.11,paid
2562,235,2025-02-24,48.11,paid
2563,235,2025-03-26,48.11,paid
2564,235,2025-04-25,48.11,paid
2565,235,2025-05-25,48.11,paid
2566,235,2025-06-24,48.11,paid
2567,235,2025-07-24,48.11,paid
2568,235,2025-08-23,48.11,paid
2569,235,2025-09-22,48.11,paid
2570,235,2025-10-22,48.11,paid
2571,235,2025-11-21,48.11,paid
2572,235,2025-12-21,48.11,paid
2573,236,2025-06-09,52.01,paid
2574,236,2025-07-09,52.01,paid
2575,236,2025-08-08,52.01,paid
2576,236,2025-09-07,52.01,paid
2577,236,2025-10-07,52.01,paid
2578,236,2025-11-06,52.01,paid
2579,236,2025-12-06,52.01,paid
2580,237,2025-04-29,34.18,paid
2581,237,2025-05-29,34.18,paid
2582,237,2025-06-28,34.18,paid
2583,237,2025-07-28,34.18,paid
2584,237,2025-08-27,34.18,paid
2585,237,2025-09-26,34.18,paid
2586,237,2025-10-26,34.18,paid
2587,237,2025-11-25,34.18,paid
2588,237,2025-12-25,34.18,paid
2589,238,2024-11-11,27.06,paid
2590,238,2024-12-11,27.06,paid
2591,238,2025-01-10,27.06,paid
2592,238,2025-02-09,27.06,paid
2593,238,2025-03-11,27.06,paid
2594,238,2025-04-10,27.06,paid
2595,238,2025-05-10,27.06,paid
2596,238,2025-06-09,27.06,paid
2597,238,2025-07-09,27.06,paid
2598,238,2025-08-08,27.06,paid
2599,238,2025-09-07,27.06,paid
2600,238,2025-10-07,27.06,paid
2601,238,2025-11-06,27.06,paid
2602,238,2025-12-06,27.06,paid
2603,239,2024-08-13,31.99,paid
2604,239,2024-09-12,31.99,paid
2605,239,2024-10-12,31.99,paid
2606,239,2024-11-11,31.99,paid
2607,239,2024-12-11,31.99,paid
2608,239,2025-01-10,31.99,paid
2609,239,2025-02-09,31.99,paid
2610,239,2025-03-11,31.99,paid
2611,239,2025-04-10,31.99,paid
2612,239,2025-05-10,31.99,paid
2613,239,2025-06-09,31.99,paid
2614,239,2025-07-09,31.99,paid
2615,239,2025-08-08,31.99,paid
2616,239,2025-09-07,31.99,paid
2617,239,2025-10-07,31.99,paid
2618,239,2025-11-06,31.99,paid
2619,239,2025-12-06,31.99,paid
2620,240,2025-04-03,30.72,paid
2621,240,2025-05-03,30.72,paid
2622,240,2025-06-02,30.72,paid
2623,240,2025-07-02,30.72,paid
2624,240,2025-08-01,30.72,paid
2625,240,2025-08-31,30.72,paid
2626,240,2025-09-30,30.72,paid
2627,240,2025-10-30,30.72,paid
2628,240,2025-11-29,30.72,paid
2629,240,2025-12-29,30.72,paid
2630,241,2024-04-12,47.99,paid
2631,241,2024-05-12,47.99,paid
2632,241,2024-06-11,47.99,paid
2633,241,2024-07-11,47.99,paid
2634,241,2024-08-10,47.99,paid
2635,241,2024-09-09,47.99,paid
2636,241,2024-10-09,47.99,paid
2637,241,2024-11-08,47.99,paid
2638,241,2024-12-08,47.99,paid
2639,241,2025-01-07,47.99,paid
2640,241,2025-02-06,47.99,paid
2641,241,2025-03-08,47.99,paid
2642,241,2025-04-07,47.99,paid
2643,241,2025-05-07,47.99,paid
2644,241,2025-06-06,47.99,paid
2645,241,2025-07-06,47.99,paid
2646,241,2025-08-05,47.99,paid
2647,241,2025-09-04,47.99,paid
2648,241,2025-10-04,47.99,failed
2649,241,2025-11-03,47.99,paid
2650,241,2025-12-03,47.99,paid
2651,242,2025-03-02,40.02,paid
2652,242,2025-04-01,40.02,paid
2653,242,2025-05-01,40.02,paid
2654,242,2025-05-31,40.02,paid
2655,242,2025-06-30,40.02,paid
2656,242,2025-07-30,40.02,paid
2657,242,2025-08-29,40.02,paid
2658,242,2025-09-28,40.02,paid
2659,242,2025-10-28,40.02,paid
2660,242,2025-11-27,40.02,paid
2661,242,2025-12-27,40.02,paid
2662,243,2024-03-10,48.91,paid
2663,243,2024-04-09,48.91,paid
2664,243,2024-05-09,48.91,paid
2665,243,2024-06-08,48.91,paid
2666,243,2024-07-08,48.91,paid
2667,243,2024-08-07,48.91,paid
2668,243,2024-09-06,48.91,paid
2669,243,2024-10-06,48.91,paid
2670,243,2024-11-05,48.91,paid
2671,243,2024-12-05,48.91,paid
2672,243,2025-01-04,48.91,paid
2673,243,2025-02-03,48.91,paid
2674,243,2025-03-05,48.91,paid
2675,243,2025-04-04,48.91,paid
2676,243,2025-05-04,48.91,paid
2677,243,2025-06-03,48.91,paid
2678,243,2025-07-03,48.91,paid
2679,243,2025-08-02,48.91,paid
2680,243,2025-09-01,48.91,paid
2681,243,2025-10-01,48.91,paid
2682,243,2025-10-31,48.91,failed
2683,243,2025-11-30,48.91,paid
2684,243,2025-12-30,48.91,paid
2685,244,2025-04-20,44.75,paid
2686,244,2025-05-20,44.75,paid
2687,244,2025-06-19,44.75,paid
2688,244,2025-07-19,44.75,paid
2689,244,2025-08-18,44.75,paid
2690,244,2025-09-17,44.75,paid
2691,244,2025-10-17,44.75,paid
2692,244,2025-11-16,44.75,paid
2693,244,2025-12-16,44.75,paid
2694,245,2025-04-04,48.2,paid
2695,245,2025-05-04,48.2,paid
2696,245,2025-06-03,48.2,paid
2697,245,2025-07-03,48.2,paid
2698,245,2025-08-02,48.2,paid
2699,245,2025-09-01,48.2,paid
2700,245,2025-10-01,48.2,paid
2701,245,2025-10-31,48.2,paid
2702,245,2025-11-30,48.2,paid
2703,245,2025-12-30,48.2,paid
2704,246,2024-03-02,38.56,paid
2705,246,2024-04-01,38.56,failed
2706,246,2024-05-01,38.56,paid
2707,246,2024-05-31,38.56,failed
2708,246,2024-06-30,38.56,paid
2709,246,2024-07-30,38.56,paid
2710,246,2024-08-29,38.56,paid
2711,246,2024-09-28,38.56,paid
2712,246,2024-10-28,38.56,paid
2713,246,2024-11-27,38.56,paid
2714,246,2024-12-27,38.56,paid
2715,246,2025-01-26,38.56,paid
2716,246,2025-02-25,38.56,paid
2717,246,2025-03-27,38.56,paid
2718,246,2025-04-26,38.56,paid
2719,246,2025-05-26,38.56,paid
2720,246,2025-06-25,38.56,paid
2721,246,2025-07-25,38.56,paid
2722,246,2025-08-24,38.56,paid
2723,246,2025-09-23,38.56,paid
2724,246,2025-10-23,38.56,paid
2725,246,2025-11-22,38.56,paid
2726,246,2025-12-22,38.56,paid
2727,247,2025-07-07,35.62,paid
2728,247,2025-08-06,35.62,failed
2729,247,2025-09-05,35.62,paid
2730,247,2025-10-05,35.62,paid
2731,247,2025-11-04,35.62,paid
2732,247,2025-12-04,35.62,paid
2733,248,2024-10-30,39.2,paid
2734,248,2024-11-29,39.2,paid
2735,248,2024-12-29,39.2,paid
2736,248,2025-01-28,39.2,paid
2737,248,2025-02-27,39.2,paid
2738,248,2025-03-29,39.2,paid
2739,248,2025-04-28,39.2,paid
2740,248,2025-05-28,39.2,paid
2741,248,2025-06-27,39.2,paid
2742,248,2025-07-27,39.2,paid
2743,248,2025-08-26,39.2,failed
2744,248,2025-09-25,39.2,paid
2745,248,2025-10-25,39.2,paid
2746,248,2025-11-24,39.2,paid
2747,248,2025-12-24,39.2,paid
2748,249,2025-07-29,41.47,paid
2749,249,2025-08-28,41.47,paid
2750,249,2025-09-27,41.47,paid
2751,249,2025-10-27,41.47,paid
2752,249,2025-11-26,41.47,paid
2753,249,2025-12-26,41.47,paid
2754,250,2024-01-31,30.04,paid
2755,250,2024-03-01,30.04,paid
2756,250,2024-03-31,30.04,paid
2757,250,2024-04-30,30.04,paid
2758,250,2024-05-30,30.04,paid
2759,250,2024-06-29,30.04,paid
2760,250,2024-07-29,30.04,paid
2761,250,2024-08-28,30.04,failed
2762,250,2024-09-27,30.04,paid
2763,250,2024-10-27,30.04,paid
2764,250,2024-11-26,30.04,paid
2765,250,2024-12-26,30.04,paid
2766,250,2025-01-25,30.04,paid
2767,250,2025-02-24,30.04,paid
2768,250,2025-03-26,30.04,paid
2769,250,2025-04-25,30.04,paid
2770,250,2025-05-25,30.04,paid
2771,250,2025-06-24,30.04,paid
2772,250,2025-07-24,30.04,paid
2773,250,2025-08-23,30.04,paid
2774,250,2025-09-22,30.04,paid
2775,250,2025-10-22,30.04,paid
2776,250,2025-11-21,30.04,paid
2777,250,2025-12-21,30.04,paid
2778,251,2024-05-11,50.78,paid
2779,251,2024-06-10,50.78,paid
2780,251,2024-07-10,50.78,paid
2781,251,2024-08-09,50.78,paid
2782,251,2024-09-08,50.78,paid
2783,251,2024-10-08,50.78,paid
2784,251,2024-11-07,50.78,paid
2785,251,2024-12-07,50.78,paid
2786,251,2025-01-06,50.78,paid
2787,251,2025-02-05,50.78,paid
2788,251,2025-03-07,50.78,paid
2789,251,2025-04-06,50.78,paid
2790,251,2025-05-06,50.78,paid
2791,251,2025-06-05,50.78,paid
2792,251,2025-07-05,50.78,paid
2793,251,2025-08-04,50.78,paid
2794,251,2025-09-03,50.78,paid
2795,251,2025-10-03,50.78,paid
2796,251,2025-11-02,50.78,paid
2797,251,2025-12-02,50.78,paid
2798,252,2024-12-27,45.15,paid
2799,252,2025-01-26,45.15,paid
2800,252,2025-02-25,45.15,failed
2801,252,2025-03-27,45.15,paid
2802,252,2025-04-26,45.15,paid
2803,252,2025-05-26,45.15,paid
2804,252,2025-06-25,45.15,paid
2805,252,2025-07-25,45.15,paid
2806,252,2025-08-24,45.15,paid
2807,252,2025-09-23,45.15,paid
2808,252,2025-10-23,45.15,paid
2809,252,2025-11-22,45.15,paid
2810,252,2025-12-22,45.15,paid
2811,253,2024-05-17,30.06,paid
2812,253,2024-06-16,30.06,paid
2813,253,2024-07-16,30.06,paid
2814,253,2024-08-15,30.06,failed
2815,253,2024-09-14,30.06,paid
2816,253,2024-10-14,30.06,paid
2817,253,2024-11-13,30.06,paid
2818,253,2024-12-13,30.06,paid
2819,253,2025-01-12,30.06,paid
2820,254,2024-08-29,33.5,paid
2821,254,2024-09-28,33.5,paid
2822,254,2024-10-28,33.5,paid
2823,254,2024-11-27,33.5,paid
2824,254,2024-12-27,33.5,paid
2825,254,2025-01-26,33.5,paid
2826,254,2025-02-25,33.5,paid
2827,254,2025-03-27,33.5,paid
2828,254,2025-04-26,33.5,paid
2829,254,2025-05-26,33.5,paid
2830,254,2025-06-25,33.5,paid
2831,254,2025-07-25,33.5,paid
2832,254,2025-08-24,33.5,paid
2833,254,2025-09-23,33.5,paid
2834,254,2025-10-23,33.5,paid
2835,254,2025-11-22,33.5,paid
2836,254,2025-12-22,33.5,paid
2837,255,2025-04-27,32.96,paid
2838,255,2025-05-27,32.96,paid
2839,255,2025-06-26,32.96,paid
2840,255,2025-07-26,32.96,paid
2841,255,2025-08-25,32.96,paid
2842,255,2025-09-24,32.96,paid
2843,255,2025-10-24,32.96,paid
2844,255,2025-11-23,32.96,paid
2845,255,2025-12-23,32.96,paid
2846,256,2024-04-15,37.19,paid
2847,256,2024-05-15,37.19,paid
2848,256,2024-06-14,37.19,paid
2849,256,2024-07-14,37.19,paid
2850,256,2024-08-13,37.19,paid
2851,256,2024-09-12,37.19,paid
2852,256,2024-10-12,37.19,paid
2853,256,2024-11-11,37.19,paid
2854,256,2024-12-11,37.19,paid
2855,256,2025-01-10,37.19,paid
2856,256,2025-02-09,37.19,paid
2857,256,2025-03-11,37.19,paid
2858,256,2025-04-10,37.19,paid
2859,256,2025-05-10,37.19,paid
2860,256,2025-06-09,37.19,paid
2861,256,2025-07-09,37.19,failed
2862,256,2025-08-08,37.19,paid
2863,256,2025-09-07,37.19,paid
2864,256,2025-10-07,37.19,paid
2865,256,2025-11-06,37.19,paid
2866,256,2025-12-06,37.19,paid
2867,257,2025-05-10,36.87,paid
2868,257,2025-06-09,36.87,paid
2869,257,2025-07-09,36.87,paid
2870,257,2025-08-08,36.87,paid
2871,257,2025-09-07,36.87,paid
2872,257,2025-10-07,36.87,paid
2873,257,2025-11-06,36.87,paid
2874,257,2025-12-06,36.87,paid
2875,258,2024-03-16,54.65,paid
2876,258,2024-04-15,54.65,paid
2877,258,2024-05-15,54.65,paid
2878,258,2024-06-14,54.65,paid
2879,258,2024-07-14,54.65,paid
2880,258,2024-08-13,54.65,paid
2881,258,2024-09-12,54.65,paid
2882,258,2024-10-12,54.65,paid
2883,258,2024-11-11,54.65,paid
2884,258,2024-12-11,54.65,paid
2885,258,2025-01-10,54.65,paid
2886,258,2025-02-09,54.65,paid
2887,258,2025-03-11,54.65,paid
2888,258,2025-04-10,54.65,paid
2889,258,2025-05-10,54.65,paid
2890,258,2025-06-09,54.65,paid
2891,258,2025-07-09,54.65,paid
2892,258,2025-08-08,54.65,paid
2893,258,2025-09-07,54.65,paid
2894,258,2025-10-07,54.65,paid
2895,258,2025-11-06,54.65,paid
2896,258,2025-12-06,54.65,paid
2897,259,2024-05-08,39.11,paid
2898,259,2024-06-07,39.11,paid
2899,259,2024-07-07,39.11,paid
2900,260,2025-03-05,36.45,paid
2901,260,2025-04-04,36.45,paid
2902,260,2025-05-04,36.45,paid
2903,260,2025-06-03,36.45,paid
2904,260,2025-07-03,36.45,paid
2905,260,2025-08-02,36.45,paid
2906,260,2025-09-01,36.45,paid
2907,260,2025-10-01,36.45,failed
2908,260,2025-10-31,36.45,paid
2909,260,2025-11-30,36.45,paid
2910,260,2025-12-30,36.45,paid
2911,261,2025-08-03,47.55,paid
2912,261,2025-09-02,47.55,paid
2913,261,2025-10-02,47.55,paid
2914,261,2025-11-01,47.55,paid
2915,261,2025-12-01,47.55,paid
2916,261,2025-12-31,47.55,paid
2917,262,2024-05-04,48.36,paid
2918,262,2024-06-03,48.36,paid
2919,262,2024-07-03,48.36,paid
2920,262,2024-08-02,48.36,paid
2921,262,2024-09-01,48.36,paid
2922,262,2024-10-01,48.36,paid
2923,262,2024-10-31,48.36,paid
2924,262,2024-11-30,48.36,paid
2925,262,2024-12-30,48.36,paid
2926,262,2025-01-29,48.36,paid
2927,262,2025-02-28,48.36,paid
2928,262,2025-03-30,48.36,paid
2929,262,2025-04-29,48.36,paid
2930,262,2025-05-29,48.36,paid
2931,262,2025-06-28,48.36,paid
2932,262,2025-07-28,48.36,paid
2933,262,2025-08-27,48.36,paid
2934,262,2025-09-26,48.36,paid
2935,262,2025-10-26,48.36,paid
2936,262,2025-11-25,48.36,paid
2937,262,2025-12-25,48.36,paid
2938,263,2024-08-07,43.75,paid
2939,263,2024-09-06,43.75,paid
2940,263,2024-10-06,43.75,paid
2941,263,2024-11-05,43.75,paid
2942,263,2024-12-05,43.75,paid
2943,263,2025-01-04,43.75,failed
2944,263,2025-02-03,43.75,paid
2945,263,2025-03-05,43.75,paid
2946,263,2025-04-04,43.75,paid
2947,263,2025-05-04,43.75,paid
2948,263,2025-06-03,43.75,paid
2949,263,2025-07-03,43.75,paid
2950,263,2025-08-02,43.75,paid
2951,263,2025-09-01,43.75,paid
2952,263,2025-10-01,43.75,paid
2953,263,2025-10-31,43.75,paid
2954,263,2025-11-30,43.75,paid
2955,263,2025-12-30,43.75,paid
2956,264,2025-11-07,40.13,paid
2957,264,2025-12-07,40.13,paid
2958,265,2025-12-24,32.03,paid
2959,266,2025-02-28,43.19,paid
2960,266,2025-03-30,43.19,paid
2961,266,2025-04-29,43.19,paid
2962,266,2025-05-29,43.19,paid
2963,266,2025-06-28,43.19,paid
2964,266,2025-07-28,43.19,paid
2965,266,2025-08-27,43.19,paid
2966,266,2025-09-26,43.19,paid
2967,266,2025-10-26,43.19,paid
2968,266,2025-11-25,43.19,paid
2969,266,2025-12-25,43.19,paid
2970,267,2024-11-22,46.83,paid
2971,267,2024-12-22,46.83,paid
2972,267,2025-01-21,46.83,paid
2973,267,2025-02-20,46.83,paid
2974,267,2025-03-22,46.83,paid
2975,267,2025-04-21,46.83,paid
2976,267,2025-05-21,46.83,paid
2977,267,2025-06-20,46.83,paid
2978,267,2025-07-20,46.83,failed
2979,267,2025-08-19,46.83,paid
2980,267,2025-09-18,46.83,paid
2981,267,2025-10-18,46.83,paid
2982,267,2025-11-17,46.83,paid
2983,267,2025-12-17,46.83,paid
2984,268,2024-09-10,53.64,paid
2985,268,2024-10-10,53.64,paid
2986,268,2024-11-09,53.64,paid
2987,268,2024-12-09,53.64,paid
2988,268,2025-01-08,53.64,paid
2989,268,2025-02-07,53.64,paid
2990,268,2025-03-09,53.64,paid
2991,268,2025-04-08,53.64,paid
2992,268,2025-05-08,53.64,paid
2993,268,2025-06-07,53.64,paid
2994,268,2025-07-07,53.64,paid
2995,268,2025-08-06,53.64,paid
2996,268,2025-09-05,53.64,paid
2997,268,2025-10-05,53.64,paid
2998,268,2025-11-04,53.64,paid
2999,268,2025-12-04,53.64,paid
3000,269,2025-03-23,36.03,paid
3001,269,2025-04-22,36.03,paid
3002,269,2025-05-22,36.03,paid
3003,269,2025-06-21,36.03,paid
3004,269,2025-07-21,36.03,paid
3005,269,2025-08-20,36.03,paid
3006,269,2025-09-19,36.03,paid
3007,269,2025-10-19,36.03,paid
3008,269,2025-11-18,36.03,paid
3009,269,2025-12-18,36.03,paid
3010,270,2025-03-07,39.9,paid
3011,270,2025-04-06,39.9,paid
3012,271,2024-08-03,35.49,paid
3013,271,2024-09-02,35.49,paid
3014,271,2024-10-02,35.49,paid
3015,271,2024-11-01,35.49,paid
3016,271,2024-12-01,35.49,paid
3017,271,2024-12-31,35.49,paid
3018,271,2025-01-30,35.49,paid
3019,271,2025-03-01,35.49,paid
3020,271,2025-03-31,35.49,paid
3021,271,2025-04-30,35.49,paid
3022,271,2025-05-30,35.49,paid
3023,271,2025-06-29,35.49,paid
3024,271,2025-07-29,35.49,paid
3025,271,2025-08-28,35.49,paid
3026,271,2025-09-27,35.49,paid
3027,271,2025-10-27,35.49,paid
3028,271,2025-11-26,35.49,paid
3029,271,2025-12-26,35.49,paid
3030,272,2024-01-17,30.46,paid
3031,272,2024-02-16,30.46,paid
3032,272,2024-03-17,30.46,paid
3033,272,2024-04-16,30.46,paid
3034,272,2024-05-16,30.46,paid
3035,272,2024-06-15,30.46,paid
3036,272,2024-07-15,30.46,paid
3037,272,2024-08-14,30.46,paid
3038,272,2024-09-13,30.46,paid
3039,272,2024-10-13,30.46,paid
3040,272,2024-11-12,30.46,paid
3041,272,2024-12-12,30.46,paid
3042,272,2025-01-11,30.46,paid
3043,272,2025-02-10,30.46,paid
3044,272,2025-03-12,30.46,paid
3045,272,2025-04-11,30.46,paid
3046,272,2025-05-11,30.46,paid
3047,272,2025-06-10,30.46,paid
3048,272,2025-07-10,30.46,paid
3049,272,2025-08-09,30.46,paid
3050,272,2025-09-08,30.46,paid
3051,272,2025-10-08,30.46,paid
3052,272,2025-11-07,30.46,paid
3053,272,2025-12-07,30.46,paid
3054,273,2024-04-20,35.44,paid
3055,273,2024-05-20,35.44,paid
3056,273,2024-06-19,35.44,paid
3057,273,2024-07-19,35.44,paid
3058,273,2024-08-18,35.44,paid
3059,273,2024-09-17,35.44,paid
3060,273,2024-10-17,35.44,paid
3061,273,2024-11-16,35.44,paid
3062,273,2024-12-16,35.44,paid
3063,273,2025-01-15,35.44,paid
3064,273,2025-02-14,35.44,paid
3065,273,2025-03-16,35.44,paid
3066,273,2025-04-15,35.44,paid
3067,273,2025-05-15,35.44,paid
3068,273,2025-06-14,35.44,paid
3069,273,2025-07-14,35.44,paid
3070,273,2025-08-13,35.44,paid
3071,273,2025-09-12,35.44,paid
3072,273,2025-10-12,35.44,paid
3073,273,2025-11-11,35.44,paid
3074,273,2025-12-11,35.44,paid
3075,274,2025-12-01,27.05,failed
3076,274,2025-12-31,27.05,paid
3077,275,2024-11-01,48.48,paid
3078,275,2024-12-01,48.48,paid
3079,275,2024-12-31,48.48,paid
3080,275,2025-01-30,48.48,paid
3081,275,2025-03-01,48.48,paid
3082,275,2025-03-31,48.48,paid
3083,275,2025-04-30,48.48,paid
3084,275,2025-05-30,48.48,paid
3085,275,2025-06-29,48.48,paid
3086,275,2025-07-29,48.48,paid
3087,275,2025-08-28,48.48,paid
3088,275,2025-09-27,48.48,paid
3089,275,2025-10-27,48.48,paid
3090,275,2025-11-26,48.48,paid
3091,275,2025-12-26,48.48,paid
3092,276,2024-12-18,33.66,paid
3093,276,2025-01-17,33.66,paid
3094,276,2025-02-16,33.66,paid
3095,276,2025-03-18,33.66,paid
3096,276,2025-04-17,33.66,paid
3097,276,2025-05-17,33.66,paid
3098,276,2025-06-16,33.66,paid
3099,276,2025-07-16,33.66,paid
3100,276,2025-08-15,33.66,paid
3101,276,2025-09-14,33.66,paid
3102,276,2025-10-14,33.66,paid
3103,276,2025-11-13,33.66,paid
3104,276,2025-12-13,33.66,paid
3105,277,2024-12-07,42.69,paid
3106,277,2025-01-06,42.69,paid
3107,277,2025-02-05,42.69,paid
3108,277,2025-03-07,42.69,paid
3109,277,2025-04-06,42.69,paid
3110,277,2025-05-06,42.69,paid
3111,277,2025-06-05,42.69,paid
3112,277,2025-07-05,42.69,paid
3113,277,2025-08-04,42.69,paid
3114,277,2025-09-03,42.69,paid
3115,277,2025-10-03,42.69,paid
3116,277,2025-11-02,42.69,paid
3117,277,2025-12-02,42.69,paid
3118,278,2025-07-26,46.77,paid
3119,278,2025-08-25,46.77,paid
3120,278,2025-09-24,46.77,paid
3121,278,2025-10-24,46.77,paid
3122,278,2025-11-23,46.77,paid
3123,278,2025-12-23,46.77,paid
3124,279,2024-02-17,38.77,paid
3125,279,2024-03-18,38.77,paid
3126,279,2024-04-17,38.77,paid
3127,280,2024-03-01,41.04,paid
3128,280,2024-03-31,41.04,paid
3129,280,2024-04-30,41.04,paid
3130,280,2024-05-30,41.04,paid
3131,280,2024-06-29,41.04,paid
3132,280,2024-07-29,41.04,paid
3133,280,2024-08-28,41.04,paid
3134,280,2024-09-27,41.04,failed
3135,280,2024-10-27,41.04,paid
3136,280,2024-11-26,41.04,paid
3137,280,2024-12-26,41.04,paid
3138,280,2025-01-25,41.04,paid
3139,280,2025-02-24,41.04,paid
3140,280,2025-03-26,41.04,paid
3141,280,2025-04-25,41.04,paid
3142,280,2025-05-25,41.04,paid
3143,280,2025-06-24,41.04,paid
3144,280,2025-07-24,41.04,paid
3145,280,2025-08-23,41.04,paid
3146,280,2025-09-22,41.04,paid
3147,280,2025-10-22,41.04,paid
3148,280,2025-11-21,41.04,paid
3149,280,2025-12-21,41.04,paid
3150,281,2024-07-20,29.24,paid
3151,281,2024-08-19,29.24,paid
3152,281,2024-09-18,29.24,paid
3153,281,2024-10-18,29.24,failed
3154,281,2024-11-17,29.24,paid
3155,281,2024-12-17,29.24,paid
3156,281,2025-01-16,29.24,paid
3157,281,2025-02-15,29.24,paid
3158,281,2025-03-17,29.24,paid
3159,281,2025-04-16,29.24,paid
3160,281,2025-05-16,29.24,paid
3161,281,2025-06-15,29.24,failed
3162,281,2025-07-15,29.24,paid
3163,281,2025-08-14,29.24,paid
3164,281,2025-09-13,29.24,paid
3165,281,2025-10-13,29.24,paid
3166,281,2025-11-12,29.24,paid
3167,281,2025-12-12,29.24,paid
3168,282,2024-12-21,28.05,paid
3169,282,2025-01-20,28.05,paid
3170,282,2025-02-19,28.05,paid
3171,282,2025-03-21,28.05,paid
3172,282,2025-04-20,28.05,paid
3173,282,2025-05-20,28.05,paid
3174,282,2025-06-19,28.05,paid
3175,282,2025-07-19,28.05,paid
3176,282,2025-08-18,28.05,paid
3177,282,2025-09-17,28.05,paid
3178,282,2025-10-17,28.05,paid
3179,282,2025-11-16,28.05,paid
3180,282,2025-12-16,28.05,paid
3181,283,2025-05-05,50.14,paid
3182,283,2025-06-04,50.14,paid
3183,283,2025-07-04,50.14,paid
3184,283,2025-08-03,50.14,paid
3185,283,2025-09-02,50.14,paid
3186,283,2025-10-02,50.14,paid
3187,283,2025-11-01,50.14,paid
3188,283,2025-12-01,50.14,paid
3189,283,2025-12-31,50.14,paid
3190,284,2024-12-24,26.39,paid
3191,284,2025-01-23,26.39,paid
3192,284,2025-02-22,26.39,paid
3193,284,2025-03-24,26.39,paid
3194,284,2025-04-23,26.39,paid
3195,284,2025-05-23,26.39,paid
3196,284,2025-06-22,26.39,paid
3197,284,2025-07-22,26.39,paid
3198,284,2025-08-21,26.39,paid
3199,284,2025-09-20,26.39,paid
3200,284,2025-10-20,26.39,paid
3201,284,2025-11-19,26.39,paid
3202,284,2025-12-19,26.39,paid
3203,285,2024-11-18,33.78,paid
3204,285,2024-12-18,33.78,paid
3205,285,2025-01-17,33.78,paid
3206,285,2025-02-16,33.78,paid
3207,285,2025-03-18,33.78,paid
3208,285,2025-04-17,33.78,paid
3209,285,2025-05-17,33.78,paid
3210,285,2025-06-16,33.78,paid
3211,285,2025-07-16,33.78,paid
3212,285,2025-08-15,33.78,paid
3213,285,2025-09-14,33.78,failed
3214,285,2025-10-14,33.78,paid
3215,285,2025-11-13,33.78,paid
3216,285,2025-12-13,33.78,paid
3217,286,2025-11-16,42.29,paid
3218,286,2025-12-16,42.29,paid
3219,287,2024-04-27,34.47,paid
3220,287,2024-05-27,34.47,paid
3221,287,2024-06-26,34.47,paid
3222,287,2024-07-26,34.47,paid
3223,287,2024-08-25,34.47,paid
3224,287,2024-09-24,34.47,paid
3225,287,2024-10-24,34.47,paid
3226,287,2024-11-23,34.47,paid
3227,287,2024-12-23,34.47,paid
3228,287,2025-01-22,34.47,paid
3229,287,2025-02-21,34.47,paid
3230,287,2025-03-23,34.47,paid
3231,287,2025-04-22,34.47,paid
3232,287,2025-05-22,34.47,paid
3233,287,2025-06-21,34.47,paid
3234,287,2025-07-21,34.47,paid
3235,287,2025-08-20,34.47,paid
3236,287,2025-09-19,34.47,paid
3237,287,2025-10-19,34.47,paid
3238,287,2025-11-18,34.47,paid
3239,287,2025-12-18,34.47,paid
3240,288,2025-02-21,34.77,paid
3241,288,2025-03-23,34.77,paid
3242,288,2025-04-22,34.77,paid
3243,288,2025-05-22,34.77,paid
3244,288,2025-06-21,34.77,paid
3245,288,2025-07-21,34.77,paid
3246,288,2025-08-20,34.77,paid
3247,288,2025-09-19,34.77,paid
3248,288,2025-10-19,34.77,paid
3249,288,2025-11-18,34.77,paid
3250,288,2025-12-18,34.77,paid
3251,289,2025-01-31,40.74,paid
3252,289,2025-03-02,40.74,paid
3253,289,2025-04-01,40.74,paid
3254,290,2024-12-12,41.52,paid
3255,290,2025-01-11,41.52,paid
3256,290,2025-02-10,41.52,paid
3257,290,2025-03-12,41.52,paid
